SSS v= 8031  t=  280 
push -15 -15
push out at target
B 501 731   80  -20
B 512 665   80  -32
B 522 643   80  -46
B 533 664   80  -57
B 543 690   80  -73
B 553 710   80  -85
B 564 708   80  -98
B 574 667   80 -106
B 584 627   56 -108
B 595 604    6 -108
B 606 701   10 -105
B 616 742   10  -95
B 626 762   10  -85
B 636 773   10  -74
B 646 779   10  -63
B 656 782   10  -51
B 666 784   10  -40
B 676 785   10  -29
B 686 787   10  -17
pb end 
SSS v= 8003  t=  280
SSS   28     0    22    11
%P VOLT1   = 8096
%P VOLT2   = 8003
%P S2_SC   =  1.00
%P L_ANG_MAX = 280
S 8003    28     0    22
B   0 800  119   11
B  11 800  119   11
B  21 756  119   11
B  31 686  119   11
B  42 677  119   11
B  53 675  119   11
B  63 656  119   12
B  73 628  119   18
B  83 608  119   27
B  93 602  119   37
B 103 613  119   47
B 113 632  119   57
B 123 648  107   67
B 133 655   87   78
B 143 654   70   89
B 153 650   47  103
B 163 652   39  115
B 173 686   39  130
B 183 712   39  144
B 193 738   39  158
B 203 751   39  171
B 213 758   39  185
B 223 762   39  197
B 233 766   39  210
pull out 217
B 243 767 -119  223
B 253 768 -119  234
B 263 768 -119  245
B 273 730 -119  255
B 283 646 -119  265
B 293 642 -119  274
B 303 662 -119  284
B 313 688 -119  293
B 323 705 -119  299
B 333 688 -119  305
B 343 638 -119  305
B 353 601 -119  305
B 363 584 -119  303
B 373 579 -119  291
B 383 589 -119  277
B 393 615 -119  262
B 403 647 -119  247
B 413 673 -119  231
B 423 690 -119  213
B 433 697 -119  195
B 443 697 -119  175
B 453 697 -119  153
B 463 701 -119  129
B 473 708 -119  107
B 483 716 -119   83
B 493 724 -119   59
B 503 731 -119   34
B 513 736 -119    9
B 523 738 -119  -13
push -15 -15
push out at target
B 533 731   79  -24
B 543 704   79  -36
B 553 670   79  -52
B 563 639   79  -69
B 573 637   79  -84
B 583 660   79 -101
B 593 686   79 -119
B 603 701   79 -136
B 613 677   79 -150
B 623 638   79 -158
B 634 609   55 -160
B 644 595    4 -159
B 654 663    9 -157
B 664 727    9 -145
B 674 754    9 -133
B 684 769    9 -123
B 694 776    9 -111
B 704 780    9  -99
B 714 783    9  -88
B 724 785    9  -77
B 734 786    9  -67
pb end 
B 744 787   10  -58
B 754 788   10  -50
SSS v= 7888  t=  280
SSS   30     0    22   -50
%P VOLT1   = 8096
%P VOLT2   = 7884
%P S2_SC   =  1.01
%P L_ANG_MAX = 280
S 7884    30     0    22
B 765 788  121  -42
B 776 789  121  -36
B 786 789  121  -30
B 797 750  121  -25
B 808 712  121  -20
B 818 714  121  -14
B 829 726  121   -8
B 840 738  121    2
B 851 737  121    9
B 861 709  121   17
B 871 674  121   27
B 881 646  121   38
B 891 636  121   50
B 901 638  118   63
B 911 646   94   75
B 921 656   69   89
B 931 665   46  103
B 941 688   40  117
B 951 710   40  131
B 961 731   40  145
B 971 746   40  160
B 981 753   40  175
B 991 757   40  187
B 1001 761   40  200
pull out 207
B 1011 763 -121  213
B 1021 764 -121  227
B 1031 700 -121  238
B 1041 629 -121  247
B 1051 628 -121  257
B 1061 652 -121  267
B 1071 680 -121  275
B 1081 698 -121  283
B 1091 682 -121  287
B 1101 634 -121  288
B 1111 598 -121  287
B 1121 582 -121  283
B 1131 578 -121  271
B 1141 591 -121  257
B 1151 619 -121  242
B 1161 650 -121  226
B 1171 675 -121  209
B 1181 692 -121  191
B 1191 698 -121  171
B 1201 700 -121  150
B 1211 701 -121  127
B 1221 704 -121  106
B 1231 710 -121   83
B 1241 717 -121   58
B 1251 724 -121   34
B 1261 730 -121    9
B 1271 733 -121  -13
push -16 -15
push out at target
B 1281 726   81  -23
B 1291 700   81  -35
B 1301 654   81  -50
B 1311 643   81  -65
B 1321 662   81  -80
B 1331 686   81  -97
B 1341 705   81 -113
B 1351 691   81 -126
B 1361 647   81 -135
B 1371 610   65 -137
B 1381 593    6 -137
B 1391 645   10 -136
B 1401 716   10 -125
B 1411 749   10 -113
B 1421 765   10 -102
B 1431 773   10  -90
B 1441 777   10  -78
B 1451 780   10  -66
B 1461 782   10  -55
B 1481 784   10  -33
B 1471 783   10  -44
pb end 
B 1491 784   10  -23
SSS v= 7856  t=  280
SSS   33     0    32   -17
%P VOLT1   = 8096
%P VOLT2   = 7856
%P S2_SC   =  1.02
%P L_ANG_MAX = 280
S 7856    33     0    32
B 1502 786  122  -13
B 1512 786  122   -6
B 1522 787  122    0
B 1532 772  122    6
B 1542 720  122   11
B 1552 713  122   15
B 1562 723  122   19
B 1572 734  122   27
B 1582 738  122   29
B 1592 720  122   33
B 1602 682  122   39
B 1612 648  122   48
B 1623 622  122   59
B 1633 612  102   71
B 1643 620   81   84
B 1653 635   59   95
B 1663 664   40  107
B 1673 680   40  119
B 1683 717   40  133
B 1693 734   40  146
B 1703 745   40  159
B 1713 751   40  172
B 1723 755   40  184
B 1733 757   40  195
B 1743 760   40  207
pull out 217
B 1753 761 -122  219
B 1763 762 -122  229
B 1773 763 -122  239
B 1783 748 -122  249
B 1793 652 -122  258
B 1803 639 -122  265
B 1813 657 -122  274
B 1823 682 -122  283
B 1833 702 -122  289
B 1843 699 -122  294
B 1853 654 -122  295
B 1863 610 -122  295
B 1873 588 -122  293
B 1883 580 -122  280
B 1893 589 -122  267
B 1903 614 -122  251
B 1913 644 -122  236
B 1923 670 -122  219
B 1933 688 -122  202
B 1943 697 -122  183
B 1953 698 -122  162
B 1963 699 -122  138
B 1973 702 -122  118
B 1983 706 -122   95
B 1993 714 -122   71
B 2003 721 -122   47
B 2013 727 -122   22
B 2023 732 -122   -4
push -15 -15
push out at target
B 2033 732   81  -18
B 2043 717   81  -30
B 2053 684   81  -44
B 2063 641   81  -60
B 2073 654   81  -73
B 2083 677   81  -90
B 2093 699   81 -106
B 2103 701   81 -121
B 2114 661   81 -133
B 2124 618   81 -137
B 2135 596   23 -137
B 2145 587   10 -137
B 2156 584   10 -126
B 2166 649   10 -113
B 2176 717   10 -100
B 2186 748   10  -89
B 2196 763   10  -76
B 2206 771   10  -63
B 2216 776   10  -49
B 2226 778   10  -37
pb end 
B 2236 779   10  -24
B 2246 781   10  -11
SSS v= 7821  t=  280
SSS   38     0    35    -1
%P VOLT1   = 8096
%P VOLT2   = 7821
%P S2_SC   =  1.02
%P L_ANG_MAX = 280
S 7821    38     0    35
B 2256 782  122    1
B 2266 782  122   11
B 2276 722  122   19
B 2287 706  122   26
B 2297 715  122   31
B 2307 727  122   36
B 2317 738  122   39
B 2327 746  122   46
B 2337 741  122   50
B 2347 706  122   55
B 2357 654  117   63
B 2367 618   97   75
B 2377 599   75   87
B 2387 605   53   99
B 2397 637   40  111
B 2407 679   40  123
B 2417 712   40  135
B 2427 736   40  147
B 2437 746   40  159
B 2447 750   40  171
B 2457 753   40  183
B 2467 755   40  195
B 2477 756   40  206
B 2487 758   40  216
pull out 221
B 2497 759 -122  226
B 2507 759 -122  235
B 2517 759 -122  245
B 2527 679 -122  255
B 2537 641 -122  261
B 2547 650 -122  270
B 2557 672 -122  278
B 2567 694 -122  285
B 2577 703 -122  291
B 2587 675 -122  293
B 2597 626 -122  293
B 2607 595 -122  292
B 2617 582 -122  283
B 2627 583 -122  269
B 2637 604 -122  255
B 2647 632 -122  240
B 2657 660 -122  224
B 2667 681 -122  207
B 2677 693 -122  189
B 2687 696 -122  169
B 2697 697 -122  146
B 2707 699 -122  123
B 2717 704 -122  103
B 2727 709 -122   79
B 2737 717 -122   55
B 2747 724 -122   30
B 2757 729 -122    5
B 2767 731 -122  -14
push -15 -15
push out at target
B 2777 722   81  -25
B 2787 693   81  -37
B 2797 645   81  -52
B 2807 645   81  -66
B 2817 666   81  -81
B 2827 689   81  -97
B 2837 703   81 -112
B 2847 683   81 -125
B 2857 639   81 -132
B 2867 604   49 -133
B 2877 590    0 -133
B 2887 661   10 -131
B 2897 724   10 -120
B 2907 750   10 -109
B 2917 763   10  -99
B 2927 771   10  -87
B 2937 775   10  -76
B 2947 778   10  -65
B 2957 779   10  -53
B 2967 780   10  -43
pb end 
B 2977 781   10  -33
B 2987 782   10  -24
SSS v= 7832  t=  280
SSS   43     0    38   -21
%P VOLT1   = 8096
%P VOLT2   = 7828
%P S2_SC   =  1.02
%P L_ANG_MAX = 280
S 7828    43     0    38
B 2998 782  122  -15
B 3008 783  122   -9
B 3018 784  122   -2
B 3028 754  122    3
B 3038 711  122    8
B 3048 709  122   13
B 3058 719  122   17
B 3068 731  122   26
B 3078 736  122   27
B 3088 718  122   32
B 3099 675  122   39
B 3109 644  122   48
B 3119 620  122   59
B 3129 612  102   71
B 3139 619   81   83
B 3149 635   59   95
B 3159 675   40  107
B 3169 696   40  120
B 3179 727   40  133
B 3189 741   40  146
B 3199 747   40  158
B 3209 751   40  171
B 3219 754   40  182
B 3229 756   40  194
B 3239 758   40  204
B 3249 759   40  215
pull out 218
B 3259 759 -122  225
B 3269 759 -122  235
B 3279 723 -122  245
B 3289 648 -122  253
B 3299 643 -122  261
B 3309 663 -122  269
B 3319 686 -122  277
B 3329 703 -122  283
B 3339 689 -122  287
B 3349 641 -122  288
B 3359 600 -122  287
B 3369 582 -122  283
B 3379 577 -122  270
B 3389 591 -122  255
B 3399 619 -122  241
B 3409 649 -122  225
B 3419 674 -122  208
B 3429 689 -122  191
B 3439 696 -122  171
B 3449 696 -122  149
B 3459 697 -122  127
B 3469 701 -122  106
B 3479 705 -122   83
B 3489 712 -122   59
B 3499 720 -122   35
B 3509 725 -122   10
B 3519 730 -122  -13
push -15 -15
push out at target
B 3529 725   81  -24
B 3539 702   81  -36
B 3549 661   81  -51
B 3559 635   81  -67
B 3569 652   81  -81
B 3579 676   81  -99
B 3589 696   81 -115
B 3599 692   81 -129
B 3609 651   81 -140
B 3619 613   81 -143
B 3629 590   14 -143
B 3639 617   10 -143
B 3649 697   10 -133
B 3659 737   10 -121
B 3669 756   10 -111
B 3679 767   10  -98
B 3689 772   10  -85
B 3699 775   10  -73
B 3709 777   10  -61
B 3719 779   10  -50
pb end 
B 3729 779   10  -39
B 3739 780   10  -28
SSS v= 7989  t=  280 
SSS   52     6    38     3
%P VOLT1   = 8037
%P VOLT2   = 7993
%P S2_SC   =  1.00
%P L_ANG_MAX = 280
S 7993    52     6    38
B   0 799  120    3
B  10 799  120    3
B  20 799  120    3
B  30 781  120    3
B  40 694  120    3
B  50 681  120    3
B  60 682  120    3
B  70 667  120    7
B  80 636  120   13
B  90 609  120   22
B 100 595  120   31
B 110 604  120   41
B 120 626  120   50
B 130 645  120   59
B 140 656  103   70
B 150 655   85   81
B 160 648   60   94
B 170 644   40  105
B 180 676   40  118
B 191 703   40  134
B 201 732   40  147
B 211 747   40  160
B 221 755   40  174
B 231 760   40  186
B 242 762   40  199
B 253 765   40  213
pull out 218
B 263 766 -120  223
B 273 766 -120  234
B 283 742 -120  244
B 294 647 -120  254
B 305 644 -120  264
B 315 667 -120  274
B 325 691 -120  281
B 335 706 -120  288
B 346 681 -120  292
B 358 625 -120  292
B 368 595 -120  291
B 379 583 -120  282
B 390 587 -120  267
B 400 611 -120  252
B 410 641 -120  237
B 420 671 -120  220
B 430 690 -120  203
B 441 699 -120  183
B 452 700 -120  161
B 464 701 -120  132
B 474 705 -120  111
B 484 711 -120   89
B 495 719 -120   63
B 506 727 -120   35
B 517 733 -120    7
B 527 736 -120  -13
push -15 -15
push out at target
B 538 726   80  -25
B 548 697   80  -39
B 558 649   80  -54
B 568 652   80  -69
B 578 673   80  -84
B 589 698   80 -102
B 599 708   80 -118
B 609 677   80 -131
B 619 636   80 -137
B 630 606   39 -137
B 640 593   10 -137
B 651 663   10 -130
B 662 710   10 -117
B 673 752   10 -101
B 683 767   10  -91
B 693 775   10  -77
B 704 780   10  -63
B 715 782   10  -49
B 725 784   10  -35
pb end 
SSS v= 7982  t=  280 
SSS   54     6    28    11
%P VOLT1   = 8037
%P VOLT2   = 7982
%P S2_SC   =  1.00
%P L_ANG_MAX = 280
S 7982    54     6    28
B   0 797  120   11
B  10 798  120   11
B  20 798  120   11
B  30 749  120   11
B  40 687  120   11
B  50 680  120   11
B  60 679  120   11
B  70 659  120   11
B  81 623  120   18
B  91 600  120   27
B 101 598  120   37
B 112 615  120   48
B 122 635  120   58
B 132 649  108   68
B 142 656   87   79
B 153 653   65   91
B 163 648   40  105
B 173 659   40  119
B 183 690   40  132
B 193 716   40  146
B 203 739   40  161
B 213 750   40  174
B 224 757   40  188
B 235 761   40  202
pull out 212
B 245 763 -120  215
B 256 765 -120  227
B 267 687 -120  239
B 277 631 -120  248
B 288 641 -120  259
B 299 669 -120  269
B 309 695 -120  277
B 321 696 -120  284
B 331 654 -120  286
B 341 608 -120  285
B 352 585 -120  283
B 362 578 -120  272
B 372 589 -120  258
B 383 617 -120  242
B 393 650 -120  225
B 403 674 -120  209
B 414 692 -120  190
B 425 699 -120  167
B 435 700 -120  145
B 445 701 -120  123
B 455 705 -120  102
B 466 711 -120   77
B 476 719 -120   51
B 486 726 -120   27
B 497 733 -120   -1
B 507 734 -120  -15
push -17 -15
push out at target
B 517 719   80  -28
B 527 688   80  -40
B 538 646   80  -57
B 548 650   80  -71
B 558 672   80  -87
B 569 697   80 -105
B 580 705   80 -122
B 590 670   80 -133
B 600 629   80 -139
B 610 603   39 -139
B 620 592   10 -139
B 630 658   10 -133
B 640 703   10 -120
B 650 743   10 -107
B 660 762   10  -97
B 670 772   10  -84
B 680 777   10  -70
B 690 780   10  -59
B 700 782   10  -45
B 710 783   10  -33
pb end 
SSS v= 7975  t=  280 
SSS   59     6    28    12
%P VOLT1   = 8037
%P VOLT2   = 7972
%P S2_SC   =  1.00
%P L_ANG_MAX = 280
S 7975    59     6    28
B   0 796  120   12
B  10 797  120   12
B  21 719  120   12
B  32 680  120   12
B  42 678  120   12
B  53 670  120   13
B  63 642  120   14
B  74 613  120   22
B  85 597  120   33
B  96 607  120   44
B 106 626  120   54
B 116 644  115   64
B 126 653   97   74
B 136 654   76   86
B 146 649   53   98
B 156 646   40  111
B 166 690   40  124
B 176 727   40  139
B 186 742   40  151
B 196 751   40  165
B 206 756   40  177
B 216 759   40  189
B 226 762   40  201
B 236 764   40  213
pull out 219
B 246 765 -120  224
B 256 766 -120  234
B 266 766 -120  245
B 276 668 -120  255
B 286 640 -120  262
B 296 654 -120  272
B 307 680 -120  282
B 317 702 -120  289
B 328 699 -120  295
B 338 654 -120  296
B 349 609 -120  296
B 359 587 -120  292
B 369 581 -120  280
B 381 596 -120  263
B 391 626 -120  247
B 401 655 -120  232
B 412 681 -120  213
B 422 696 -120  194
B 433 700 -120  174
B 443 700 -120  151
B 453 702 -120  127
B 464 707 -120  105
B 475 714 -120   79
B 486 722 -120   51
B 496 729 -120   27
B 506 734 -120   -1
B 516 736 -120  -16
push -16 -15
push out at target
B 526 722   80  -27
B 537 690   80  -41
B 548 645   80  -58
B 559 659   80  -73
B 569 685   80  -91
B 579 704   80 -106
B 589 698   80 -123
B 599 663   80 -131
B 610 623   56 -135
B 621 599   20 -135
B 631 632   10 -135
B 641 705   10 -125
B 652 745   10 -112
B 662 763   10 -101
B 672 773   10  -89
B 683 778   10  -76
B 693 781   10  -63
B 703 782   10  -52
B 713 783   10  -39
pb end 
SSS v= 7965  t=  280 
SSS   63     6    28    15
%P VOLT1   = 8037
%P VOLT2   = 7965
%P S2_SC   =  1.00
%P L_ANG_MAX = 280
S 7965    63     6    28
B   0 796  120   15
B  10 796  120   15
B  20 762  120   15
B  30 687  120   15
B  40 675  120   15
B  50 675  120   15
B  60 658  120   15
B  70 630  120   18
B  80 603  120   26
B  90 595  120   35
B 100 606  120   46
B 110 627  120   55
B 120 645  112   66
B 130 653   94   76
B 141 653   72   88
B 151 647   48  101
B 161 644   40  114
B 171 701   40  128
B 181 729   40  141
B 191 742   40  155
B 201 751   40  167
B 211 755   40  179
B 221 759   40  191
B 231 761   40  204
B 241 763   40  215
pull out 217
B 252 764 -120  227
B 262 765 -120  238
B 272 741 -120  248
B 282 652 -120  257
B 292 644 -120  267
B 303 662 -120  275
B 313 687 -120  284
B 324 704 -120  291
B 334 687 -120  295
B 344 636 -120  296
B 355 598 -120  295
B 366 582 -120  287
B 377 583 -120  273
B 387 603 -120  259
B 397 638 -120  243
B 408 664 -120  225
B 418 686 -120  207
B 430 697 -120  186
B 441 699 -120  163
B 451 699 -120  138
B 461 702 -120  119
B 472 709 -120   93
B 482 716 -120   67
B 493 723 -120   42
B 504 731 -120   13
B 514 734 -120  -11
push -16 -15
push out at target
B 524 731   80  -21
B 535 706   80  -35
B 545 657   80  -51
B 556 648   80  -67
B 566 669   80  -83
B 577 694   80 -101
B 588 707   80 -117
B 598 676   80 -131
B 609 630   80 -138
B 619 604   42 -138
B 630 593   10 -138
B 641 694   10 -132
B 651 740   10 -119
B 662 760   10 -107
B 673 771   10  -95
B 684 777   10  -81
B 694 779   10  -69
B 704 781   10  -57
B 714 782   10  -45
pb end 
SSS v= 7944  t=  280 
SSS   66     6    28    15
%P VOLT1   = 8037
%P VOLT2   = 7947
%P S2_SC   =  1.01
%P L_ANG_MAX = 280
S 7947    66     6    28
B   0 794  120   15
B  10 794  120   15
B  20 794  120   15
B  31 699  120   15
B  41 673  120   15
B  51 669  120   15
B  62 654  120   16
B  72 625  120   18
B  82 600  120   26
B  93 594  120   35
B 103 608  120   46
B 113 629  120   55
B 123 644  113   65
B 133 650   94   75
B 143 648   72   87
B 153 659   51   99
B 163 671   40  112
B 173 706   40  126
B 183 732   40  139
B 193 744   40  151
B 203 751   40  165
B 213 756   40  176
B 223 759   40  189
B 233 761   40  200
B 243 762   40  211
pull out 215
B 253 762 -120  221
B 263 674 -120  231
B 273 635 -120  238
B 283 645 -120  247
B 293 668 -120  256
B 303 691 -120  263
B 313 704 -120  269
B 323 677 -120  271
B 333 626 -120  271
B 344 592 -120  271
B 356 579 -120  259
B 367 586 -120  244
B 377 614 -120  228
B 388 646 -120  211
B 400 676 -120  191
B 411 693 -120  171
B 421 699 -120  149
B 431 698 -120  128
B 441 700 -120  109
B 452 704 -120   85
B 462 709 -120   60
B 472 716 -120   37
B 482 722 -120   13
B 492 727 -120  -12
push -15 -15
push out at target
B 503 723   80  -23
B 513 699   80  -34
B 523 665   80  -49
B 533 633   80  -65
B 543 639   80  -80
B 553 663   80  -97
B 563 687   80 -113
B 574 697   80 -131
B 584 666   80 -144
B 595 623   80 -150
B 605 597   35 -151
B 615 589    0 -150
B 626 686   10 -143
B 636 736   10 -130
B 646 755   10 -121
B 656 767   10 -107
B 666 773   10  -96
B 676 776   10  -85
B 686 778   10  -73
B 696 780   10  -61
B 707 781   10  -50
pb end 
SSS v= 7965  t=  280 
SSS   70     6    28    19
%P VOLT1   = 8037
%P VOLT2   = 7965
%P S2_SC   =  1.00
%P L_ANG_MAX = 280
S 7961    70     6    28
B   0 795  120   19
B  10 796  120   19
B  20 796  120   19
B  30 752  120   19
B  40 685  120   19
B  50 672  120   19
B  60 665  120   19
B  70 645  120   19
B  80 617  120   22
B  90 600  120   31
B 101 601  120   41
B 111 616  120   51
B 121 633  120   60
B 132 646  101   71
B 142 648   81   83
B 152 646   60   95
B 162 656   40  107
B 172 665   40  120
B 182 710   40  133
B 192 733   40  147
B 203 746   40  162
B 214 753   40  175
B 224 758   40  188
B 236 761   40  202
pull out 211
B 247 763 -120  215
B 257 763 -120  225
B 268 684 -120  236
B 278 634 -120  244
B 289 646 -120  255
B 299 669 -120  263
B 311 697 -120  271
B 321 701 -120  277
B 332 660 -120  279
B 343 608 -120  279
B 353 586 -120  278
B 363 578 -120  265
B 374 589 -120  251
B 386 622 -120  232
B 396 651 -120  217
B 406 676 -120  199
B 417 693 -120  179
B 428 698 -120  158
B 439 699 -120  133
B 449 701 -120  111
B 461 707 -120   86
