10 continusous host with +/- 10 auto adjustment
add 10 to the second shot right away
SSS v= 7723  t=  260
B 2029 705 -126    3
push -11 -10
push out at target
B 2039 710   84  -21
B 2049 708   84  -32
B 2059 689   84  -44
B 2069 632   84  -58
B 2079 613   84  -73
B 2089 631   84  -86
B 2099 654   84 -102
B 2109 675   84 -117
B 2119 667   84 -131
B 2129 624   84 -139
B 2139 581   58 -142
B 2149 561   15 -142
B 2159 586   10 -142
B 2169 618   10 -132
B 2179 680   10 -119
B 2189 719   10 -107
B 2199 737   10  -97
B 2209 747   10  -83
B 2219 751   10  -70
B 2229 754   10  -57
B 2239 755   10  -45
B 2249 756   10  -33
pb end 
B 2259 757   10  -21
B 2269 758   10   -9
SSS v= 7583  t=  270
SSS   30     0     3    -9
%P VOLT1   = 7564
%P VOLT2   = 7583
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7587    30     0     3
B 2279 756  126    2
B 2290 688  126    9
B 2300 681  126   15
B 2311 691  126   21
B 2321 704  126   26
B 2331 715  126   29
B 2341 723  126   35
B 2351 715  126   38
B 2361 679  126   43
B 2371 632  126   51
B 2381 596  125   62
B 2391 575  104   73
B 2401 580   83   85
B 2411 600   64   97
B 2421 624   45  108
B 2431 654   31  119
B 2441 669   31  131
B 2451 705   31  144
B 2461 723   31  157
B 2471 731   31  169
B 2481 736   31  179
B 2491 738   31  191
B 2501 740   31  202
pull out 208
B 2511 742 -126  212
B 2521 743 -126  221
B 2531 744 -126  230
B 2541 635 -126  239
B 2551 602 -126  246
B 2561 614 -126  253
B 2571 639 -126  259
B 2581 664 -126  265
B 2591 677 -126  269
B 2601 656 -126  270
B 2611 609 -126  270
B 2621 574 -126  270
B 2631 560 -126  261
B 2641 562 -126  249
B 2651 582 -126  235
B 2661 612 -126  221
B 2671 640 -126  205
B 2681 658 -126  189
B 2691 668 -126  171
B 2701 672 -126  151
B 2711 673 -126  128
B 2721 674 -126  109
B 2731 680 -126   87
B 2741 686 -126   65
B 2751 693 -126   42
B 2761 699 -126   18
B 2771 704 -126   -6
push -11 -10
push out at target
B 2781 708   84  -25
B 2791 700   84  -36
B 2801 674   84  -48
B 2811 615   84  -62
B 2821 619   84  -75
B 2831 641   84  -89
B 2841 665   84 -105
B 2851 677   84 -119
B 2861 651   84 -131
B 2871 606   84 -137
B 2881 572   41 -137
B 2891 556   10 -137
B 2901 652   10 -134
B 2911 704   10 -122
B 2921 729   10 -111
B 2931 741   10 -101
B 2941 748   10  -89
B 2951 752   10  -77
B 2961 754   10  -65
B 2971 755   10  -54
pb end 
B 2981 756   10  -43
B 2991 756   10  -31
SSS v= 7576  t=  280
SSS   36     0     0   -25
%P VOLT1   = 7564
%P VOLT2   = 7580
%P S2_SC   =  1.06
%P L_ANG_MAX = 280
S 7580    36     0     0
B 3002 757  126  -20
B 3012 758  126  -10
B 3023 711  126   -2
B 3033 683  126    3
B 3043 686  126    9
B 3053 697  126   12
B 3063 708  126   15
B 3073 718  126   23
B 3083 717  126   24
B 3093 693  126   28
B 3103 644  126   35
B 3113 607  126   45
B 3123 583  126   55
B 3133 579  115   67
B 3143 591  100   79
B 3153 615   77   91
B 3163 637   60  103
B 3173 663   44  114
B 3183 681   31  126
B 3193 703   31  139
B 3203 718   31  152
B 3213 729   31  164
B 3223 734   31  175
B 3233 738   31  186
B 3243 739   31  197
B 3253 741   31  207
B 3263 743   31  216
pull out 223
B 3273 743 -126  227
B 3283 744 -126  236
B 3293 672 -126  245
B 3303 612 -126  250
B 3313 614 -126  257
B 3323 636 -126  263
B 3333 660 -126  269
B 3343 681 -126  273
B 3353 679 -126  276
B 3363 639 -126  277
B 3373 592 -126  276
B 3383 568 -126  273
B 3393 560 -126  261
B 3403 572 -126  247
B 3413 598 -126  233
B 3423 626 -126  218
B 3433 650 -126  202
B 3443 666 -126  184
B 3453 672 -126  166
B 3463 673 -126  146
B 3473 674 -126  122
B 3483 678 -126  103
B 3493 683 -126   80
B 3503 689 -126   57
B 3513 696 -126   33
B 3523 702 -126    9
push -10 -10
push out at target
B 3533 706   84  -15
B 3543 657   84  -29
B 3553 589   84  -39
B 3563 594   84  -49
B 3573 620   84  -58
B 3583 647   84  -69
B 3593 670   84  -80
B 3603 676   84  -89
B 3613 639   68  -95
B 3623 597   41  -97
B 3633 600    6  -97
B 3643 649   10  -95
B 3653 692   10  -84
B 3663 724   10  -72
B 3673 739   10  -62
B 3683 747   10  -49
B 3693 750   10  -37
B 3703 753   10  -24
B 3713 754   10  -11
B 3723 755   10    2
pb end 
B 3733 756   10   13
B 3743 756   10   23
SSS v= 7566  t=  290
SSS   35     0     3    26
%P VOLT1   = 7564
%P VOLT2   = 7569
%P S2_SC   =  1.06
%P L_ANG_MAX = 290
S 7569    35     0     3
B 3754 757  126   32
B 3764 758  126   38
B 3774 750  126   43
B 3784 688  126   45
B 3794 677  126   47
B 3804 685  126   48
B 3814 697  126   49
B 3824 708  126   53
B 3834 703  126   53
B 3844 667  126   54
B 3854 624  126   59
B 3864 588  113   69
B 3874 566  100   79
B 3884 565   83   90
B 3894 582   68  101
B 3905 623   50  112
B 3915 654   34  123
B 3925 685   31  134
B 3935 703   31  146
B 3945 720   31  157
B 3955 730   31  169
B 3965 733   31  179
B 3975 737   31  188
B 3985 738   31  198
B 3995 739   31  207
B 4005 740   31  217
B 4015 742   31  226
pull out 231
B 4025 742 -126  233
B 4035 742 -126  241
B 4045 727 -126  248
B 4055 634 -126  255
B 4065 623 -126  259
B 4075 638 -126  265
B 4085 660 -126  271
B 4095 680 -126  275
B 4105 685 -126  278
B 4115 654 -126  279
B 4125 606 -126  279
B 4135 574 -126  277
B 4145 562 -126  266
B 4155 568 -126  253
B 4165 590 -126  239
B 4175 619 -126  223
B 4185 644 -126  207
B 4195 662 -126  190
B 4205 670 -126  171
B 4215 672 -126  151
B 4225 673 -126  127
B 4235 675 -126  109
B 4245 681 -126   87
B 4255 688 -126   63
B 4265 695 -126   39
B 4275 701 -126   15
B 4285 706 -126   -9
push -10 -10
push out at target
B 4295 708   84  -26
B 4305 697   84  -37
B 4315 658   84  -49
B 4325 611   84  -64
B 4335 622   84  -76
B 4345 644   84  -91
B 4355 667   84 -106
B 4365 675   84 -121
B 4375 641   84 -131
B 4385 598   77 -136
B 4395 566   33 -137
B 4406 578    0 -137
B 4416 651   10 -129
B 4426 695   10 -117
B 4436 725   10 -105
B 4446 739   10  -94
B 4456 746   10  -81
B 4466 750   10  -69
B 4476 752   10  -57
B 4486 753   10  -45
B 4496 754   10  -32
pb end 
B 4506 755   10  -20
B 4516 756   10   -9
SSS v= 7566  t=  290
SSS   41     0     3    -9
%P VOLT1   = 7564
%P VOLT2   = 7566
%P S2_SC   =  1.06
%P L_ANG_MAX = 290
S 7566    41     0     3
B 4527 756  126    2
B 4538 757  126   10
B 4548 751  126   15
B 4558 693  126   19
B 4568 684  126   23
B 4578 692  126   25
B 4588 703  126   27
B 4598 712  126   31
B 4608 707  126   32
B 4618 670  126   35
B 4628 629  126   42
B 4638 597  126   50
B 4648 574  126   61
B 4658 572  110   71
B 4668 586   94   82
B 4678 607   78   93
B 4688 624   64  103
B 4698 654   46  115
B 4708 671   31  127
B 4718 697   31  139
B 4728 711   31  151
B 4738 724   31  164
B 4748 730   31  175
B 4758 735   31  185
B 4768 737   31  195
B 4778 739   31  206
B 4788 740   31  215
B 4798 741   31  225
pull out 227
B 4808 742 -126  233
B 4818 738 -126  241
B 4828 631 -126  249
B 4838 615 -126  253
B 4848 629 -126  260
B 4858 652 -126  266
B 4868 674 -126  271
B 4878 684 -126  275
B 4888 660 -126  275
B 4898 611 -126  275
B 4908 577 -126  275
B 4918 561 -126  265
B 4928 563 -126  252
B 4938 584 -126  238
B 4948 612 -126  223
B 4958 639 -126  207
B 4968 659 -126  191
B 4978 669 -126  173
B 4988 673 -126  153
B 4998 673 -126  130
B 5008 674 -126  110
B 5018 679 -126   89
B 5028 685 -126   66
B 5038 691 -126   43
B 5048 698 -126   19
B 5058 703 -126   -5
push -10 -10
push out at target
B 5068 706   84  -25
B 5078 610   84  -36
B 5088 587   84  -47
B 5098 606   84  -55
B 5108 634   84  -67
B 5118 659   84  -77
B 5128 675   84  -89
B 5138 657   84  -97
B 5148 613   59 -100
B 5158 577   15 -100
B 5168 652   10 -100
B 5178 700   10  -93
B 5188 726   10  -81
B 5198 739   10  -73
B 5208 746   10  -61
B 5218 749   10  -49
B 5228 752   10  -37
B 5238 752   10  -26
B 5248 754   10  -14
B 5258 755   10   -3
pb end 
B 5268 755   10    7
SSS v= 7559  t=  300
SSS   47     0     3    13
%P VOLT1   = 7564
%P VOLT2   = 7562
%P S2_SC   =  1.06
%P L_ANG_MAX = 300
S 7562    47     0     3
B 5279 754  127   17
B 5289 756  127   23
B 5299 756  127   27
B 5309 709  127   31
B 5319 679  127   34
B 5329 679  127   35
B 5339 691  127   35
B 5349 702  127   39
B 5359 705  127   39
B 5369 679  127   40
B 5379 636  127   45
B 5389 601  127   51
B 5399 574  126   62
B 5409 565  112   72
B 5420 576   96   83
B 5430 598   81   95
B 5440 619   64  106
B 5450 638   51  116
B 5460 659   36  127
B 5470 676   31  141
B 5480 695   31  153
B 5490 713   31  166
B 5500 725   31  178
B 5510 732   31  188
B 5520 735   31  199
B 5530 737   31  209
B 5540 739   31  219
B 5550 740   31  229
B 5560 740   31  239
pull out 245
B 5570 741 -127  247
B 5580 741 -127  255
B 5590 741 -127  264
B 5600 648 -127  271
B 5610 620 -127  277
B 5620 631 -127  284
B 5630 652 -127  291
B 5640 673 -127  296
B 5650 681 -127  297
B 5660 660 -127  297
B 5670 618 -127  297
B 5680 584 -127  289
B 5690 569 -127  277
B 5700 579 -127  264
B 5710 603 -127  250
B 5720 630 -127  235
B 5730 651 -127  219
B 5740 663 -127  202
B 5750 667 -127  184
B 5760 667 -127  164
B 5770 668 -127  142
B 5780 672 -127  119
B 5790 680 -127   99
B 5800 687 -127   75
B 5810 695 -127   51
B 5820 701 -127   27
B 5830 706 -127    3
push -10 -10
push out at target
B 5840 709   84  -21
B 5850 705   84  -32
B 5860 685   84  -43
B 5870 619   84  -57
B 5880 616   84  -71
B 5890 636   84  -85
B 5900 659   84  -99
B 5910 676   84 -113
B 5920 657   84 -126
B 5931 607   84 -133
B 5941 572   44 -134
B 5951 555    0 -134
B 5961 658   10 -130
B 5971 707   10 -119
B 5981 728   10 -109
B 5991 740   10  -97
B 6001 745   10  -85
B 6011 749   10  -74
B 6021 751   10  -63
B 6031 752   10  -52
B 6041 753   10  -41
pb end 
B 6051 754   10  -31
B 6061 755   10  -21
SSS v= 7555  t=  300
SSS   52     0     3   -21
%P VOLT1   = 7564
%P VOLT2   = 7552
%P S2_SC   =  1.06
%P L_ANG_MAX = 300
S 7555    52     0     3
B 6072 755  127  -13
B 6083 755  127   -6
B 6093 756  127   -2
B 6104 700  127    2
B 6115 683  127    6
B 6126 690  127    9
B 6136 701  127   17
B 6147 707  127   18
B 6158 683  127   20
B 6168 642  127   25
B 6178 613  127   33
B 6188 590  127   43
B 6198 580  127   53
B 6208 584  123   63
B 6219 601  107   75
B 6229 618   90   87
B 6239 628   75   98
B 6249 629   59  110
B 6259 632   42  122
B 6269 660   31  135
B 6279 681   31  149
B 6289 706   31  163
B 6299 720   31  175
B 6309 729   31  187
B 6319 733   31  198
B 6329 736   31  209
B 6339 738   31  220
B 6349 739   31  231
pull out 242
B 6359 740 -127  242
B 6369 740 -127  251
B 6379 741 -127  260
B 6389 668 -127  269
B 6399 615 -127  275
B 6409 618 -127  283
B 6419 639 -127  291
B 6429 662 -127  297
B 6439 678 -127  299
B 6449 670 -127  299
B 6459 636 -127  298
B 6469 601 -127  291
B 6479 581 -127  278
B 6489 584 -127  265
B 6499 603 -127  250
B 6509 626 -127  235
B 6519 648 -127  218
B 6529 662 -127  201
B 6539 668 -127  182
B 6549 671 -127  162
B 6559 672 -127  139
B 6569 675 -127  116
B 6579 681 -127   95
B 6589 687 -127   73
B 6599 695 -127   48
B 6609 701 -127   23
B 6619 706 -127   -1
push -10 -10
push out at target
B 6629 709   84  -25
B 6639 707   84  -37
B 6649 687   84  -48
B 6659 627   84  -63
B 6669 609   84  -77
B 6679 626   84  -91
B 6689 649   84 -107
B 6699 669   84 -122
B 6709 659   10 -137
B 6719 618   10 -145
B 6729 623   10 -148
B 6739 689   10 -148
B 6749 719   10 -148
B 6759 733   10 -142
B 6769 741   10 -135
B 6779 746   10 -128
B 6789 750   10 -121
B 6799 751   10 -113
pb end 
B 6809 753   10 -105
B 6819 753   10  -98
SSS v= 7541  t=  300
SSS   60     0     6   -93
%P VOLT1   = 7564
%P VOLT2   = 7541
%P S2_SC   =  1.06
%P L_ANG_MAX = 300
S 7541    60     0     6
B 6830 754  127  -90
B 6840 754  127  -84
B 6850 755  127  -77
B 6860 670  127  -71
B 6870 645  127  -67
B 6881 654  127  -65
B 6891 673  127  -64
B 6902 689  127  -62
B 6913 702  127  -59
B 6923 686  127  -57
B 6933 632  127  -57
B 6943 582  127  -57
B 6953 559  127  -57
B 6963 549  127  -57
B 6973 544  127  -57
B 6983 541  127  -57
B 6993 539  127  -57
B 7003 538  127  -57
B 7013 537  127  -57
B 7023 537  127  -57
B 7033 536  127  -57
B 7043 535  127  -57
B 7053 535  127  -57
B 7063 534  127  -57
B 7073 534  127  -57
B 7083 534  127  -57
B 7093 533  127  -57
B 7103 533  127  -57
B 7113 533  127  -57
B 7123 533  127  -57
B 7133 533  127  -57
B 7143 532  127  -57
B 7153 532  127  -57
B 7163 532  127  -57
B 7173 532  127  -57
B 7183 532  127  -57
B 7193 532  127  -57
B 7203 531  127  -57
B 7213 531  127  -57
B 7223 531  127  -57
B 7233 531  127  -57
B 7243 531  127  -57
B 7253 531  127  -57
B 7263 531  127  -57
B 7273 530  127  -57
B 7283 530  127  -57
B 7293 530  127  -57
B 7303 530  127  -57
B 7313 530  127  -57
B 7323 530  127  -57
pull bail out
B 7333 530   31  -57
B 7343 530   31  -57
B 7354 530   31  -57
B 7364 614   27  -57
B 7375 665   25  -57
B 7385 686   24  -57
B 7395 701   24  -57
B 7405 712   23  -57
B 7416 720   23  -57
B 7426 725   23  -57
B 7436 728   23  -57
B 7448 731   22  -57
B 7458 733   22  -57
B 7468 735   22  -57
B 7478 737   22  -57
B 7488 738   22  -57
push -57 -10
push out at target
B 7498 738   84  -57
B 7508 654   84  -57
B 7518 606   84  -57
B 7528 579   84  -57
B 7538 563   84  -57
B 7548 555   84  -57
B 7558 551   84  -57
B 7568 549   84  -57
B 7578 548   10  -57
B 7588 547   10  -57
B 7598 639   10  -57
B 7608 693   10  -57
B 7618 720   10  -57
B 7628 733   10  -57
B 7638 739   10  -57
B 7648 743   10  -57
B 7658 746   10  -57
B 7668 748   10  -57
pb end 
B 7678 748   10  -57
B 7688 750   10  -57
  
