%Initializing ... 
%  batt 7.51v 7.84v 
% * pre-auton 
%    pre-initializer 
%P L_ANGM = 200
%P L_ANG1 = 60
%P L_ANG2 = 90
%P S_V    = 80
%P S_ANG1 = 40
%P S_ANG2 = 80
%P M_V    = 80
%P M_ANG1 = 50
%P M_ANG2 = 90
in loop, waiting for press
B 396 732 -122   97
B 406 733 -122   74
B 416 733 -122   53
B 426 734 -122   30
B 438 739 -122    2
push -11 -10
push out at target
B 448 742   81  -17
B 458 739   81  -28
B 468 725   81  -41
B 478 703   81  -56
B 489 712   81  -71
B 500 727   81  -87
B 510 740   81 -104
B 520 731   81 -117
B 530 703   81 -128
B 541 682   81 -131
B 551 673   12 -131
B 561 686   10 -131
B 571 732   10 -121
B 582 754   10 -107
B 593 764   10  -95
B 604 769   10  -79
B 615 772   10  -65
B 625 774   10  -51
B 635 775   10  -39
B 645 775   10  -25
pb end 
SSS v= 7825  t=  220 
SSS    3     0   -19     4
%P VOLT1   = 7505
%P VOLT2   = 7825
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
S 7825     3     0   -19
B   0 782   71    4
B  10 782   71    4
B  22 782   71    4
B  32 753   71    4
B  43 744   71    4
B  53 748   71    4
B  63 748   71    4
B  73 738   71    4
B  83 723   71    8
B  93 714   71   16
B 103 711   71   25
B 113 716   71   35
B 124 724   71   45
B 134 731   71   55
B 145 733   65   65
B 156 733   51   77
B 167 731   35   89
B 178 744   20  102
B 188 752   20  115
B 199 761   20  127
B 209 767   20  138
B 220 772   20  149
B 231 774   20  159
pull out 167
B 242 775 -122  170
B 253 775 -122  180
B 263 745 -122  189
B 274 708 -122  197
B 285 713 -122  204
B 295 727 -122  209
B 307 738 -122  214
B 317 722 -122  216
B 327 689 -122  216
B 338 672 -122  215
B 349 665 -122  202
B 359 672 -122  188
B 369 689 -122  171
B 381 710 -122  152
B 392 724 -122  133
B 402 730 -122  113
B 413 731 -122   90
B 424 732 -122   67
B 434 732 -122   42
B 445 737 -122   17
push -10 -10
push out at target
B 457 743   81  -11
B 467 744   81  -23
B 477 733   81  -35
B 487 713   81  -51
B 498 697   81  -67
B 509 702   81  -83
B 519 717   81 -101
B 529 732   81 -119
B 539 732   81 -135
B 549 708   81 -147
B 561 684   81 -153
B 571 674   32 -153
B 581 670   10 -153
B 591 717   10 -143
B 602 747   10 -127
B 612 760   10 -113
B 622 767   10  -99
B 633 770   10  -83
B 643 773   10  -67
B 653 773   10  -53
B 663 774   10  -40
pb end 
SSS v= 7818  t=  220 
SSS    4     0   -25     2
%P VOLT1   = 7505
%P VOLT2   = 7818
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
S 7818     4     0   -25
B   0 782   71    2
B  10 781   71    2
B  20 782   71    2
B  30 749   71    2
B  40 744   71    2
B  50 748   71    2
B  60 744   71    2
B  70 730   71    4
B  80 714   71   10
B  90 706   71   19
B 100 709   71   28
B 110 718   71   37
B 120 727   71   47
B 130 733   71   57
B 140 733   63   67
B 150 733   50   77
B 160 735   36   89
B 170 744   20  100
B 180 753   20  111
B 190 763   20  123
B 201 768   20  134
B 212 772   20  144
B 222 774   20  153
B 232 774   20  163
pull out 166
B 242 775 -122  172
B 253 775 -122  181
B 263 723 -122  188
B 275 708 -122  196
B 286 719 -122  203
B 296 734 -122  206
B 307 737 -122  209
B 318 712 -122  209
B 328 684 -122  209
B 338 671 -122  205
B 350 668 -122  189
B 360 681 -122  173
B 371 701 -122  156
B 382 718 -122  137
B 392 728 -122  118
B 402 731 -122   99
B 412 731 -122   77
B 423 732 -122   53
B 434 734 -122   28
B 444 738 -122    3
push -10 -10
push out at target
B 456 744   81  -17
B 467 738   81  -31
B 478 709   81  -45
B 488 711   81  -59
B 500 726   81  -75
B 510 739   81  -90
B 520 740   81 -104
B 531 713   81 -115
B 541 688   74 -120
B 551 675   32 -120
B 561 673   10 -120
B 571 714   10 -113
B 581 740   10  -99
B 591 756   10  -87
B 601 765   10  -75
B 612 770   10  -60
B 622 772   10  -46
B 633 773   10  -31
B 643 774   10  -17
pb end 
SSS v= 7814  t=  220 
SSS    4     0   -22    -1
%P VOLT1   = 7505
%P VOLT2   = 7814
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
S 7814     4     0   -22
B   0 781   71   -1
B  11 781   71   -1
B  21 755   71   -1
B  31 743   71   -1
B  41 746   71   -1
B  51 751   71   -1
B  61 750   71   -1
B  71 740   71    3
B  81 732   71    9
B  91 721   71   18
B 101 715   71   27
B 111 717   71   37
B 121 724   71   47
B 131 731   71   57
B 141 732   65   66
B 152 732   50   77
B 162 732   35   89
B 172 737   22  100
B 183 750   20  113
B 193 763   20  125
B 205 769   20  137
B 215 772   20  147
B 226 773   20  158
B 237 774   20  169
pull out 169
B 247 775 -122  179
B 258 775 -122  188
B 268 770 -122  196
B 280 710 -122  204
B 290 710 -122  210
B 301 724 -122  215
B 311 734 -122  219
B 322 724 -122  220
B 333 692 -122  220
B 344 673 -122  218
B 354 668 -122  205
B 364 673 -122  192
B 374 690 -122  176
B 384 708 -122  159
B 394 723 -122  141
B 404 730 -122  122
B 415 732 -122  101
B 425 732 -122   78
B 435 733 -122   55
B 445 736 -122   33
B 455 740 -122    7
push -11 -10
push out at target
B 465 744   81  -14
B 475 743   81  -26
B 485 729   81  -39
B 495 706   81  -53
B 505 715   81  -64
B 515 727   81  -77
B 525 740   81  -92
B 535 736   81 -107
B 545 709   81 -116
B 555 687   66 -120
B 565 689   23 -120
B 575 700   10 -120
B 585 732   10 -111
B 595 752   10  -99
B 606 763   10  -87
B 617 768   10  -73
B 627 771   10  -60
B 637 773   10  -47
B 648 774   10  -34
B 658 774   10  -20
pb end 
SSS v= 7811  t=  220 
SSS  -12   -38    35     0
%P VOLT1   = 7505
%P VOLT2   = 7814
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
S 7814   -12   -38    35
B   0 781   71    0
B  11 781   71    0
B  21 781   71    0
B  31 781   71    0
B  41 749   71    0
B  51 743   71    0
B  61 748   71    0
B  71 755   71    0
B  81 758   71    1
B  91 750   71    6
B 102 729   71   15
B 112 710   71   24
B 122 707   71   33
B 132 716   71   43
B 142 726   71   52
B 152 733   70   61
B 162 735   56   72
B 172 733   43   82
B 183 736   28   95
B 193 740   20  106
B 204 757   20  119
B 214 766   20  130
B 224 769   20  140
B 234 772   20  150
B 244 773   20  159
B 254 774   20  169
pull out 171
B 266 775 -122  180
B 276 775 -122  189
B 286 760 -122  196
B 296 711 -122  202
B 306 708 -122  208
B 316 720 -122  213
B 327 733 -122  217
B 337 730 -122  218
B 347 702 -122  218
B 357 677 -122  218
B 367 668 -122  211
B 377 667 -122  198
B 387 680 -122  183
B 397 698 -122  167
B 407 715 -122  149
B 417 726 -122  130
B 427 731 -122  111
B 437 731 -122   91
B 447 731 -122   67
B 457 732 -122   45
B 467 737 -122   21
B 477 742 -122   -4
push -10 -10
push out at target
B 487 745   81  -19
B 497 738   81  -31
B 508 709   81  -45
B 518 712   81  -59
B 528 724   81  -72
B 538 737   81  -86
B 549 742   81 -100
B 561 715   81 -113
B 571 690   81 -118
B 582 677   32 -118
B 592 682   10 -118
B 602 720   10 -109
B 612 742   10  -96
B 622 757   10  -83
B 632 766   10  -71
B 643 769   10  -56
B 653 771   10  -43
B 664 773   10  -27
B 674 774   10  -13
pb end 
SSS v= 7814  t=  220 
SSS  -14   -44    28    -1
%P VOLT1   = 7505
%P VOLT2   = 7811
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
S 7811   -14   -44    28
B   0 781   71   -1
B  10 781   71   -1
B  20 776   71   -1
B  30 746   71   -1
B  40 745   71   -1
B  52 752   71   -1
B  62 757   71   -1
B  72 756   71    1
B  82 745   71    8
B  92 725   71   16
B 102 713   71   25
B 112 711   71   35
B 122 719   71   45
B 132 728   71   54
B 142 733   66   64
B 152 733   55   74
B 162 731   41   84
B 172 742   27   96
B 182 749   20  108
B 192 760   20  118
B 202 766   20  129
B 212 770   20  138
B 222 773   20  147
B 232 774   20  157
B 243 774   20  167
pull out 172
B 254 775 -122  176
B 264 775 -122  184
B 275 744 -122  192
B 286 708 -122  198
B 296 711 -122  204
B 307 727 -122  209
B 318 738 -122  211
B 328 730 -122  212
B 339 698 -122  212
B 349 676 -122  212
B 360 667 -122  199
B 370 672 -122  184
B 382 691 -122  166
B 393 710 -122  147
B 404 724 -122  128
B 414 731 -122  107
B 425 733 -122   85
B 435 732 -122   62
B 445 733 -122   40
B 455 736 -122   16
B 466 741 -122   -9
push -10 -10
push out at target
B 476 741   81  -23
B 487 732   81  -36
B 497 705   81  -51
B 507 713   81  -61
B 517 727   81  -75
B 527 739   81  -89
B 537 737   81 -104
B 548 711   81 -115
B 558 686   74 -119
B 568 675   23 -119
B 578 675   10 -119
B 589 725   10 -109
B 600 748   10  -95
B 610 761   10  -84
B 622 768   10  -68
B 632 770   10  -55
B 643 773   10  -39
B 653 773   10  -26
B 664 774   10  -11
pb end 
SSS v= 7807  t=  220 
SSS  -10   -44    -3     0
%P VOLT1   = 7505
%P VOLT2   = 7811
%P S2_SC   =  1.02
%P L_ANG_MAX = 220
S 7811   -10   -44    -3
B   0 781   71    0
B  10 780   71    0
B  21 780   71    0
B  31 780   71    0
B  41 746   71    0
B  52 743   71    0
B  62 749   71    0
B  72 754   71    0
B  82 751   71    1
B  92 734   71    7
B 102 717   71   16
B 112 708   71   25
B 122 711   71   35
B 132 721   71   44
B 142 730   71   53
B 152 733   69   63
B 162 733   55   73
B 172 730   41   84
B 182 734   28   95
B 192 739   20  106
B 202 755   20  118
B 212 765   20  130
B 222 769   20  139
B 232 772   20  149
B 242 772   20  160
B 252 773   20  169
pull out 171
B 262 774 -122  178
B 272 774 -122  186
B 282 774 -122  194
B 292 717 -122  201
B 302 708 -122  207
B 312 718 -122  213
B 323 731 -122  216
B 334 731 -122  219
B 344 704 -122  219
B 356 677 -122  219
B 366 667 -122  209
B 376 668 -122  197
B 386 683 -122  181
B 396 700 -122  166
B 406 717 -122  148
B 416 727 -122  130
B 426 730 -122  110
B 437 731 -122   88
B 448 731 -122   63
B 458 734 -122   38
B 469 738 -122   13
push -12 -10
push out at target
B 480 743   81  -13
B 490 744   81  -24
B 500 731   81  -36
B 510 705   81  -51
B 520 715   81  -60
B 530 728   81  -76
B 540 740   81  -89
B 550 739   81 -103
B 561 709   81 -113
B 571 686   66 -117
B 581 691   23 -117
B 591 703   10 -117
B 601 734   10 -107
B 611 751   10  -95
B 621 762   10  -84
B 631 768   10  -71
B 641 770   10  -59
B 651 772   10  -45
B 661 773   10  -32
B 671 774   10  -19
pb end 
SSS v= 7800  t=  220 
SSS  -10   -44    -9     1
%P VOLT1   = 7505
%P VOLT2   = 7800
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7804   -10   -44    -9
B   0 780   71    1
B  10 780   71    1
B  20 780   71    1
B  30 779   71    1
B  41 745   71    1
B  51 743   71    1
B  61 748   71    1
B  71 755   71    1
B  81 757   71    1
B  91 747   71    7
B 101 725   71   15
B 112 713   71   25
B 122 711   71   35
B 132 719   71   45
B 144 730   71   55
B 154 735   65   65
B 165 734   52   76
B 176 733   37   88
B 187 739   20  101
B 197 751   20  113
B 207 762   20  124
B 219 768   20  136
B 229 771   20  145
B 239 771   20  155
B 249 773   20  165
pull out 170
B 259 774 -123  174
B 270 774 -123  183
B 281 774 -123  192
B 291 718 -123  199
B 302 708 -123  205
B 312 719 -123  210
B 322 731 -123  213
B 332 732 -123  216
B 342 708 -123  216
B 354 679 -123  216
B 365 668 -123  208
B 376 667 -123  193
B 386 682 -123  177
B 397 702 -123  159
B 407 718 -123  141
B 418 728 -123  121
B 430 732 -123   97
B 440 732 -123   75
B 451 732 -123   50
B 462 734 -123   25
B 474 740 -123   -5
push -11 -10
push out at target
B 485 743   82  -20
B 495 734   82  -33
B 506 705   82  -47
B 516 711   82  -59
B 527 725   82  -74
B 537 737   82  -89
B 549 735   82 -105
B 559 706   82 -115
B 569 683   74 -119
B 579 680   23 -119
B 589 686   10 -119
B 599 727   10 -108
B 609 747   10  -96
B 619 759   10  -85
B 629 766   10  -72
B 639 770   10  -59
B 649 771   10  -44
B 659 772   10  -31
B 669 773   10  -18
B 679 774   10   -5
pb end 
SSS v= 7800  t=  220 
SSS  -10   -44   -16     0
%P VOLT1   = 7505
%P VOLT2   = 7804
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7800   -10   -44   -16
B   0 780   71    0
B  11 780   71    0
B  21 780   71    0
B  31 767   71    0
B  41 744   71    0
B  51 743   71    0
B  61 750   71    0
B  71 755   71    0
B  81 755   71    1
B  91 740   71    7
B 101 721   71   16
B 111 711   71   25
B 121 712   71   34
B 131 719   71   44
B 142 727   71   55
B 152 732   65   65
B 163 732   52   76
B 173 730   37   87
B 184 741   20  100
B 194 748   20  111
B 204 758   20  123
B 215 765   20  135
B 225 769   20  145
B 236 772   20  156
pull out 163
B 247 773 -123  166
B 258 774 -123  177
B 268 736 -123  185
B 279 708 -123  193
B 289 715 -123  201
B 300 728 -123  207
B 312 736 -123  211
B 322 714 -123  212
B 332 686 -123  212
B 342 670 -123  212
B 353 665 -123  199
B 364 672 -123  183
B 374 689 -123  167
B 386 709 -123  148
B 396 723 -123  129
B 406 729 -123  111
B 416 730 -123   90
B 426 729 -123   69
B 436 731 -123   45
B 446 733 -123   22
B 457 739 -123   -3
push -12 -10
push out at target
B 467 743   82  -19
B 478 732   82  -33
B 488 715   82  -47
B 498 703   82  -60
B 508 690   82  -77
B 518 701   82  -92
B 528 719   82 -111
B 538 731   82 -126
B 548 719   82 -141
B 558 694   82 -151
B 568 676   74 -154
B 578 669   14 -154
B 588 679   10 -153
B 598 725   10 -139
B 608 748   10 -126
B 618 760   10 -113
B 629 766   10  -97
B 639 769   10  -83
B 649 771   10  -67
B 660 772   10  -52
B 671 773   10  -37
pb end 
SSS v= 7800  t=  220 
SSS   -6   -44   -16     2
%P VOLT1   = 7505
%P VOLT2   = 7800
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7800    -6   -44   -16
B   0 780   71    2
B  10 779   71    2
B  20 780   71    2
B  30 779   71    2
B  40 752   71    2
B  50 741   71    2
B  60 743   71    2
B  70 742   71    2
B  80 736   71    3
B  90 726   71    9
B 100 717   71   17
B 110 714   71   27
B 120 716   71   36
B 130 722   71   45
B 140 727   71   55
B 150 730   66   65
B 160 730   52   76
B 170 731   38   87
B 180 734   24   98
B 190 746   20  110
B 200 755   20  121
B 210 764   20  133
B 220 769   20  143
B 230 770   20  152
B 241 772   20  164
pull out 168
B 251 773 -123  173
B 261 773 -123  182
B 271 747 -123  191
B 281 710 -123  197
B 292 712 -123  205
B 302 724 -123  211
B 313 733 -123  215
B 323 720 -123  216
B 333 690 -123  216
B 343 673 -123  216
B 353 665 -123  205
B 364 669 -123  192
B 375 687 -123  175
B 385 704 -123  159
B 396 720 -123  139
B 406 728 -123  119
B 416 730 -123   99
B 427 730 -123   76
B 437 730 -123   53
B 449 734 -123   25
B 460 740 -123    0
push -11 -10
push out at target
B 470 744   82  -19
B 481 737   82  -31
B 491 706   82  -45
B 502 707   82  -58
B 512 721   82  -72
B 524 736   82  -89
B 535 736   82 -103
B 545 711   82 -113
B 555 687   74 -117
B 565 674   23 -117
B 575 681   10 -117
B 586 730   10 -107
B 596 751   10  -94
B 606 761   10  -83
B 616 766   10  -69
B 626 769   10  -56
B 636 771   10  -44
B 646 772   10  -29
B 658 773   10  -15
pb end 
SSS v= 7800  t=  220 
SSS   -6   -44   -16    -1
%P VOLT1   = 7505
%P VOLT2   = 7797
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7800    -6   -44   -16
B   0 780   71   -1
B  10 779   71   -1
B  21 776   71   -1
B  31 745   71   -1
B  41 741   71   -1
B  51 748   71   -1
B  61 753   71   -1
B  71 751   71    2
B  81 737   71    9
B  91 722   71   17
B 101 713   71   26
B 111 714   71   35
B 121 721   71   45
B 131 727   71   54
B 141 732   69   64
B 152 733   54   75
B 163 732   38   87
B 173 743   22   99
B 183 749   20  110
B 193 760   20  122
B 204 766   20  133
B 216 770   20  144
B 226 772   20  154
B 237 773   20  164
pull out 166
B 247 773 -123  173
B 258 748 -123  181
B 268 709 -123  189
B 278 710 -123  196
B 288 723 -123  201
B 299 735 -123  205
B 310 728 -123  208
B 321 693 -123  208
B 332 673 -123  207
B 343 665 -123  197
B 353 669 -123  182
B 363 684 -123  166
B 373 703 -123  149
B 384 719 -123  131
B 396 729 -123  109
B 407 731 -123   87
B 417 731 -123   65
B 428 731 -123   41
B 439 734 -123   14
push -11 -10
push out at target
B 450 739   82  -11
B 460 740   82  -24
B 471 729   82  -36
B 481 703   82  -51
B 492 713   82  -63
B 502 728   82  -77
B 512 739   82  -91
B 523 732   82 -105
B 534 700   82 -115
B 544 680   66 -117
B 554 669    6 -117
B 565 677   10 -116
B 576 694   10 -101
B 586 728   10  -88
B 597 751   10  -75
B 608 761   10  -60
B 618 766   10  -45
B 629 770   10  -29
B 639 771   10  -15
B 651 772   10    2
pb end 
SSS v= 7797  t=  220 
SSS   -3   -44   -16    -1
%P VOLT1   = 7505
%P VOLT2   = 7793
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7793    -3   -44   -16
B   0 779   71   -1
B  10 779   71   -1
B  20 758   71   -1
B  30 742   71   -1
B  40 744   71   -1
B  50 750   71   -1
B  60 753   71   -1
B  70 746   71    1
B  80 733   71    7
B  90 718   71   15
B 100 708   71   25
B 110 711   71   33
B 120 721   71   44
B 130 729   71   53
B 140 732   69   63
B 150 732   56   73
B 160 730   42   84
B 170 743   29   95
B 181 752   20  106
B 191 760   20  118
B 203 766   20  129
B 213 770   20  138
B 224 771   20  148
B 234 772   20  157
B 245 773   20  166
B 255 773   20  175
pull out 177
B 266 774 -123  182
B 277 715 -123  189
B 288 707 -123  195
B 298 718 -123  200
B 309 733 -123  203
B 319 738 -123  205
B 330 718 -123  205
B 340 687 -123  205
B 350 673 -123  201
B 360 668 -123  188
B 370 674 -123  174
B 380 693 -123  157
B 390 710 -123  141
B 401 724 -123  121
B 413 731 -123   98
B 423 732 -123   76
B 433 731 -123   54
B 444 732 -123   30
B 454 735 -123    5
push -10 -10
push out at target
B 464 739   82  -15
B 475 737   82  -27
B 485 722   82  -40
B 496 704   82  -56
B 507 716   82  -68
B 517 729   82  -83
B 528 740   82  -99
B 539 722   82 -112
B 549 694   82 -120
B 559 677   57 -121
B 569 669    0 -121
B 579 706   10 -117
B 589 738   10 -105
B 600 755   10  -93
B 610 763   10  -81
B 620 767   10  -68
B 630 769   10  -55
B 640 771   10  -42
B 652 772   10  -27
B 662 773   10  -15
pb end 
SSS v= 7797  t=  220 
SSS   -2   -44   -16     3
%P VOLT1   = 7505
%P VOLT2   = 7793
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7793    -2   -44   -16
B   0 779   71    3
B  10 779   71    3
B  20 779   71    3
B  30 766   71    3
B  40 743   71    3
B  50 743   71    3
B  60 748   71    3
B  70 747   71    3
B  80 736   71    5
B  90 722   71   13
B 100 712   71   21
B 112 712   71   32
B 123 719   71   42
B 133 726   71   52
B 143 730   70   61
B 153 731   57   72
B 163 730   43   83
B 173 731   29   94
B 183 741   20  106
B 193 751   20  117
B 204 762   20  129
B 214 767   20  140
B 224 769   20  149
B 234 771   20  159
pull out 168
B 244 772 -123  168
B 255 772 -123  178
B 265 744 -123  187
B 275 709 -123  195
B 286 710 -123  201
B 296 724 -123  208
B 307 732 -123  212
B 318 714 -123  213
B 328 686 -123  213
B 339 670 -123  213
B 349 665 -123  200
B 360 671 -123  185
B 371 689 -123  169
B 383 710 -123  149
B 393 723 -123  130
B 403 729 -123  111
B 414 729 -123   89
B 425 730 -123   65
B 435 730 -123   41
B 446 734 -123   16
B 457 740 -123  -11
push -11 -10
push out at target
B 467 741   82  -23
B 478 732   82  -35
B 489 703   82  -51
B 499 712   82  -62
B 510 725   82  -77
B 520 738   82  -92
B 530 730   82 -107
B 540 705   82 -114
B 550 684   49 -117
B 560 672   14 -117
B 571 693   10 -117
B 582 734   10 -104
B 592 752   10  -91
B 602 761   10  -79
B 612 767   10  -65
B 622 769   10  -52
B 632 770   10  -39
B 642 772   10  -25
B 652 772   10  -12
pb end 
SSS v= 7790  t=  220 
SSS   -1   -44   -16     2
%P VOLT1   = 7505
%P VOLT2   = 7790
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7790    -1   -44   -16
B   0 779   71    2
B  10 779   71    2
B  20 748   71    2
B  30 741   71    2
B  40 746   71    2
B  50 751   71    2
B  60 754   71    2
B  70 745   71    5
B  80 729   71   12
B  91 713   71   21
B 101 711   71   31
B 112 718   71   41
B 122 726   71   51
B 132 730   71   61
B 142 731   57   71
B 152 730   45   81
B 162 733   31   93
B 172 738   20  105
B 182 753   20  116
B 192 763   20  127
B 203 767   20  138
B 214 770   20  149
B 224 771   20  159
B 234 772   20  169
pull out 170
B 245 772 -123  179
B 255 773 -123  187
B 266 762 -123  195
B 278 709 -123  203
B 288 709 -123  209
B 299 722 -123  213
B 309 732 -123  217
B 320 721 -123  217
B 330 689 -123  217
B 341 672 -123  217
B 353 665 -123  203
B 363 674 -123  188
B 373 691 -123  173
B 384 709 -123  155
B 394 722 -123  136
B 405 728 -123  115
B 415 729 -123   93
B 427 729 -123   68
B 438 731 -123   44
B 448 736 -123   17
B 458 740 -123   -6
push -10 -10
push out at target
B 468 743   82  -20
B 478 735   82  -32
B 488 705   82  -46
B 498 707   82  -59
B 508 720   82  -73
B 518 732   82  -87
B 528 739   82 -100
B 538 717   82 -113
B 548 689   82 -119
B 558 675   40 -119
B 568 667   10 -119
B 579 717   10 -114
B 589 745   10 -101
B 599 758   10  -90
B 609 764   10  -77
B 619 767   10  -64
B 630 770   10  -51
B 640 771   10  -37
B 650 772   10  -24
pb end 
SSS v= 7786  t=  220 
SSS    0   -44   -19     1
%P VOLT1   = 7446
%P VOLT2   = 7786
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7786     0   -44   -19
B   0 778   71    1
B  10 779   71    1
B  20 778   71    1
B  30 761   71    1
B  40 741   71    1
B  50 743   71    1
B  60 748   71    1
B  70 749   71    1
B  80 741   71    5
B  90 731   71   11
B 100 723   71   20
B 110 716   71   29
B 120 718   71   39
B 130 722   71   48
B 140 726   71   57
B 150 728   63   67
B 160 731   50   78
B 170 731   35   89
B 181 744   20  101
B 192 753   20  114
B 202 761   20  125
B 213 766   20  137
B 223 769   20  145
B 233 770   20  154
B 244 770   20  165
pull out 166
B 254 772 -123  173
B 264 743 -123  181
B 274 708 -123  189
B 284 709 -123  195
B 294 722 -123  201
B 305 734 -123  205
B 315 728 -123  207
B 327 694 -123  207
B 337 674 -123  207
B 348 665 -123  197
B 358 667 -123  183
B 368 682 -123  167
B 379 702 -123  150
B 389 718 -123  132
B 399 726 -123  114
B 410 729 -123   93
B 421 729 -123   69
B 433 730 -123   43
B 443 733 -123   17
B 453 736 -123   -5
push -11 -10
push out at target
B 464 740   82  -21
B 474 732   82  -33
B 485 703   82  -48
B 495 710   82  -61
B 507 725   82  -77
B 517 737   82  -92
B 528 732   82 -107
B 539 703   82 -116
B 549 681   59 -119
B 559 670   14 -119
B 569 683   10 -119
B 579 729   10 -108
B 589 749   10  -95
B 599 760   10  -84
B 610 766   10  -70
B 621 768   10  -56
B 632 770   10  -41
B 642 771   10  -27
B 653 772   10  -14
pb end 
SSS v= 7783  t=  220 
SSS    0   -44   -19    -1
%P VOLT1   = 7446
%P VOLT2   = 7783
%P S2_SC   =  1.03
%P L_ANG_MAX = 220
S 7783     0   -44   -19
B   0 778   71   -1
B  10 778   71   -1
B  20 752   71   -1
B  30 740   71   -1
B  40 744   71   -1
B  50 750   71   -1
B  60 751   71    0
B  70 741   71    5
B  80 724   71   13
B  90 711   71   21
B 100 708   71   31
B 110 716   71   40
B 120 724   71   49
B 130 729   71   58
B 140 731   61   68
B 150 729   49   78
B 160 731   35   89
B 170 744   20  100
B 180 753   20  112
B 190 762   20  123
B 200 766   20  133
B 210 769   20  141
