%Initializing ... 
%  batt 7.45v 7.92v 
% * pre-auton 
%    pre-initializer 
%P L_ANGM = 210
%P L_ANG1 = 60
%P L_ANG2 = 90
%P S_V    = 45
%P S_ANG1 = 10
%P S_ANG2 = 30
%P M_V    = 60
%P M_ANG1 = 40
%P M_ANG2 = 90
in loop, waiting for press
B 363 7345 -104  221
B 373 7393 -104  224
B 383 7441 -104  225
B 393 6835 -104  225
B 403 7190 -104  225
B 413 7081 -104  225
*** amax = 225  vhit = 93
B 424 7036  -97  222
B 434 7065  -97  210
B 446 6782  -97  192
B 456 6848  -97  176
B 466 6815  -97  157
B 476 6864  -97  138
B 486 6892  -97  119
B 497 7042  -97   97
B 507 7182  -97   75
B 517 7176  -97   51
B 527 7216  -97   28
B 537 7266  -97    2
push -10 -10
push out at target
B 547 7280   83  -20
B 557 7249   83  -31
B 567 7163   83  -43
B 577 7186   83  -52
B 588 7250   83  -65
B 598 6704   83  -77
B 608 7023   83  -89
B 619 6960   83  -99
B 629 7048   68 -103
B 641 7048   24 -103
B 651 7153   10 -103
B 661 7028   10  -95
B 671 6894   10  -81
B 681 6931   10  -71
B 692 7481   10  -56
B 703 7491   10  -43
B 713 7495   10  -27
B 723 7569   10  -15
B 734 7571   10    0
pb end 
SSS vs= 1.05  t=  210
%P VOLT1   = 7446
%P VOLT2   = 7909
%P S2_SC   =  1.05
%P L_ANG_MAX = 210
B   0 763   73   -7
B  10 7632   73   -7
B  21 7575   73   -7
B  31 7477   73   -7
B  41 7481   73   -7
B  52 7508   73   -7
B  62 7530   73   -7
B  72 7308   73   -7
B  82 7268   73   -2
B  93 7234   73    6
B 103 7104   73   16
B 113 7104   73   25
B 123 6958   73   35
B 133 6923   38   44
B 143 6941   47   53
B 153 6977   47   63
B 163 7113   38   74
B 175 7213   30   87
B 185 7246   20   97
B 195 7242   28  109
B 205 7434   10  118
B 215 7443   36  126
B 225 7530   46  135
*** dt = 61 , A = 141 , rpm = 140 
B 235 7535    5  144
B 246 7505    5  153
B 256 7549    5  162
B 267 7570    5  170
B 277 7579    5  177
B 287 7512    5  184
pull out 186
B 297 7620 -104  189
B 307 7579 -104  195
B 317 7410 -104  197
B 328 7403 -104  201
B 340 7453 -104  205
B 351 7498 -104  207
B 361 6931 -104  207
B 371 7178 -104  207
B 382 7041 -104  207
*** amax = 207  vhit = 101
B 392 7047 -105  201
B 403 7026 -105  186
B 415 6941 -105  167
B 425 7018 -105  150
B 435 6797 -105  131
B 445 6837 -105  114
B 455 6853 -105   93
B 465 7073 -105   73
B 475 7141 -105   51
B 485 7140 -105   27
B 495 7221 -105    3
push -15 -10
push out at target
B 505 7232   83  -19
B 516 7228   83  -32
B 526 7175   83  -44
B 536 7147   83  -57
B 546 7193   83  -71
B 556 7244   83  -83
B 566 6762   83  -98
B 576 6756   83 -111
B 586 6978   83 -120
B 596 7087   67 -124
B 606 7031   24 -124
B 616 7078   10 -124
B 626 7105   10 -115
B 636 7177   10 -103
B 646 6890   10  -91
B 656 7442   10  -79
B 666 7451   10  -65
B 676 7529   10  -53
B 686 7566   10  -39
B 697 7570   10  -26
pb end 
SSS vs= 1.05  t=  210
%P VOLT1   = 7446
%P VOLT2   = 7905
%P S2_SC   =  1.05
%P L_ANG_MAX = 210
B   0 763   73   -6
B  10 7629   73   -6
B  20 7629   73   -6
B  30 7537   73   -6
B  40 7475   73   -5
B  50 7485   73   -5
B  60 7509   73   -5
B  70 7526   73   -5
B  80 7218   73   -3
B  90 7248   73    3
B 100 7224   73   11
B 110 7022   73   20
B 120 6939   73   29
B 130 6936   73   38
B 140 6943   47   47
B 150 6976   47   57
B 160 7043   38   67
B 170 7224   38   77
B 180 7256   38   87
B 190 7271   28   97
B 200 7387   28  106
B 210 7469   36  114
B 220 7481   46  122
B 230 7478   46  130
B 240 7511   46  138
*** dt = 67 , A = 141 , rpm = 132 
B 250 7497   14  145
B 260 7531   14  153
B 270 7524   14  160
B 281 7536   14  168
B 291 7503   14  175
B 302 7577   14  181
pull out 185
B 315 7581 -104  187
B 325 7580 -104  192
B 335 7530 -104  196
B 346 7349 -104  200
B 357 7367 -104  203
B 368 7450 -104  205
B 379 6931 -104  205
B 389 7131 -104  205
B 399 7034 -104  205
*** amax = 205  vhit = 102
B 409 7094 -107  204
B 420 7068 -107  190
B 431 7075 -107  173
B 442 6860 -107  156
B 452 6795 -107  138
B 462 6851 -107  121
B 472 6923 -107  101
B 483 7040 -107   77
B 495 7179 -107   53
B 505 7175 -107   29
B 515 7216 -107    5
push -10 -10
push out at target
B 525 7227   83  -18
B 536 7083   83  -30
B 546 7068   83  -40
B 556 7159   83  -49
B 567 7230   83  -60
B 578 6822   83  -71
B 588 7014   83  -81
B 599 7053   83  -88
B 609 6959   44  -89
B 619 7051    0  -89
B 629 7185   10  -87
B 639 7270   10  -76
B 649 6887   10  -65
B 660 7330   10  -53
B 670 7343   10  -40
B 681 7526   10  -27
B 691 7566   10  -13
B 702 7569   10    0
B 713 7570   10   12
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7909
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 763   73   -5
B  11 7631   73   -5
B  21 7631   73   -5
B  31 7520   73   -5
B  42 7472   73   -5
B  52 7491   73   -5
B  62 7520   73   -5
B  72 7184   73   -5
B  82 7178   73   -5
B  92 7294   73    2
B 102 7139   73   11
B 112 7100   73   20
B 122 6897   73   30
B 132 6934   73   40
B 142 6966   38   49
B 152 7015   47   58
B 162 7183   47   69
B 172 7200   30   79
B 183 7243   38   89
B 193 7442   36  100
B 203 7455   19  109
B 214 7430   36  119
B 224 7433   36  127
B 234 7437   46  136
*** dt = 52 , A = 141 , rpm = 140 
B 245 7474    5  145
B 255 7510    5  153
B 266 7526    5  161
B 276 7540    5  169
B 287 7544    5  176
pull out 179
B 297 7620 -104  181
B 307 7621 -104  187
B 318 7477 -104  193
B 328 7393 -104  197
B 338 7412 -104  201
B 348 7453 -104  204
B 359 7000 -104  204
B 369 6975 -104  204
B 379 7053 -104  204
B 389 7117 -104  204
*** amax = 204  vhit = 99
B 399 7071 -103  193
B 409 7043 -103  178
B 420 6741 -103  161
B 431 6711 -103  143
B 441 6770 -103  125
B 451 6912 -103  105
B 461 7033 -103   85
B 472 7032 -103   61
B 482 7171 -103   38
B 492 7210 -103   16
B 502 7223 -103   -8
push -12 -10
push out at target
B 513 7185   83  -25
B 523 7066   83  -36
B 534 7098   83  -44
B 544 7202   83  -56
B 554 6690   83  -67
B 566 7055   83  -77
B 576 7001   83  -85
B 587 7024   58  -89
B 597 7055   20  -88
B 607 7175   10  -89
B 617 7263   10  -79
B 628 6866   10  -67
B 638 6898   10  -55
B 648 7303   10  -42
B 659 7525   10  -28
B 671 7565   10  -11
B 681 7566   10    2
B 691 7570   10   13
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7905
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73  -10
B  10 7628   73  -10
B  22 7589   73  -10
B  32 7478   73  -10
B  42 7480   73  -10
B  52 7503   73  -10
B  63 7531   73  -10
B  73 7256   73   -9
B  83 7294   73   -4
B  93 7222   73    4
B 103 7152   73   13
B 113 6984   73   23
B 124 7010   73   33
B 134 6840   47   43
B 144 6973   38   53
B 154 7038   38   62
B 165 7212   47   73
B 175 7263   38   84
B 186 7450   19   94
B 196 7457   36  103
B 207 7475   36  111
B 217 7488   52  120
B 227 7455   36  127
B 238 7446   52  135
*** dt = 66 , A = 141 , rpm = 118 
B 248 7511   20  143
B 258 7504   20  150
B 269 7387   20  159
B 280 7418   20  169
B 291 7481   20  178
B 302 7488   20  186
pull out 192
B 313 7529 -104  193
B 323 7567 -104  200
B 333 7394 -104  205
B 343 7328 -104  211
B 353 7355 -104  215
B 363 7407 -104  219
B 374 6810 -104  221
B 385 6990 -104  221
B 396 7101 -104  221
B 407 7021 -104  220
*** amax = 221  vhit = 91
B 418 7019  -95  205
B 429 6739  -95  189
B 439 6807  -95  173
B 450 6769  -95  155
B 460 6819  -95  137
B 471 6990  -95  115
B 481 6996  -95   94
B 491 7165  -95   73
B 501 7198  -95   50
B 512 7208  -95   24
B 522 7228  -95   -1
push -11 -10
push out at target
B 532 7277   83  -22
B 542 7263   83  -32
B 552 7105   83  -45
B 562 7161   83  -56
B 573 7221   83  -69
B 583 6812   83  -81
B 593 6844   83  -92
B 603 6785   83 -103
B 613 7027   83 -108
B 623 7014   33 -109
B 633 7013    0 -109
B 643 7109   10 -105
B 654 6919   10  -92
B 664 6977   10  -79
B 674 7216   10  -68
B 684 7409   10  -53
B 696 7524   10  -37
B 706 7528   10  -23
B 717 7563   10   -7
B 727 7566   10    6
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7898
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73   -9
B  10 7626   73   -9
B  20 7626   73   -9
B  30 7512   73   -9
B  40 7466   73   -9
B  50 7481   73   -9
B  60 7506   73   -9
B  70 7099   73   -9
B  80 7295   73   -5
B  90 7244   73    1
B 100 7219   73   10
B 110 6965   73   19
B 121 6975   73   29
B 131 6904   73   39
B 141 6927   38   48
B 151 6944   47   57
B 162 7119   47   68
B 173 7274   38   79
B 184 7243   38   91
B 194 7264   19  100
B 204 7419   36  109
B 214 7392   36  117
B 224 7395   46  126
B 234 7469   36  134
*** dt = 52 , A = 141 , rpm = 140 
B 244 7505   14  142
B 254 7504   14  150
B 264 7518   14  158
B 274 7529   14  165
B 284 7535   14  173
pull out 179
B 294 7538 -104  179
B 304 7574 -104  184
B 314 7499 -104  189
B 325 7341 -104  194
B 335 7345 -104  199
B 345 7390 -104  201
B 355 6867 -104  204
B 366 6999 -104  204
B 377 6933 -104  204
B 387 7082 -104  204
*** amax = 204  vhit = 99
B 397 7043 -103  197
B 407 7024 -103  186
B 417 6913 -103  171
B 428 6807 -103  153
B 440 6743 -103  131
B 450 6791 -103  112
B 460 6883 -103   93
B 470 7132 -103   72
B 480 7131 -103   49
B 490 7169 -103   25
B 500 7212 -103    4
push -11 -10
push out at target
B 510 7224   83  -20
B 520 7223   83  -31
B 531 7166   83  -44
B 541 7109   83  -57
B 551 7191   83  -69
B 562 7175   83  -83
B 572 7226   83  -98
B 582 6786   83 -111
B 592 7032   83 -120
B 602 6931   67 -123
B 612 6988   15 -123
B 622 6971   10 -123
B 634 6790   10 -111
B 644 6937   10  -96
B 654 6807   10  -83
B 664 7097   10  -71
B 675 7117   10  -55
B 685 7515   10  -39
B 696 7521   10  -23
B 706 7525   10   -8
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7898
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73  -10
B  10 7625   73  -10
B  20 7626   73  -10
B  30 7551   73  -10
B  40 7474   73  -10
B  50 7481   73  -10
B  60 7503   73  -10
B  70 7304   73  -10
B  80 7280   73   -6
B  90 7211   73    2
B 101 7152   73   11
B 112 6917   73   21
B 122 6942   73   31
B 132 6908   73   41
B 142 7041   38   50
B 152 7042   47   61
B 162 7147   30   71
B 172 7249   38   81
B 182 7274   28   92
B 192 7281   19  102
B 202 7460   28  110
B 212 7470   46  119
B 222 7512   36  128
B 232 7475   36  136
*** dt = 52 , A = 141 , rpm = 140 
B 242 7474   14  145
B 252 7510   14  151
B 262 7512   14  159
B 272 7526   14  166
B 282 7533   14  173
pull out 178
B 292 7536 -104  180
B 302 7539 -104  185
B 312 7576 -104  190
B 322 7404 -104  195
B 332 7345 -104  199
B 342 7370 -104  203
B 352 6923 -104  205
B 362 6959 -104  206
B 372 7114 -104  206
B 382 7105 -104  206
B 392 6999 -104  206
*** amax = 206  vhit = 98
B 402 7021 -102  195
B 412 6927 -102  181
B 422 6981 -102  165
B 433 6698 -102  147
B 443 6759 -102  129
B 454 6798 -102  109
B 465 7025 -102   87
B 475 7135 -102   65
B 485 7130 -102   41
B 495 7205 -102   18
B 505 7219 -102   -4
push -10 -10
push out at target
B 515 7266   83  -24
B 526 7246   83  -35
B 536 7140   83  -47
B 547 7165   83  -63
B 557 7213   83  -75
B 567 7194   83  -89
B 578 7016   83 -103
B 588 6959   83 -115
B 598 6992   83 -123
B 608 7048   58 -124
B 618 7012    0 -124
B 628 7023   10 -121
B 638 6696   10 -109
B 648 6830   10  -95
B 658 6856   10  -83
B 668 7210   10  -68
B 678 7224   10  -55
B 688 7516   10  -40
B 698 7556   10  -25
B 708 7560   10  -11
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7895
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73   -8
B  10 7624   73   -8
B  21 7625   73   -8
B  32 7528   73   -8
B  42 7467   73   -7
B  52 7482   73   -7
B  62 7508   73   -7
B  72 7130   73   -7
B  82 7096   73   -5
B  92 7199   73    3
B 102 7108   73   12
B 113 7098   73   22
B 123 6911   73   33
B 133 6907   30   42
B 143 7036   20   53
B 153 7039   47   61
B 163 7167   56   72
B 173 7180   30   83
B 183 7177   19   94
B 193 7347   19  104
B 205 7346   28  115
B 215 7366   35  126
B 225 7379   19  135
*** dt = 41 , A = 141 , rpm = 165 
B 235 7487    5  143
B 245 7494    5  151
B 255 7570    5  159
B 266 7574    5  167
pull out 172
B 276 7576 -104  173
B 287 7579 -104  180
B 298 7535 -104  185
B 308 7345 -104  191
B 319 7337 -104  195
B 329 7380 -104  198
B 340 6903 -104  199
B 350 6924 -104  200
B 360 7141 -104  200
B 370 7123 -104  200
*** amax = 200  vhit = 101
B 380 7045 -106  194
B 391 6946 -106  181
B 401 6805 -106  165
B 411 6881 -106  148
B 421 6770 -106  131
B 432 6823 -106  112
B 442 6845 -106   92
B 452 7066 -106   71
B 463 7131 -106   47
B 475 7200 -106   19
B 485 7210 -106   -4
push -11 -10
push out at target
B 495 7220   83  -23
B 505 7248   83  -33
B 515 7166   83  -47
B 525 7109   83  -61
B 535 7154   83  -75
B 545 7203   83  -87
B 555 6824   83 -101
B 565 7066   83 -115
B 575 6968   83 -125
B 585 6973   76 -129
B 595 6992   24 -129
B 605 7032   10 -129
B 615 7018   10 -121
B 625 6793   10 -107
B 635 6838   10  -96
B 645 7285   10  -83
B 655 7512   10  -68
B 665 7521   10  -55
B 675 7522   10  -41
B 685 7560   10  -27
B 695 7562   10  -14
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7891
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73   -7
B  10 7622   73   -7
B  20 7622   73   -7
B  30 7489   73   -7
B  40 7466   73   -7
B  50 7486   73   -7
B  60 7512   73   -7
B  70 7195   73   -7
B  80 7164   73   -3
B  91 7231   73    5
B 101 7051   73   14
B 111 7031   73   23
B 121 6959   73   32
B 131 6861   47   41
B 141 6870   47   50
B 151 6976   47   60
B 162 7049   38   71
B 173 7189   38   83
B 183 7233   19   93
B 193 7256   28  104
B 203 7199   19  114
B 213 7212   28  123
B 223 7439   36  132
B 233 7484   36  141
*** dt = 48 , A = 141 , rpm = 149 
B 243 7478    5  149
B 253 7508    5  157
B 263 7559    5  165
B 273 7567    5  171
pull out 177
B 284 7538 -105  179
B 295 7540 -105  185
B 306 7543 -105  191
B 317 7388 -105  195
B 328 7339 -105  198
B 338 7374 -105  201
B 348 7421 -105  204
B 358 6855 -105  205
B 368 7162 -105  205
B 379 7057 -105  205
*** amax = 205  vhit = 99
B 389 7049 -103  204
B 399 7037 -103  193
B 409 7029 -103  179
B 419 6942 -103  163
B 429 6730 -103  146
B 439 6790 -103  128
B 449 6831 -103  109
B 459 7028 -103   89
B 469 7029 -103   68
B 479 7132 -103   45
B 489 7203 -103   23
B 499 7210 -103    0
push -11 -10
push out at target
B 509 7223   84  -21
B 519 7250   84  -32
B 529 7160   84  -44
B 539 7110   84  -57
B 549 7184   84  -69
B 559 7240   84  -83
B 569 7179   84  -96
B 579 7026   84 -109
B 589 6927   84 -119
B 599 6927   76 -122
B 610 7013   15 -122
B 620 7132   10 -122
B 631 7171   10 -111
B 641 6818   10  -97
B 653 6853   10  -83
B 663 6868   10  -70
B 674 7515   10  -56
B 684 7519   10  -41
B 694 7524   10  -28
B 705 7559   10  -15
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7895
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73   -6
B  10 7622   73   -6
B  20 7484   73   -6
B  31 7468   73   -5
B  42 7494   73   -5
B  52 7132   73   -5
B  63 7233   73   -5
B  73 7193   73    1
B  83 7191   73    9
B  93 7020   73   17
B 103 7003   73   27
B 113 6854   73   36
B 123 6897   47   45
B 133 6899   47   54
B 143 7066   47   65
B 153 7210   30   74
B 163 7229   47   85
B 173 7246   19   95
B 183 7416   28  104
B 193 7429   36  112
B 203 7399   46  121
B 213 7463   36  129
B 223 7453   46  137
*** dt = 57 , A = 141 , rpm = 132 
B 233 7494   14  144
B 243 7500   14  151
B 253 7487   14  159
B 263 7415   14  167
B 273 7512   14  174
B 283 7526   14  181
pull out 183
B 293 7461 -104  188
B 303 7439 -104  193
B 313 7346 -104  198
B 323 7362 -104  203
B 333 7409 -104  207
B 343 7448 -104  209
B 354 7047 -104  211
B 364 7091 -104  211
B 374 6975 -104  211
*** amax = 211  vhit = 96
B 384 7060 -100  203
B 394 6982 -100  189
B 404 7022 -100  175
B 414 6703 -100  159
B 424 6667 -100  141
B 434 6716 -100  122
B 444 6949 -100  103
B 454 7060 -100   82
B 465 7055 -100   59
B 476 7195 -100   34
B 487 7205 -100    8
push -11 -10
push out at target
B 499 7226   83  -19
B 509 7224   83  -31
B 520 7098   83  -44
B 531 7142   83  -58
B 541 7198   83  -70
B 551 7249   83  -83
B 561 6831   83  -96
B 573 7011   83 -110
B 583 6891   83 -117
B 593 7030   50 -119
B 603 7023    6 -119
B 614 7145   10 -115
B 624 6880   10 -103
B 634 6794   10  -88
B 644 6842   10  -76
B 654 7219   10  -63
B 665 7477   10  -47
B 675 7484   10  -32
B 685 7522   10  -17
B 695 7525   10   -3
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7884
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 762   73   -7
B  10 7622   73   -7
B  20 7526   73   -7
B  30 7464   73   -7
B  40 7475   73   -7
B  50 7500   73   -7
B  60 7123   73   -7
B  70 7193   73   -6
B  80 7113   73    2
B  90 7133   73   11
B 100 7011   73   21
B 110 7040   73   30
B 120 6907   73   40
B 130 6935   38   50
B 140 6937   38   59
B 150 7108   47   70
B 160 7205   30   81
B 170 7201   30   91
B 180 7218   28  101
B 190 7420   28  110
B 200 7433   36  119
B 210 7439   36  127
B 220 7470   46  136
*** dt = 52 , A = 141 , rpm = 140 
B 230 7470    5  144
B 240 7491    5  151
B 250 7491    5  158
B 260 7518    5  165
B 270 7530    5  173
pull out 179
B 280 7497 -105  181
B 290 7503 -105  185
B 301 7576 -105  191
B 311 7398 -105  196
B 321 7357 -105  201
B 332 7390 -105  205
B 343 7440 -105  207
B 353 7090 -105  207
B 363 7016 -105  207
B 373 6996 -105  207
*** amax = 207  vhit = 98
B 383 7041 -102  202
B 393 7015 -102  189
B 403 6940 -102  175
B 413 6689 -102  159
B 423 6756 -102  142
B 433 6773 -102  124
B 444 6981 -102  103
B 454 6987 -102   83
B 464 7089 -102   61
B 474 7194 -102   38
B 484 7200 -102   15
B 494 7182 -102  -10
push -13 -10
push out at target
B 504 7227   84  -25
B 514 7206   84  -35
B 524 7132   84  -48
B 534 7181   84  -62
B 544 7229   84  -75
B 554 7247   84  -87
B 564 6865   84 -101
B 574 6836   84 -113
B 585 6888   84 -123
B 595 7011   68 -124
B 605 6971    0 -124
B 615 7054   10 -123
B 625 6710   10 -111
B 635 6859   10  -96
B 645 6801   10  -83
B 656 7055   10  -69
B 666 7074   10  -53
B 676 7403   10  -39
B 686 7515   10  -24
B 696 7518   10   -9
pb end 
SSS vs= 1.05  t=  202
%P VOLT1   = 7446
%P VOLT2   = 7881
%P S2_SC   =  1.05
%P L_ANG_MAX = 202
B   0 761   73   -8
B  10 7620   73   -8
B  21 7620   73   -8
B  31 7482   73   -8
B  41 7464   73   -8
B  51 7485   73   -8
B  61 7513   73   -8
B  71 7206   73   -8
B  81 7186   73   -6
B  91 7194   73    1
B 101 7119   73   10
B 111 7090   73   20
B 121 6961   73   29
B 131 6858   73   39
B 141 6892   38   49
B 152 7044   38   58
B 163 7072   54   69
B 174 7141   38   82
B 184 7159   12   93
B 194 7236   19  105
B 204 7334   10  115
B 214 7358   28  125
B 224 7372   28  133
*** dt = 48 , A = 141 , rpm = 149 
B 234 7524   14  142
B 244 7528   14  151
B 254 7526   14  160
B 264 7567   14  168
B 275 7567   14  176
pull out 179
B 285 7567 -105  181
B 296 7569 -105  188
B 306 7570 -105  193
B 316 7402 -105  197
B 326 7323 -105  201
B 336 7346 -105  204
B 346 7391 -105  206
B 356 6976 -105  207
B 366 6989 -105  207
B 376 7059 -105  207
*** amax = 207  vhit = 98
B 386 7119 -102  206
B 397 7043 -102  195
B 407 6994 -102  181
B 417 6724 -102  165
B 427 6793 -102  149
B 437 6750 -102  132
B 447 6933 -102  113
B 457 6951 -102   94
B 467 7023 -102   73
B 477 7161 -102   51
B 487 7162 -102   29
B 497 7172 -102    5
push -12 -10
push out at target
B 507 7217   84  -18
B 517 7219   84  -30
B 528 7158   84  -43
B 539 7098   84  -58
B 549 7141   84  -71
B 559 7199   84  -85
B 569 6747   84  -98
B 579 6958   84 -111
B 589 6852   84 -121
B 599 6996   76 -125
B 609 7013   24 -125
B 619 7069   10 -125
B 629 6839   10 -116
B 639 6788   10 -103
B 649 6832   10  -92
B 659 7423   10  -77
B 669 7436   10  -63
B 679 7443   10  -50
B 689 7516   10  -36
B 699 7521   10  -22
pb end 
new_ag_1 test-1 volt=0.76 ang= 225.0 rpm= 391 359.7 390.4 403.4 
new_ag_1 test-2 volt=0.76 ang= 207.0 rpm= 382 342.6 371.1 396.8 
new_ag_1 test-3 volt=0.76 ang= 205.0 rpm= 397 340.1 370.8 396.5 
new_ag_1 test-4 volt=0.76 ang= 204.0 rpm= 379 338.3 365.9 377.0 
new_ag_1 test-5 volt=0.76 ang= 221.0 rpm= 393 353.8 380.2 399.5 
new_ag_1 test-6 volt=0.76 ang= 204.0 rpm= 376 340.5 367.4 379.7 
new_ag_1 test-7 volt=0.76 ang= 206.0 rpm= 386 339.8 373.7 385.2 
new_ag_1 test-8 volt=0.76 ang= 200.0 rpm= 409 333.5 366.6 383.0 
new_ag_1 test-9 volt=0.76 ang= 205.0 rpm= 372 338.4 364.5 375.0 
new_ag_1 test-10 volt=0.76 ang= 211.0 rpm= 417 343.5 368.3 386.7 
new_ag_1 test-11 volt=0.76 ang= 207.0 rpm= 387 339.6 370.4 386.8 
new_ag_1 test-12 volt=0.76 ang= 207.0 rpm= 378 334.3 365.2 380.0 
