32 in a row in 31 seconds
SSS vs= 1.00  t=  194
pull out 161
B 4797 7825 -100  165
B 4807 7827 -100  175
B 4817 7687 -100  185
B 4827 7564 -100  191
B 4837 7582 -100  198
B 4847 7639 -100  205
B 4857 7020 -100  209
B 4867 7045 -100  213
B 4877 7333 -100  215
B 4887 7346 -100  215
*** amax = 215  vhit = 97
B 4897 7283  -97  214
B 4907 7293  -97  203
B 4917 7123  -97  190
B 4927 7182  -97  174
B 4937 6896  -97  158
B 4947 6993  -97  140
B 4957 7036  -97  123
B 4967 7300  -97  103
B 4977 7407  -97   82
B 4987 7406  -97   60
B 4997 7482  -97   37
B 5007 7523  -97   13
B 5017 7543  -97   -9
push -10 -10
push out at target
B 5027 7508   80  -19
B 5037 7399   80  -31
B 5047 7406   80  -43
B 5057 7494   80  -54
B 5067 7266   80  -67
B 5077 7301   80  -79
B 5087 7390   80  -90
B 5097 7389   80  -97
B 5107 7312   48  -98
B 5117 7384    0  -98
B 5127 7462   10  -97
B 5137 7554   10  -86
B 5147 7202   10  -75
B 5157 7360   10  -65
B 5167 7372   10  -53
B 5177 7839   10  -41
B 5187 7841   10  -29
B 5197 7845   10  -17
B 5207 7883   10   -5
pb end 
B 5217 7880    0    6
B 5227 7885    0   15
B 5237 7885    0   22
B 5247 7888    0   27
B 5257 7889    0   31
B 5267 7889    0   33
B 5277 7889    0   34
B 5287 7890    0   35
B 5297 7890    0   35
B 5307 7890    0   35
B 5317 7889    0   35
B 5327 7890    0   35
B 5337 7892    0   35
B 5347 7892    0   35
B 5357 7927    0   35
B 5367 7929    0   35
B 5377 7927    0   35
B 5387 7927    0   34
B 5397 7929    0   31
B 5407 7927    0   29
B 5417 7929    0   27
B 5427 7929    0   24
B 5437 7927    0   22
B 5447 7929    0   19
B 5457 7927    0   16
SSS vs= 1.01  t=  209
%P VOLT1   = 7919
%P VOLT2   = 7944
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 5467 7929   70   13
B 5477 7927   70   10
B 5487 7787   70    7
B 5497 7769   70    5
B 5507 7790   70    4
B 5517 7560   70    4
B 5527 7522   70    4
B 5537 7465   70    4
B 5547 7387   70    7
B 5557 7387   70   16
B 5567 7230   70   25
B 5577 7227   70   35
B 5587 7249   70   43
B 5597 7330   70   53
B 5607 7436   64   63
B 5617 7427   43   74
B 5627 7466   30   85
B 5637 7468   30   96
B 5647 7527   30  107
*** dt = 46 , A = 115 , rpm = 364 
B 5657 7535   30  119
B 5667 7556   30  131
B 5677 7565   30  141
B 5687 7782   30  150
B 5697 7823   30  161
pull out 162
B 5707 7824 -100  170
B 5717 7825 -100  180
B 5727 7827 -100  191
B 5737 7635 -100  198
B 5747 7561 -100  203
B 5757 7596 -100  210
B 5767 7656 -100  216
B 5777 7031 -100  220
B 5787 7290 -100  223
B 5797 7202 -100  223
B 5807 7337 -100  223
*** amax = 223  vhit = 93
B 5817 7352  -93  221
B 5827 7334  -93  209
B 5837 7143  -93  194
B 5847 6990  -93  179
B 5857 7062  -93  161
B 5867 7008  -93  143
B 5877 7185  -93  124
B 5887 7196  -93  105
B 5897 7409  -93   83
B 5907 7477  -93   61
B 5917 7482  -93   37
B 5927 7530  -93   13
B 5937 7510  -93   -9
push -10 -10
push out at target
B 5947 7510   80  -19
B 5957 7467   80  -32
B 5967 7457   80  -47
B 5977 7437   80  -62
B 5987 7486   80  -75
B 5997 7398   80  -93
B 6007 7434   80 -108
B 6017 7290   80 -122
B 6028 7323   80 -133
B 6038 7259   73 -135
B 6048 7373    6 -135
B 6058 7378   10 -135
B 6068 7516   10 -124
B 6078 7182   10 -111
B 6088 7247   10 -100
B 6098 7259   10  -87
B 6108 7834   10  -74
B 6118 7839   10  -61
B 6128 7842   10  -49
B 6138 7879   10  -37
pb end 
B 6148 7880    0  -25
B 6158 7880    0  -14
B 6168 7883    0   -5
B 6178 7885    0    2
B 6188 7883    0    8
B 6198 7886    0   13
B 6208 7888    0   16
B 6218 7888    0   19
B 6228 7888    0   21
B 6238 7889    0   23
B 6248 7889    0   26
B 6258 7889    0   26
B 6268 7889    0   26
B 6278 7889    0   26
B 6288 7889    0   26
B 6298 7889    0   26
B 6308 7890    0   26
B 6318 7892    0   26
B 6328 7890    0   26
B 6338 7890    0   26
B 6348 7889    0   26
B 6358 7890    0   26
B 6368 7889    0   25
B 6378 7927    0   25
B 6388 7927    0   25
SSS vs= 1.01  t=  209
%P VOLT1   = 7919
%P VOLT2   = 7944
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 6399 7927   70   23
B 6409 7892   70   20
B 6419 7831   70   18
B 6429 7775   70   17
B 6439 7779   70   16
B 6449 7773   70   16
B 6459 7751   70   16
B 6469 7374   70   17
B 6479 7376   70   19
B 6489 7367   70   26
B 6499 7235   70   35
B 6509 7290   70   43
B 6519 7307   70   51
B 6529 7350   70   60
B 6539 7386   52   70
B 6549 7388   30   80
B 6559 7468   30   90
B 6569 7509   30  101
*** dt = 53 , A = 111 , rpm = 348 
B 6579 7542   30  112
B 6589 7522   30  122
B 6599 7635   30  130
B 6609 7641   30  139
B 6619 7784   30  148
B 6629 7825   30  157
pull out 160
B 6639 7823 -100  167
B 6649 7803 -100  175
B 6659 7589 -100  181
B 6669 7568 -100  186
B 6679 7610 -100  192
B 6689 7527 -100  197
B 6699 7574 -100  200
B 6709 7321 -100  203
B 6719 7362 -100  203
*** amax = 203  vhit = 103
B 6729 7253 -103  202
B 6739 7348 -103  197
B 6749 7267 -103  183
B 6759 7303 -103  168
B 6769 6978 -103  151
B 6779 6973 -103  135
B 6789 7021 -103  117
B 6799 7190 -103   98
B 6809 7341 -103   77
B 6819 7336 -103   55
B 6829 7475 -103   33
B 6839 7519 -103    9
B 6849 7529 -103  -10
push -11 -10
push out at target
B 6859 7491   80  -21
B 6869 7427   80  -34
B 6879 7402   80  -47
B 6889 7449   80  -60
B 6899 7500   80  -73
B 6909 7540   80  -86
B 6919 7321   80  -99
B 6929 7315   80 -109
B 6939 7237   73 -110
B 6949 7376    0 -110
B 6959 7469   10 -110
B 6969 7588   10 -101
B 6979 7220   10  -88
B 6989 7210   10  -77
B 6999 7224   10  -65
B 7009 7834   10  -52
B 7019 7837   10  -39
B 7029 7841   10  -26
B 7039 7878   10  -13
B 7049 7880   10   -1
pb end 
B 7059 7882    0    9
B 7069 7882    0   17
B 7079 7882    0   23
B 7089 7885    0   27
B 7099 7885    0   29
B 7109 7886    0   31
B 7119 7889    0   31
B 7129 7888    0   32
B 7139 7889    0   32
B 7149 7889    0   34
B 7159 7888    0   34
B 7169 7889    0   34
B 7179 7888    0   34
B 7189 7888    0   34
B 7199 7889    0   34
B 7209 7889    0   33
B 7219 7889    0   33
B 7229 7889    0   33
B 7239 7889    0   33
B 7249 7890    0   31
B 7259 7889    0   28
B 7269 7889    0   26
B 7279 7926    0   24
B 7289 7927    0   22
B 7299 7924    0   19
SSS vs= 1.01  t=  209
%P VOLT1   = 7860
%P VOLT2   = 7933
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 7309 7892   70   17
B 7319 7924   70   15
B 7329 7927   70   13
B 7339 7801   70   11
B 7349 7729   70   10
B 7359 7749   70    9
B 7369 7797   70    9
B 7379 7353   70    9
B 7389 7312   70    9
B 7399 7442   70   12
B 7409 7355   70   21
B 7419 7367   70   30
B 7429 7249   70   39
B 7439 7241   70   48
B 7449 7252   70   57
B 7459 7357   58   67
B 7469 7392   35   78
B 7479 7416   30   88
B 7489 7497   30   99
B 7499 7564   30  111
*** dt = 44 , A = 112 , rpm = 381 
B 7509 7586   30  121
B 7519 7597   30  131
B 7529 7745   30  140
B 7539 7751   30  150
pull out 155
B 7549 7821 -101  159
B 7559 7787 -101  169
B 7569 7695 -101  178
B 7579 7575 -101  183
B 7589 7581 -101  190
B 7599 7630 -101  196
B 7609 7509 -101  201
B 7619 7116 -101  205
B 7629 7072 -101  206
B 7639 7304 -101  206
B 7649 7301 -101  206
*** amax = 206  vhit = 101
B 7659 7266 -102  197
B 7669 7276 -102  183
B 7679 6932 -102  167
B 7689 6998 -102  151
B 7699 6952 -102  133
B 7710 7172 -102  114
B 7721 7332 -102   91
B 7731 7336 -102   71
B 7741 7471 -102   49
B 7751 7477 -102   27
B 7761 7488 -102    2
push -10 -10
push out at target
B 7771 7499   81  -14
B 7781 7489   81  -25
B 7791 7431   81  -38
B 7801 7413   81  -53
B 7811 7378   81  -69
B 7821 7421   81  -83
B 7831 7263   81 -101
B 7841 7094   81 -116
B 7851 7063   81 -132
B 7861 7311   81 -142
B 7871 7354   74 -146
B 7881 7316   23 -146
B 7891 7220   10 -146
B 7901 7113   10 -137
B 7911 7195   10 -122
B 7921 7199   10 -112
B 7931 7784   10  -98
B 7941 7794   10  -83
B 7951 7835   10  -69
B 7961 7838   10  -57
B 7971 7839   10  -43
B 7981 7842   10  -30
pb end 
B 7991 7878    0  -19
B 8001 7879    0   -8
B 8011 7882    0    1
B 8021 7882    0    7
B 8031 7883    0   13
B 8041 7885    0   17
B 8051 7886    0   19
B 8061 7885    0   22
B 8071 7886    0   23
B 8081 7885    0   27
B 8091 7888    0   27
B 8101 7886    0   27
B 8111 7886    0   27
B 8121 7888    0   27
B 8131 7888    0   27
B 8141 7886    0   27
B 8151 7888    0   27
B 8161 7888    0   27
B 8171 7888    0   27
B 8181 7888    0   27
B 8191 7889    0   27
B 8201 7889    0   27
B 8211 7888    0   27
B 8221 7888    0   26
B 8231 7888    0   26
SSS vs= 1.01  t=  209
%P VOLT1   = 7860
%P VOLT2   = 7933
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 8242 7890   70   23
B 8252 7889   70   21
B 8262 7889   70   19
B 8272 7802   70   16
B 8282 7739   70   15
B 8292 7743   70   13
B 8302 7742   70   13
B 8312 7330   70   13
B 8322 7449   70   14
B 8333 7412   70   15
B 8343 7288   70   23
B 8353 7217   70   31
B 8364 7240   70   40
B 8375 7262   70   49
B 8385 7314   70   58
B 8396 7460   54   68
B 8406 7462   33   78
B 8416 7443   30   88
B 8426 7467   30   99
B 8436 7509   30  110
*** dt = 48 , A = 112 , rpm = 364 
B 8446 7470   30  121
B 8456 7624   30  131
B 8466 7635   30  140
B 8476 7782   30  150
B 8486 7784   30  159
pull out 159
B 8496 7786 -101  168
B 8506 7787 -101  178
B 8516 7825 -101  186
B 8526 7652 -101  193
B 8536 7531 -101  198
B 8546 7593 -101  203
B 8556 7647 -101  209
B 8566 7023 -101  213
B 8576 7404 -101  216
B 8586 7347 -101  217
B 8596 7326 -101  217
B 8606 7362 -101  217
*** amax = 217  vhit = 96
B 8616 7333  -97  206
B 8626 7239  -97  191
B 8636 6904  -97  175
B 8646 6974  -97  159
B 8656 6995  -97  142
B 8666 7214  -97  123
B 8676 7226  -97  104
B 8686 7371  -97   83
B 8696 7511  -97   61
B 8706 7511  -97   39
B 8716 7488  -97   15
B 8726 7505  -97   -8
push -10 -10
push out at target
B 8736 7503   81  -19
B 8746 7508   81  -33
B 8756 7441   81  -47
B 8766 7389   81  -63
B 8776 7469   81  -77
B 8786 7381   81  -94
B 8796 7421   81 -110
B 8806 7145   81 -125
B 8816 7355   81 -136
B 8826 7286   81 -139
B 8837 7362   14 -139
B 8847 7190   10 -139
B 8857 7342   10 -129
B 8867 7199   10 -115
B 8877 7200   10 -105
B 8887 7217   10  -90
B 8897 7793   10  -77
B 8907 7834   10  -63
B 8917 7835   10  -50
B 8927 7838   10  -37
pb end 
B 8937 7841    0  -24
B 8947 7841    0  -12
B 8957 7878    0   -1
B 8967 7879    0    7
B 8977 7879    0   14
B 8987 7882    0   19
B 8997 7882    0   22
B 9007 7883    0   24
B 9017 7883    0   26
B 9027 7883    0   27
B 9037 7885    0   30
B 9047 7885    0   30
B 9057 7885    0   30
B 9067 7885    0   30
B 9077 7885    0   30
B 9087 7886    0   30
B 9097 7886    0   30
B 9107 7920    0   30
B 9117 7889    0   30
B 9127 7886    0   30
B 9137 7888    0   30
B 9147 7888    0   30
B 9157 7888    0   30
B 9167 7886    0   30
B 9177 7888    0   28
SSS vs= 1.01  t=  209
%P VOLT1   = 7860
%P VOLT2   = 7930
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 9188 7888   70   26
B 9198 7924   70   23
B 9209 7784   70   20
B 9219 7734   70   18
B 9229 7745   70   17
B 9239 7753   70   16
B 9249 7729   70   16
B 9259 7317   70   17
B 9269 7421   70   17
B 9279 7401   70   23
B 9289 7294   70   32
B 9299 7206   70   40
B 9309 7225   70   48
B 9319 7239   70   57
B 9329 7316   58   67
B 9341 7425   37   78
B 9351 7454   30   89
B 9361 7507   30  100
B 9371 7500   30  110
*** dt = 53 , A = 111 , rpm = 348 
B 9381 7516   30  121
B 9391 7738   30  129
B 9401 7745   30  137
B 9411 7746   30  147
B 9421 7783   30  156
pull out 159
B 9431 7823 -101  165
B 9441 7735 -101  173
B 9451 7577 -101  178
B 9461 7578 -101  183
B 9471 7631 -101  190
B 9481 7010 -101  194
B 9491 7192 -101  197
B 9501 7156 -101  199
B 9511 7328 -101  199
B 9521 7380 -101  198
*** amax = 199  vhit = 105
B 9531 7344 -106  190
B 9541 7234 -106  175
B 9551 6925 -106  160
B 9561 6991 -106  143
B 9571 6984 -106  127
B 9581 7206 -106  108
B 9591 7227 -106   89
B 9601 7375 -106   69
B 9611 7477 -106   47
B 9621 7475 -106   24
B 9631 7482 -106    1
push -11 -10
push out at target
B 9641 7489   81  -14
B 9651 7474   81  -25
B 9661 7403   81  -38
B 9671 7405   81  -51
B 9681 7453   81  -64
B 9691 7434   81  -77
B 9701 7326   81  -90
B 9711 7286   81 -103
B 9721 7327   81 -110
B 9731 7401   48 -111
B 9741 7371    0 -112
B 9751 7358    0 -110
B 9761 7042   10  -97
B 9771 7141   10  -83
B 9781 7190   10  -71
B 9791 7567   10  -57
B 9801 7579   10  -42
B 9811 7833   10  -27
B 9821 7835   10  -13
B 9831 7838   10    2
B 9841 7839   10   15
B 9851 7841   10   27
pb end 
B 9861 7842    0   36
B 9871 7878    0   43
B 9881 7879    0   47
B 9891 7880    0   50
B 9901 7882    0   52
B 9911 7882    0   53
B 9921 7882    0   53
B 9931 7883    0   53
B 9941 7885    0   54
B 9951 7883    0   54
B 9961 7883    0   54
B 9971 7885    0   54
B 9981 7885    0   54
B 9991 7883    0   54
B 10001 7885    0   54
B 10011 7886    0   53
B 10021 7885    0   51
B 10031 7886    0   49
B 10041 7885    0   47
B 10051 7886    0   43
B 10061 7886    0   41
B 10071 7886    0   37
B 10081 7886    0   34
B 10091 7888    0   31
SSS vs= 1.01  t=  214
