SSS v= 7832  t=  260 
B 2184 764   10  -23
B 2194 765   10   -8
pb end 
B 2204 767   10    4
B 2214 767   10   15
SSS v= 7685  t=  260
SSS  152   265   300    22
%P VOLT1   = 7860
%P VOLT2   = 7685
%P S2_SC   =  1.04
%P L_ANG_MAX = 260
S 7685   152   265   300
B 2225 768  124   25
B 2235 769  124   32
B 2245 769  124   37
B 2255 722  124   40
B 2265 694  124   41
B 2275 696  124   43
B 2285 708  124   43
B 2296 719  124   47
B 2307 710  124   47
B 2318 661  124   48
B 2328 625  124   53
B 2338 595  121   62
B 2348 577   93   72
B 2358 579   53   84
B 2368 596   31   93
B 2378 637   31  104
B 2388 693   31  115
B 2398 720   31  125
B 2408 733   31  135
B 2418 741   31  145
B 2428 745   31  155
B 2438 747   31  164
B 2448 750   31  173
B 2458 751   31  181
B 2468 752   31  189
pull out 194
B 2478 753 -124  197
B 2488 752 -124  204
B 2498 753 -124  210
B 2508 673 -124  216
B 2518 639 -124  219
B 2528 647 -124  225
B 2538 668 -124  229
B 2548 688 -124  233
B 2558 702 -124  234
B 2568 689 -124  234
B 2578 642 -124  234
B 2588 600 -124  233
B 2598 579 -124  222
B 2608 582 -124  209
B 2618 604 -124  193
B 2628 632 -124  178
B 2638 658 -124  161
B 2648 676 -124  143
B 2658 686 -124  121
B 2668 689 -124  105
B 2678 688 -124   84
B 2688 690 -124   61
B 2698 693 -124   39
B 2708 698 -124   15
B 2718 704 -124   -9
push -11 -10
push out at target
B 2728 710   83  -25
B 2738 668   83  -35
B 2748 616   83  -46
B 2758 629   83  -57
B 2768 653   83  -68
B 2778 677   83  -81
B 2788 693   83  -92
B 2798 677   83 -102
B 2808 634   75 -107
B 2818 596   32 -107
B 2828 609   10 -107
B 2838 670   10 -103
B 2848 711   10  -91
B 2858 738   10  -79
B 2868 751   10  -69
B 2878 758   10  -55
B 2888 761   10  -43
B 2898 763   10  -30
B 2908 765   10  -16
B 2918 766   10   -3
pb end 
B 2928 766   10    8
SSS v= 7674  t=  260
SSS  155   265   300    10
%P VOLT1   = 7860
%P VOLT2   = 7674
%P S2_SC   =  1.04
%P L_ANG_MAX = 260
S 7674   155   265   300
B 2939 767  125   19
B 2949 768  125   27
B 2959 768  125   32
B 2969 763  125   36
B 2979 702  125   37
B 2989 691  125   40
B 2999 698  125   40
B 3009 710  125   42
B 3019 718  125   43
B 3029 701  125   43
B 3039 655  125   45
B 3049 619  125   51
B 3059 591  125   59
B 3069 576   97   69
B 3079 579   63   80
B 3089 597   35   90
B 3099 638   31  100
B 3109 679   31  110
B 3119 710   31  121
B 3129 729   31  132
B 3139 738   31  142
B 3149 743   31  152
B 3159 746   31  161
B 3169 748   31  170
B 3179 749   31  179
B 3189 751   31  188
B 3199 751   31  195
pull out 196
B 3209 752 -125  202
B 3219 752 -125  209
B 3229 662 -125  215
B 3239 633 -125  219
B 3249 643 -125  224
B 3259 664 -125  229
B 3269 686 -125  232
B 3279 700 -125  234
B 3289 688 -125  234
B 3299 643 -125  234
B 3309 600 -125  234
B 3319 579 -125  222
B 3329 580 -125  209
B 3339 601 -125  195
B 3349 629 -125  179
B 3359 655 -125  162
B 3369 675 -125  144
B 3379 686 -125  123
B 3389 688 -125  105
B 3399 688 -125   85
B 3409 689 -125   63
B 3419 691 -125   40
B 3429 696 -125   17
B 3439 702 -125   -7
push -12 -10
push out at target
B 3449 709   83  -25
B 3459 657   83  -35
B 3469 610   83  -47
B 3479 623   83  -58
B 3489 648   83  -69
B 3499 673   83  -82
B 3509 690   83  -94
B 3519 674   83 -103
B 3529 630   67 -108
B 3539 594   32 -109
B 3549 621    0 -109
B 3559 675   10 -104
B 3569 716   10  -93
B 3579 741   10  -81
B 3589 752   10  -71
B 3599 757   10  -59
B 3609 761   10  -46
B 3619 763   10  -33
B 3629 763   10  -20
B 3639 765   10   -7
pb end 
B 3649 765   10    4
B 3659 766   10   13
SSS v= 7667  t=  260
SSS  158   265   300    17
%P VOLT1   = 7860
%P VOLT2   = 7667
%P S2_SC   =  1.04
%P L_ANG_MAX = 260
S 7667   158   265   300
B 3670 766  125   21
B 3680 767  125   25
B 3690 754  125   29
B 3700 700  125   31
B 3710 691  125   32
B 3720 700  125   32
B 3730 711  125   35
B 3740 715  125   35
B 3750 689  125   35
B 3760 646  125   38
B 3770 611  125   45
B 3780 586  125   53
B 3790 574  116   63
B 3800 579   85   73
B 3810 598   53   83
B 3820 627   31   93
B 3830 649   31  103
B 3840 689   31  113
B 3850 716   31  125
B 3860 730   31  136
B 3870 738   31  146
B 3880 743   31  155
B 3890 745   31  165
B 3900 747   31  174
B 3910 749   31  183
B 3920 750   31  191
pull out 194
B 3930 751 -125  199
B 3940 752 -125  207
B 3950 752 -125  213
B 3960 740 -125  219
B 3970 649 -125  225
B 3980 638 -125  228
B 3990 653 -125  233
B 4000 674 -125  237
B 4010 693 -125  240
B 4020 702 -125  241
B 4030 677 -125  241
B 4040 631 -125  241
B 4050 593 -125  237
B 4060 577 -125  224
B 4070 586 -125  210
B 4080 610 -125  195
B 4090 639 -125  179
B 4100 663 -125  161
B 4110 680 -125  143
B 4120 688 -125  121
B 4130 689 -125  104
B 4140 688 -125   83
B 4150 689 -125   61
B 4160 693 -125   37
B 4170 697 -125   13
push -11 -10
push out at target
B 4180 705   83  -11
B 4190 711   83  -26
B 4200 701   83  -37
B 4210 674   83  -49
B 4220 625   83  -64
B 4230 629   83  -78
B 4240 650   83  -93
B 4250 673   83 -109
B 4260 684   83 -124
B 4270 655   83 -136
B 4280 612   83 -141
B 4290 582   32 -142
B 4300 570    0 -142
B 4310 664   10 -139
B 4320 715   10 -128
B 4330 737   10 -117
B 4340 748   10 -107
B 4350 755   10  -95
B 4360 759   10  -84
B 4370 761   10  -73
B 4380 762   10  -62
B 4390 763   10  -51
pb end 
B 4400 764   10  -42
B 4410 765   10  -32
SSS v= 7660  t=  260
SSS  161   265   300   -28
%P VOLT1   = 7860
%P VOLT2   = 7660
%P S2_SC   =  1.04
%P L_ANG_MAX = 260
S 7660   161   265   300
B 4421 766  125  -24
B 4431 766  125  -17
B 4441 767  125  -12
B 4451 719  125   -7
B 4461 694  125   -3
B 4471 697  125    1
B 4481 707  125    4
B 4491 718  125   11
B 4501 717  125   13
B 4511 685  125   17
B 4521 648  125   23
B 4531 619  125   30
B 4541 598  125   40
B 4551 591  125   51
B 4561 599  122   61
B 4571 616   88   72
B 4581 630   57   83
B 4591 649   31   93
B 4601 685   31  105
B 4611 706   31  117
B 4621 726   31  128
B 4631 736   31  140
B 4641 741   31  149
B 4651 744   31  160
B 4661 746   31  170
B 4671 748   31  179
B 4681 750   31  188
B 4691 751   31  197
pull out 198
B 4701 751 -125  205
B 4711 752 -125  213
B 4721 676 -125  219
B 4731 631 -125  223
B 4741 637 -125  229
B 4751 657 -125  234
B 4761 679 -125  238
B 4771 696 -125  241
B 4781 691 -125  242
B 4791 652 -125  241
B 4801 607 -125  241
B 4811 581 -125  233
B 4821 577 -125  220
B 4831 594 -125  205
B 4841 620 -125  190
B 4851 648 -125  173
B 4861 668 -125  156
B 4871 681 -125  136
B 4881 686 -125  116
B 4891 687 -125   97
B 4901 688 -125   76
B 4911 690 -125   53
B 4921 695 -125   29
B 4931 700 -125    5
push -11 -10
push out at target
B 4941 707   83  -18
B 4951 678   83  -29
B 4961 609   83  -40
B 4971 613   83  -51
B 4981 637   83  -59
B 4991 663   83  -71
B 5001 684   83  -83
B 5011 686   83  -92
B 5021 648   67  -99
B 5031 604   50  -99
B 5041 610   10 -100
B 5051 688   10  -97
B 5061 725   10  -87
B 5071 743   10  -76
B 5081 752   10  -66
B 5091 758   10  -55
B 5101 760   10  -43
B 5111 761   10  -31
B 5121 763   10  -18
pb end 
B 5131 763   10   -7
B 5141 764   10    4
SSS v= 7650  t=  260
SSS  167   265   300     4
%P VOLT1   = 7860
%P VOLT2   = 7650
%P S2_SC   =  1.05
%P L_ANG_MAX = 260
S 7650   167   265   300
B 5153 765  125   15
B 5163 765  125   21
B 5173 700  125   26
B 5183 684  125   29
B 5193 690  125   32
B 5203 703  125   33
B 5213 715  125   37
B 5223 721  125   37
B 5233 702  125   37
B 5243 653  125   41
B 5253 612  125   49
B 5263 585  125   58
B 5273 573  104   69
B 5283 581   63   80
B 5293 618   31   90
B 5303 672   31  100
B 5313 703   31  110
B 5323 725   31  120
B 5333 736   31  131
B 5343 741   31  140
B 5353 743   31  149
B 5363 746   31  159
B 5373 747   31  167
B 5383 748   31  175
B 5393 748   31  182
pull out 189
B 5403 749 -125  189
B 5413 749 -125  196
B 5423 676 -125  203
B 5433 636 -125  205
B 5443 641 -125  211
B 5453 660 -125  215
B 5463 681 -125  219
B 5473 697 -125  221
B 5483 689 -125  221
B 5493 647 -125  221
B 5503 603 -125  221
B 5513 580 -125  209
B 5523 580 -125  196
B 5533 599 -125  181
B 5543 627 -125  166
B 5553 653 -125  149
B 5563 673 -125  129
B 5573 683 -125  112
B 5583 686 -125   95
B 5593 686 -125   73
B 5603 685 -125   52
B 5613 687 -125   29
B 5623 692 -125    6
push -10 -10
push out at target
B 5633 698   83  -17
B 5643 701   83  -29
B 5653 669   83  -39
B 5663 617   83  -53
B 5673 627   83  -64
B 5683 650   83  -77
B 5693 674   83  -91
B 5703 688   83 -104
B 5713 666   83 -115
B 5723 624   83 -119
B 5734 585   24 -120
B 5745 573    0 -119
B 5755 570   10 -112
B 5765 644   10  -99
B 5775 700   10  -88
B 5785 731   10  -77
B 5795 745   10  -63
B 5805 752   10  -50
B 5815 756   10  -37
B 5825 759   10  -23
B 5835 760   10   -9
pb end 
B 5845 761   10    3
B 5855 762   10   13
SSS v= 7632  t=  260
SSS  171   265   300    15
%P VOLT1   = 7860
%P VOLT2   = 7636
%P S2_SC   =  1.05
%P L_ANG_MAX = 260
S 7636   171   265   300
B 5866 763  125   23
B 5876 764  125   28
B 5886 750  125   32
B 5897 698  125   34
B 5907 692  125   36
B 5919 702  125   36
B 5929 713  125   39
B 5939 711  125   39
B 5950 676  125   39
B 5960 633  125   44
B 5970 603  125   51
B 5981 578  122   61
B 5991 574   88   72
B 6001 587   60   83
B 6011 612   31   93
B 6021 679   31  103
B 6031 710   31  113
B 6041 727   31  123
B 6051 736   31  133
B 6061 740   31  141
B 6071 743   31  151
B 6081 744   31  159
B 6091 746   31  167
B 6101 747   31  175
B 6111 748   31  182
pull out 187
B 6121 748 -125  189
B 6131 748 -125  195
B 6141 691 -125  201
B 6151 639 -125  205
B 6161 641 -125  209
B 6171 659 -125  214
B 6181 680 -125  217
B 6191 697 -125  219
B 6201 693 -125  219
B 6211 655 -125  219
B 6221 609 -125  219
B 6231 583 -125  209
B 6241 577 -125  195
B 6251 595 -125  181
B 6261 623 -125  165
B 6271 650 -125  148
B 6281 671 -125  129
B 6291 683 -125  112
B 6301 687 -125   94
B 6311 687 -125   73
B 6321 685 -125   52
B 6331 686 -125   29
B 6341 690 -125    7
push -11 -10
push out at target
B 6351 696   83  -16
B 6361 699   83  -28
B 6371 682   83  -39
B 6381 619   83  -51
B 6391 625   83  -63
B 6401 648   83  -75
B 6411 671   83  -89
B 6421 688   83 -102
B 6432 670   83 -113
B 6444 618   76 -120
B 6455 583   39 -120
B 6465 626   10 -120
B 6475 697   10 -112
B 6485 726   10 -102
B 6495 742   10  -93
B 6505 751   10  -81
B 6515 756   10  -69
B 6525 758   10  -57
B 6535 760   10  -44
B 6545 761   10  -33
pb end 
B 6555 762   10  -21
B 6565 762   10   -9
SSS v= 7639  t=  260
SSS  173   265   300    -8
%P VOLT1   = 7860
%P VOLT2   = 7636
%P S2_SC   =  1.05
%P L_ANG_MAX = 260
S 7639   173   265   300
B 6576 763  125    1
B 6587 761  125    9
B 6598 696  125   15
B 6608 689  125   19
B 6618 697  125   21
B 6628 708  125   23
B 6638 719  125   29
B 6648 719  125   29
B 6658 693  125   29
B 6668 644  125   35
B 6678 608  125   43
B 6688 582  125   53
B 6698 575  113   64
B 6708 587   78   75
B 6718 608   47   85
B 6728 627   31   95
B 6738 679   31  105
B 6748 713   31  117
B 6758 727   31  128
B 6768 734   31  139
B 6778 739   31  148
B 6788 742   31  157
B 6798 744   31  167
B 6808 746   31  176
B 6818 747   31  184
B 6828 748   31  193
pull out 197
B 6838 748 -125  201
B 6848 749 -125  207
B 6858 737 -125  213
B 6868 645 -125  219
B 6878 633 -125  222
B 6888 648 -125  227
B 6898 669 -125  232
B 6908 689 -125  234
B 6918 698 -125  236
B 6928 677 -125  236
B 6938 629 -125  236
B 6948 593 -125  233
B 6958 577 -125  221
B 6968 583 -125  207
B 6978 606 -125  192
B 6988 633 -125  176
B 6998 658 -125  159
B 7008 675 -125  140
B 7018 683 -125  120
B 7028 686 -125  102
B 7038 685 -125   81
B 7048 687 -125   59
B 7058 689 -125   36
B 7068 694 -125   13
push -11 -10
push out at target
B 7078 701   83  -11
B 7088 706   83  -25
B 7098 695   83  -36
B 7108 668   83  -49
B 7118 621   83  -63
B 7128 628   83  -77
B 7138 649   83  -92
B 7148 671   83 -107
B 7158 683   83 -123
B 7168 654   83 -135
B 7178 611   83 -140
B 7188 581   33 -141
B 7198 569    0 -140
B 7208 663   10 -137
B 7218 712   10 -127
B 7228 735   10 -116
B 7238 747   10 -106
B 7248 753   10  -95
B 7258 756   10  -83
B 7268 759   10  -72
B 7278 760   10  -62
B 7288 760   10  -51
B 7298 762   10  -41
pb end 
B 7308 762   10  -32
SSS v= 7632  t=  260
SSS  177   265   297   -25
%P VOLT1   = 7860
%P VOLT2   = 7632
%P S2_SC   =  1.05
%P L_ANG_MAX = 260
S 7632   177   265   297
B 7319 763  125  -23
B 7329 763  125  -16
B 7339 764  125  -11
B 7349 719  125   -6
B 7359 691  125   -1
B 7369 693  125    2
B 7380 704  125    5
B 7391 715  125   12
B 7401 711  125   15
B 7411 679  125   19
B 7421 643  125   25
B 7431 614  125   33
B 7441 593  125   43
B 7451 588  125   53
B 7461 597  113   64
B 7471 613   82   74
B 7481 628   47   85
B 7491 652   31   96
B 7501 673   31  107
B 7511 701   31  119
B 7521 721   31  131
B 7531 732   31  142
B 7541 738   31  152
B 7551 741   31  162
B 7561 744   31  173
B 7571 746   31  182
B 7581 747   31  191
pull out 197
B 7591 748   21  200
B 7601 748   21  209
B 7611 749   21  215
B 7621 753   21  222
B 7631 755   21  229
B 7641 755   21  235
B 7651 755   21  241
B 7661 756   21  246
B 7671 756   21  251
B 7681 757   21  255
B 7691 757   21  259
B 7701 757   21  264
B 7711 758   21  268
B 7721 758   21  271
B 7731 758   21  274
B 7741 758   21  277
B 7751 758   21  279
B 7761 757   21  281
B 7771 757   21  283
B 7781 757   21  285
B 7791 758   21  287
B 7801 756   21  288
B 7811 758   21  289
B 7821 758   21  291
B 7831 758   21  292
B 7841 758   21  293
B 7851 758   21  293
B 7861 758   21  294
B 7871 757   21  295
B 7881 757   21  296
B 7891 757   21  296
B 7901 757   21  297
B 7911 758 -125  297
B 7921 735 -125  297
B 7931 662 -125  297
B 7941 654 -125  297
B 7951 667 -125  297
B 7961 685 -125  297
B 7971 702 -125  297
B 7981 711 -125  297
B 7991 697 -125  297
B 8001 654 -125  293
B 8011 612 -125  282
B 8021 589 -125  269
B 8031 592 -125  255
B 8041 613 -125  240
B 8051 639 -125  224
B 8061 663 -125  207
B 8071 678 -125  189
B 8081 686 -125  170
B 8091 686 -125  149
B 8101 686 -125  125
B 8111 688 -125  105
B 8121 692 -125   83
B 8131 698 -125   59
B 8141 705 -125   35
B 8151 712 -125    9
push -11 -10
push out at target
B 8161 716   83  -15
B 8171 717   83  -29
B 8181 703   83  -41
B 8191 663   83  -53
B 8201 626   83  -68
B 8211 639   83  -81
B 8221 659   83  -98
B 8231 681   83 -112
B 8241 682   83 -125
B 8251 642   83 -136
B 8261 601   83 -139
B 8271 576   15 -139
B 8281 595   10 -139
B 8291 681   10 -133
B 8301 720   10 -122
B 8311 740   10 -111
B 8321 750   10 -101
B 8331 755   10  -89
B 8341 758   10  -78
B 8351 759   10  -66
B 8361 761   10  -55
pb end 
B 8371 761   10  -43
B 8381 762   10  -33
SSS v= 7629  t=  260
SSS  182   265   307   -33
%P VOLT1   = 7860
%P VOLT2   = 7632
%P S2_SC   =  1.05
%P L_ANG_MAX = 260
S 7632   182   265   307
B 8393 763  125  -20
B 8403 763  125  -12
B 8413 701  125   -5
B 8423 686  125    1
B 8433 692  125    7
B 8444 704  125   11
B 8455 717  125   15
B 8466 726  125   24
B 8476 713  125   25
B 8487 667  125   29
B 8498 621  125   39
B 8508 590  125   49
B 8518 580  125   61
B 8528 589   91   72
B 8538 609   60   82
B 8548 630   31   92
B 8558 681   31  103
B 8568 705   31  114
B 8578 725   31  125
B 8588 734   31  137
B 8598 738   31  147
B 8608 741   31  156
B 8618 744   31  165
B 8628 745   31  175
B 8638 747   31  183
B 8648 747   31  193
pull out 195
B 8658 748   21  201
B 8668 748   21  207
B 8678 751   21  214
B 8688 754   21  221
B 8698 755   21  227
B 8708 755   21  233
B 8718 756   21  238
B 8728 756   21  242
B 8738 757 -125  245
B 8748 744 -125  249
B 8758 653 -125  253
B 8768 641 -125  255
B 8778 654 -125  257
B 8788 674 -125  259
B 8798 692 -125  259
B 8808 700 -125  259
B 8818 677 -125  259
B 8828 632 -125  259
B 8838 596 -125  249
B 8848 582 -125  236
B 8858 591 -125  221
B 8868 616 -125  207
B 8878 643 -125  191
B 8888 664 -125  173
B 8898 679 -125  154
B 8908 685 -125  133
B 8918 686 -125  113
B 8928 686 -125   93
B 8938 688 -125   71
B 8948 692 -125   47
B 8958 698 -125   24
B 8968 704 -125   -1
push -11 -10
push out at target
B 8978 710   83  -25
B 8988 713   83  -39
B 8998 700   83  -50
B 9008 625   83  -64
B 9018 624   83  -77
B 9028 644   83  -90
B 9038 667   83 -105
B 9048 684   83 -119
B 9058 669   83 -132
B 9068 625   83 -139
B 9078 589   50 -140
B 9088 570    0 -140
B 9098 666   10 -140
B 9108 714   10 -130
B 9118 735   10 -119
B 9128 747   10 -111
B 9138 753   10 -100
B 9148 756   10  -89
B 9158 758   10  -79
B 9168 760   10  -69
B 9178 761   10  -59
B 9188 761   10  -50
pb end 
B 9198 762   10  -41
SSS v= 7632  t=  260
SSS  184   265   307   -37
%P VOLT1   = 7860
%P VOLT2   = 7632
%P S2_SC   =  1.05
%P L_ANG_MAX = 260
S 7632   184   265   307
B 9209 763  125  -33
B 9219 763  125  -26
B 9229 763  125  -20
B 9239 715  125  -15
B 9249 687  125   -9
B 9259 689  125   -5
B 9269 700  125   -1
B 9280 713  125    8
B 9290 718  125   10
B 9300 700  125   15
B 9310 662  125   20
B 9320 629  125   28
B 9330 603  125   37
B 9340 591  125   48
B 9350 594  125   59
B 9360 610   97   70
