SSS v= 8017  t=  240 
B 412 703 -120  128
B 423 704 -120  106
B 433 707 -120   83
B 443 713 -120   60
B 454 721 -120   33
B 465 730 -120    7
push -15 -15
push out at target
B 477 736   80  -23
B 488 732   80  -34
B 498 696   80  -47
B 509 653   80  -63
B 519 665   80  -76
B 530 689   80  -94
B 540 710   80 -110
B 552 703   80 -126
B 562 659   80 -135
B 572 620   64 -136
B 582 602    0 -136
B 593 665   10 -134
B 603 730   10 -123
B 613 757   10 -111
B 623 772   10 -100
B 634 779   10  -87
B 644 783   10  -75
B 654 786   10  -63
B 664 787   10  -52
B 675 788   10  -39
pb end 
SSS v= 7986  t=  250 
SSS   14     0     0     6
%P VOLT1   = 7801
%P VOLT2   = 7982
%P S2_SC   =  1.00
%P L_ANG_MAX = 250
S 7982    14     0     0
B   0 798  120    6
B  10 798  120    6
B  20 798  120    6
B  30 772  120    6
B  40 691  120    7
B  51 675  120    7
B  61 667  120    7
B  71 645  120    7
B  82 616  120   12
B  92 598  120   20
B 102 600  120   29
B 112 617  120   39
B 122 639  120   49
B 134 652  120   60
B 144 652  101   72
B 154 647   80   84
B 164 644   56   96
B 174 650   40  109
B 184 692   40  124
B 194 717   40  137
B 204 740   40  151
B 214 752   40  165
B 225 759   40  179
pull out 185
B 235 762 -120  191
B 245 757 -120  204
B 256 647 -120  213
B 267 634 -120  225
B 277 653 -120  235
B 287 682 -120  244
B 299 696 -120  252
B 310 665 -120  255
B 320 617 -120  255
B 331 591 -120  255
B 341 582 -120  242
B 351 590 -120  229
B 362 618 -120  213
B 372 651 -120  197
B 383 678 -120  178
B 394 696 -120  157
B 404 702 -120  139
B 415 703 -120  115
B 426 704 -120   92
B 436 709 -120   67
B 447 716 -120   42
B 457 724 -120   16
B 467 731 -120   -7
push -17 -15
push out at target
B 477 735   80  -27
B 488 723   80  -38
B 498 689   80  -51
B 510 652   80  -69
B 521 670   80  -86
B 532 695   80 -103
B 542 712   80 -120
B 552 693   80 -133
B 562 647   80 -140
B 572 613   48 -141
B 582 600    0 -141
B 593 666   10 -138
B 603 730   10 -126
B 615 760   10 -114
B 626 772   10 -100
B 637 779   10  -87
B 648 783   10  -73
B 659 785   10  -59
B 670 787   10  -47
B 680 787   10  -36
pb end 
SSS v= 7972  t=  250 
SSS   16     0     0     7
%P VOLT1   = 7801
%P VOLT2   = 7972
%P S2_SC   =  1.00
%P L_ANG_MAX = 250
S 7972    16     0     0
B   0 797  120    7
B  10 797  120    7
B  20 797  120    7
B  30 750  120    7
B  41 683  120    7
B  51 675  120    7
B  62 665  120    8
B  72 639  120    8
B  82 611  120   13
B  92 597  120   21
B 103 605  120   32
B 114 629  120   44
B 125 643  120   53
B 135 651  113   64
B 145 650   92   76
B 155 646   71   88
B 165 645   48  101
B 175 667   40  115
B 185 692   40  128
B 196 725   40  144
B 207 745   40  159
B 219 755   40  176
pull out 187
B 229 760 -120  189
B 240 763 -120  202
B 250 675 -120  213
B 261 629 -120  223
B 271 642 -120  234
B 281 667 -120  243
B 291 691 -120  252
B 302 686 -120  257
B 312 639 -120  259
B 324 599 -120  258
B 335 584 -120  253
B 345 584 -120  239
B 356 604 -120  224
B 366 636 -120  209
B 377 666 -120  191
B 388 688 -120  172
B 399 698 -120  149
B 409 700 -120  129
B 420 701 -120  108
B 430 705 -120   84
B 441 710 -120   59
B 451 719 -120   33
B 461 727 -120    9
push -17 -15
push out at target
B 472 733   80  -18
B 482 734   80  -30
B 493 711   80  -43
B 505 651   80  -60
B 515 660   80  -73
B 525 681   80  -89
B 536 704   80 -106
B 546 709   80 -121
B 556 673   80 -131
B 566 631   73 -135
B 576 604   23 -135
B 586 609   10 -135
B 597 705   10 -126
B 607 745   10 -113
B 618 766   10 -103
B 629 776   10  -88
B 639 780   10  -76
B 649 783   10  -64
B 659 784   10  -51
B 669 785   10  -39
pb end 
SSS v= 7961  t=  250 
SSS   19     0     0     4
%P VOLT1   = 7801
%P VOLT2   = 7965
%P S2_SC   =  1.00
%P L_ANG_MAX = 250
S 7965    19     0     0
B   0 796  120    4
B  10 784  120    4
B  20 693  120    4
B  30 677  120    4
B  41 675  120    4
B  51 657  120    4
B  61 626  120    7
B  71 602  120   16
B  82 595  120   25
B  92 610  120   36
B 102 631  120   45
B 112 647  120   55
B 122 654  110   67
B 133 651   87   79
B 143 646   65   92
B 154 646   40  106
B 164 667   40  120
B 174 692   40  135
B 184 727   40  149
B 195 746   40  164
B 205 755   40  179
pull out 188
B 216 759 -120  192
B 226 753 -120  205
B 236 650 -120  215
B 247 631 -120  227
B 257 651 -120  238
B 267 676 -120  247
B 278 692 -120  255
B 289 659 -120  260
B 299 616 -120  260
B 309 589 -120  259
B 319 580 -120  251
B 329 584 -120  237
B 340 608 -120  222
B 351 641 -120  206
B 362 671 -120  189
B 372 689 -120  170
B 383 697 -120  149
B 394 699 -120  125
B 404 700 -120  105
B 415 704 -120   81
B 425 711 -120   56
B 435 718 -120   33
B 446 727 -120    5
push -15 -15
push out at target
B 457 733   80  -21
B 467 731   80  -33
B 478 705   80  -45
B 489 650   80  -61
B 500 663   80  -75
B 511 687   80  -93
B 521 708   80 -110
B 531 706   80 -123
B 541 665   80 -132
B 551 630   64 -135
B 561 634   14 -135
B 572 680   10 -134
B 583 732   10 -122
B 593 759   10 -110
B 605 773   10  -98
B 616 779   10  -85
B 626 782   10  -72
B 636 783   10  -61
B 646 785   10  -49
B 657 786   10  -37
pb end 
SSS v= 7965  t=  250 
SSS   23     0     0     2
%P VOLT1   = 7801
%P VOLT2   = 7965
%P S2_SC   =  1.00
%P L_ANG_MAX = 250
S 7965    23     0     0
B   0 796  120    2
B  10 796  120    2
B  21 796  120    2
B  32 774  120    2
B  43 685  120    2
B  53 675  120    3
B  63 671  120    3
B  73 652  120    3
B  83 625  120    9
B  93 604  120   17
B 103 601  120   26
B 113 612  120   36
B 123 630  120   45
B 133 645  120   56
B 143 652  108   67
B 153 650   88   79
B 163 648   69   91
B 173 647   42  105
B 183 675   40  119
B 193 691   40  132
B 203 727   40  146
B 213 745   40  161
B 224 754   40  175
pull out 187
B 235 759 -120  189
B 245 763 -120  203
B 256 655 -120  213
B 268 630 -120  226
B 279 651 -120  237
B 289 678 -120  247
B 299 692 -120  254
B 309 668 -120  258
B 319 625 -120  258
B 330 592 -120  257
B 340 581 -120  249
B 351 585 -120  235
B 362 610 -120  220
B 373 645 -120  202
B 384 674 -120  185
B 395 692 -120  164
B 406 699 -120  143
B 418 699 -120  117
B 428 701 -120   95
B 438 706 -120   73
B 449 713 -120   48
B 459 722 -120   21
B 469 730 -120   -2
push -16 -15
push out at target
B 480 734   80  -25
B 490 726   80  -33
B 500 687   80  -45
B 510 653   80  -59
B 520 669   80  -71
B 531 691   80  -87
B 541 711   80 -103
B 553 705   80 -119
B 564 659   80 -127
B 574 622   50 -128
B 584 603    0 -128
B 595 668   10 -123
B 605 731   10 -111
B 615 756   10 -101
B 625 770   10  -87
B 635 776   10  -75
B 645 781   10  -61
B 656 783   10  -48
B 666 785   10  -35
B 677 786   10  -23
pb end 
SSS v= 7954  t=  260 
SSS   24     0     0     3
%P VOLT1   = 7801
%P VOLT2   = 7958
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7954    24     0     0
B   0 795  120    3
B  10 795  120    3
B  20 773  120    3
B  30 690  120    3
B  40 677  120    3
B  51 674  120    3
B  61 656  120    3
B  71 629  120    8
B  82 604  120   17
B  93 600  120   27
B 103 613  120   37
B 113 632  120   47
B 123 646  120   57
B 133 653  108   69
B 143 652   88   80
B 153 648   68   93
B 163 647   45  107
B 173 661   40  120
B 184 687   40  136
B 195 729   40  152
B 205 746   40  167
B 216 754   40  181
B 227 759   40  195
pull out 197
B 238 763 -120  210
B 249 764 -120  223
B 259 675 -120  235
B 269 630 -120  243
B 280 640 -120  254
B 291 669 -120  265
B 301 691 -120  273
B 313 682 -120  279
B 324 633 -120  280
B 335 596 -120  280
B 345 582 -120  273
B 356 582 -120  259
B 367 603 -120  245
B 377 636 -120  229
B 388 666 -120  211
B 398 684 -120  195
B 409 695 -120  174
B 419 696 -120  153
B 429 697 -120  129
B 439 700 -120  111
B 449 707 -120   87
B 459 715 -120   63
B 470 724 -120   37
B 480 731 -120   11
B 490 736 -120  -15
push -17 -15
push out at target
B 500 737   80  -29
B 510 669   80  -40
B 520 641   80  -54
B 530 658   80  -63
B 540 682   80  -78
B 550 705   80  -93
B 560 711   80 -104
B 572 668   80 -115
B 583 624   66 -116
B 593 605    0 -116
B 603 622   10 -115
B 613 643   10 -102
B 623 716   10  -89
B 633 750   10  -78
B 643 766   10  -65
B 653 774   10  -52
B 663 779   10  -37
B 673 782   10  -23
B 683 783   10  -11
pb end 
SSS v= 7940  t=  260 
SSS   28     0     0    -2
%P VOLT1   = 7801
%P VOLT2   = 7940
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7944    28     0     0
B   0 794  120   -2
B  10 794  120   -2
B  20 772  120   -2
B  30 689  120   -2
B  40 677  120   -1
B  50 685  120   -1
B  60 681  120   -1
B  70 655  120    2
B  80 625  120    9
B  90 602  120   19
B 101 599  120   29
B 111 615  120   40
B 121 636  120   51
B 131 650  119   61
B 141 656  101   72
B 151 653   82   84
B 161 648   61   97
B 171 659   40  111
B 181 670   40  125
B 191 713   40  140
B 201 734   40  153
B 211 747   40  167
B 221 755   40  181
B 231 759   40  194
pull out 197
B 241 761 -120  206
B 251 763 -120  218
B 261 670 -120  229
B 271 628 -120  238
B 281 638 -120  248
B 291 664 -120  258
B 302 690 -120  266
B 313 688 -120  273
B 323 642 -120  274
B 335 598 -120  274
B 345 582 -120  269
B 355 580 -120  257
B 365 596 -120  243
B 376 625 -120  227
B 386 654 -120  212
B 396 678 -120  194
B 407 692 -120  174
B 417 696 -120  154
B 428 696 -120  131
B 440 700 -120  105
B 451 706 -120   81
B 462 716 -120   53
B 473 724 -120   27
B 483 731 -120    0
push -15 -15
push out at target
B 493 734   80  -23
B 504 729   80  -33
B 515 649   80  -47
B 525 651   80  -60
B 535 673   80  -73
B 546 697   80  -88
B 557 712   80 -103
B 567 687   80 -115
B 577 644   80 -119
B 587 613   23 -119
B 598 635   10 -119
B 608 713   10 -111
B 618 747   10  -99
B 628 764   10  -89
B 639 773   10  -75
B 650 778   10  -61
B 661 781   10  -48
B 671 783   10  -35
B 682 783   10  -22
pb end 
SSS v= 7930  t=  260 
SSS   31     0     0    -1
%P VOLT1   = 7801
%P VOLT2   = 7930
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7930    31     0     0
B   0 793  121   -1
B  10 793  121   -1
B  20 748  121   -1
B  30 683  121    0
B  40 675  121    0
B  51 673  121    0
B  61 655  121    1
B  71 623  121    8
B  81 600  121   17
B  91 596  121   25
B 101 610  121   35
B 111 629  121   45
B 121 645  121   56
B 131 651  112   66
B 141 650   92   79
B 151 645   73   91
B 161 645   50  105
B 171 689   40  118
B 181 711   40  131
B 191 736   40  145
B 202 748   40  160
B 212 755   40  174
B 222 758   40  186
pull out 194
B 234 761 -121  201
B 245 762 -121  213
B 255 704 -121  225
B 266 635 -121  233
B 276 637 -121  243
B 287 661 -121  253
B 298 687 -121  261
B 309 694 -121  269
B 319 660 -121  270
B 329 612 -121  270
B 340 587 -121  269
B 351 579 -121  256
B 361 588 -121  241
B 371 613 -121  228
B 382 646 -121  212
B 392 673 -121  195
B 403 691 -121  175
B 414 696 -121  153
B 425 696 -121  130
B 436 697 -121  108
B 447 703 -121   83
B 457 710 -121   57
B 468 720 -121   32
B 478 728 -121    5
push -16 -15
push out at target
B 490 733   80  -23
B 500 730   80  -35
B 511 654   80  -49
B 522 645   80  -63
B 532 666   80  -77
B 543 691   80  -94
B 554 707   80 -109
B 564 684   80 -122
B 574 643   80 -127
B 584 611   31 -128
B 594 605    0 -128
B 604 677   10 -123
B 614 722   10 -109
B 624 752   10  -96
B 634 767   10  -85
B 644 774   10  -71
B 654 778   10  -59
B 664 780   10  -45
B 674 782   10  -32
B 684 783   10  -19
pb end 
SSS v= 7923  t=  260 
SSS   38     0     0     3
%P VOLT1   = 7801
%P VOLT2   = 7923
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7923    38     0     0
B   0 792  121    3
B  11 792  121    3
B  21 792  121    3
B  31 703  121    3
B  41 674  121    3
B  51 674  121    3
B  61 666  121    3
B  71 638  121    4
B  81 608  121   12
B  91 592  121   21
B 102 598  121   31
B 112 620  121   41
B 123 641  121   52
B 133 651  118   63
B 143 651  100   75
B 153 646   81   86
B 164 642   58  100
B 175 650   40  116
B 186 663   40  131
B 196 714   40  145
B 207 738   40  161
B 218 749   40  176
B 228 755   40  189
pull out 196
B 238 758 -121  201
B 248 760 -121  214
B 258 744 -121  227
B 268 644 -121  236
B 278 626 -121  245
B 288 644 -121  256
B 298 669 -121  265
B 308 689 -121  272
B 318 680 -121  277
B 328 635 -121  278
B 338 599 -121  278
B 348 584 -121  275
B 358 579 -121  263
B 368 591 -121  248
B 379 621 -121  233
B 390 653 -121  216
B 400 677 -121  198
B 410 690 -121  181
B 420 695 -121  161
B 430 695 -121  140
B 440 696 -121  119
B 450 701 -121   96
B 460 709 -121   71
B 470 717 -121   48
B 481 726 -121   21
B 491 731 -121   -4
push -15 -15
push out at target
B 501 733   80  -25
B 511 706   80  -35
B 521 641   80  -47
B 531 650   80  -60
B 541 672   80  -71
B 551 695   80  -86
B 561 711   80  -99
B 571 693   80 -110
B 581 647   80 -115
B 591 615   31 -115
B 601 621   10 -115
B 611 685   10 -111
B 621 724   10  -99
B 631 754   10  -87
B 641 767   10  -76
B 651 774   10  -63
B 663 777   10  -47
B 674 780   10  -34
B 685 781   10  -19
pb end 
SSS v= 7930  t=  260 
SSS   41     0     0    -1
%P VOLT1   = 7801
%P VOLT2   = 7930
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7930    41     0     0
B   0 792  121   -1
B  10 792  121   -1
B  20 757  121   -1
B  30 686  121   -1
B  40 677  121   -1
B  50 681  121   -1
B  60 672  121   -1
B  70 643  121    4
B  80 615  121   12
B  90 598  121   21
B 100 602  121   31
B 110 618  121   41
B 120 637  121   52
B 130 650  117   63
B 140 654   99   75
B 150 651   78   87
B 160 647   58  101
B 170 684   40  115
B 180 704   40  128
B 190 731   40  141
B 200 745   40  156
B 210 752   40  169
B 220 757   40  182
B 231 759   40  195
pull out 195
B 242 762 -121  208
B 252 760 -121  219
B 262 649 -121  230
B 272 629 -121  237
B 283 646 -121  248
B 293 676 -121  257
B 303 694 -121  264
B 313 687 -121  269
B 323 645 -121  270
B 333 602 -121  270
B 343 585 -121  267
B 355 578 -121  253
B 365 593 -121  239
B 376 624 -121  223
B 387 656 -121  207
B 397 680 -121  189
B 407 693 -121  170
B 418 695 -121  149
B 428 695 -121  127
B 439 697 -121  105
B 449 703 -121   81
B 461 712 -121   52
B 472 721 -121   25
B 483 729 -121   -2
push -19 -15
push out at target
B 494 733   80  -25
B 506 721   80  -38
B 516 689   80  -52
B 526 652   80  -67
B 537 640   80  -85
B 547 662   80 -102
B 557 685   80 -119
B 568 700   80 -137
B 578 672   80 -150
B 588 629   80 -157
B 598 602   48 -158
B 608 592    0 -158
B 618 662   10 -152
B 628 722   10 -140
B 638 750   10 -128
B 648 765   10 -116
B 658 773   10 -103
B 670 777   10  -89
B 681 780   10  -75
B 691 781   10  -63
B 701 782   10  -51
pb end 
SSS v= 7933  t=  260 
SSS   43     0     0     8
%P VOLT1   = 7801
%P VOLT2   = 7933
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7933    43     0     0
B   0 793  121    8
B  10 793  121    8
B  21 734  121    8
B  31 677  121    8
B  42 666  121    8
B  53 652  121    8
B  64 623  121    9
B  74 600  121   16
B  84 594  121   25
B  94 605  121   33
B 104 624  121   43
B 114 639  121   52
B 124 646  120   63
B 134 644  100   74
B 144 640   81   85
B 154 640   62   99
B 164 660   40  112
B 175 692   40  125
B 187 725   40  141
B 197 743   40  156
B 207 751   40  169
B 218 755   40  182
B 228 759   40  195
pull out 195
B 239 761 -121  207
B 250 762 -121  219
B 261 650 -121  231
B 272 632 -121  239
B 282 652 -121  249
B 293 678 -121  258
B 304 697 -121  265
B 314 679 -121  269
B 324 634 -121  269
B 334 594 -121  269
B 344 580 -121  263
B 355 581 -121  249
B 367 603 -121  233
B 378 636 -121  217
B 388 665 -121  200
B 399 685 -121  181
B 409 695 -121  161
B 419 695 -121  141
B 429 697 -121  121
B 441 700 -121   95
B 452 706 -121   69
B 462 715 -121   43
B 472 724 -121   20
B 483 730 -121   -8
push -16 -15
push out at target
B 494 733   80  -27
B 505 717   80  -39
B 516 677   80  -55
B 526 641   80  -71
B 536 640   80  -87
B 547 663   80 -105
B 558 690   80 -124
B 568 698   80 -141
B 579 662   80 -153
B 591 615   80 -159
B 601 597   31 -159
B 611 601   10 -159
B 621 691   10 -148
B 631 735   10 -136
B 641 758   10 -125
B 651 769   10 -111
B 661 775   10  -99
B 672 778   10  -85
B 682 780   10  -72
B 693 782   10  -60
pb end 
SSS v= 7919  t=  260 
SSS   46     0     0     8
%P VOLT1   = 7742
%P VOLT2   = 7919
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7919    46     0     0
B   0 791  121    8
B  11 791  121    8
B  21 791  121    8
B  31 791  121    8
B  43 705  121    8
B  53 672  121    8
B  63 663  121    8
B  73 648  121    8
B  83 622  121    9
B  93 600  121   16
B 103 595  121   25
B 113 607  121   35
B 124 625  121   44
B 134 639  121   55
B 144 644  113   65
B 154 643   96   76
B 164 640   76   88
B 174 640   57  101
B 184 649   40  113
B 195 663   40  129
B 205 705   40  144
B 216 733   40  159
B 227 746   40  174
B 239 753   40  189
pull out 196
B 250 756 -121  203
B 261 759 -121  217
B 271 741 -121  229
B 281 642 -121  238
B 292 626 -121  249
B 302 647 -121  259
B 314 677 -121  269
B 325 690 -121  277
B 336 659 -121  280
B 346 613 -121  280
B 358 586 -121  279
B 368 577 -121  267
B 378 585 -121  254
B 388 611 -121  239
B 399 643 -121  223
B 410 671 -121  206
B 420 688 -121  188
B 430 694 -121  169
B 441 693 -121  145
B 452 694 -121  123
B 463 700 -121   97
B 473 707 -121   73
B 483 715 -121   51
B 493 724 -121   25
B 503 730 -121    0
push -15 -15
push out at target
B 513 733   80  -23
B 523 727   80  -33
B 533 701   80  -45
B 543 661   80  -60
B 553 644   80  -75
B 563 662   80  -91
B 573 684   80 -108
B 583 702   80 -123
B 593 689   80 -137
B 603 648   80 -146
B 613 613   65 -149
B 623 596   14 -149
B 633 604   10 -147
B 643 627   10 -135
B 653 682   10 -121
B 663 731   10 -109
B 673 755   10  -95
B 683 767   10  -81
B 693 773   10  -68
B 703 776   10  -53
B 713 779   10  -41
pb end 
SSS v= 7905  t=  260 
SSS   50     0     0     0
%P VOLT1   = 7742
%P VOLT2   = 7902
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7902    50     0     0
B   0 790  121    0
B  11 790  121    0
B  21 790  121    0
B  31 780  121    0
B  41 688  121    0
B  51 675  121    0
B  61 681  121    0
B  71 675  121    1
B  81 645  121    3
B  91 610  121   11
B 101 592  121   21
B 111 596  121   31
B 121 615  121   41
B 131 636  121   51
B 141 650  120   61
B 151 653  102   73
B 161 648   81   85
B 171 644   62   97
B 181 646   40  111
B 191 653   40  125
B 201 694   40  140
B 211 718   40  154
B 221 739   40  169
B 231 748   40  183
pull out 192
B 241 753 -121  195
B 252 756 -121  209
B 262 759 -121  222
B 272 668 -121  233
B 282 624 -121  243
B 292 633 -121  253
B 302 657 -121  262
B 312 682 -121  271
B 322 686 -121  277
B 332 648 -121  280
B 343 604 -121  280
B 353 583 -121  279
B 364 575 -121  266
B 374 585 -121  252
B 384 611 -121  238
B 395 644 -121  222
B 405 670 -121  205
B 416 687 -121  187
B 427 693 -121  166
B 437 693 -121  145
B 448 694 -121  121
B 459 698 -121   97
B 470 707 -121   71
B 480 716 -121   45
B 491 725 -121   19
B 501 730 -121   -8
push -15 -15
push out at target
B 512 732   80  -27
B 523 659   80  -39
B 534 635   80  -53
B 544 656   80  -65
B 554 680   80  -78
B 564 704   80  -92
B 574 705   80 -103
B 584 671   80 -111
B 594 626   56 -115
B 604 604   23 -115
B 615 635   10 -114
B 627 673   10 -101
B 637 729   10  -88
B 647 753   10  -78
B 658 767   10  -64
B 668 773   10  -51
B 678 776   10  -38
B 688 777   10  -25
B 698 779   10  -11
pb end 
SSS v= 7898  t=  260 
SSS   54     0     0    -2
B   0 789    0   -2
%P VOLT1   = 7742
%P VOLT2   = 7898
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7898    54     0     0
B  10 789  121   -2
B  20 748  121   -2
B  30 681  121   -2
B  40 675  121   -1
B  50 681  121   -1
B  60 672  121   -1
B  70 643  121    4
B  80 615  121   12
B  90 596  121   21
B 100 599  121   31
B 110 616  121   41
B 120 635  121   51
B 130 649  118   63
B 140 652  100   73
B 150 648   81   85
B 160 644   62   99
B 170 643   40  112
B 180 648   40  126
B 190 705   40  141
B 200 731   40  156
B 210 743   40  169
B 221 750   40  183
pull out 197
B 231 754 -121  197
B 241 757 -121  209
B 251 758 -121  221
B 261 653 -121  231
B 271 623 -121  241
B 281 637 -121  251
B 291 664 -121  261
B 301 685 -121  269
B 311 683 -121  274
B 321 641 -121  275
B 331 604 -121  275
B 341 583 -121  273
B 352 577 -121  261
B 362 589 -121  247
B 373 617 -121  231
B 383 647 -121  215
B 394 673 -121  198
B 405 689 -121  178
B 416 694 -121  157
B 426 693 -121  136
B 436 695 -121  114
B 446 700 -121   91
B 456 707 -121   67
B 466 716 -121   42
B 476 723 -121   19
B 486 728 -121   -7
push -17 -15
push out at target
B 496 731   81  -26
B 506 720   81  -37
B 516 691   81  -50
B 526 652   81  -65
B 536 639   81  -82
B 546 657   81  -97
B 556 682   81 -115
B 566 698   81 -131
B 576 676   81 -146
B 586 633   81 -153
B 596 601   48 -155
B 606 587    6 -155
B 616 617   10 -152
B 627 662   10 -139
B 637 716   10 -126
B 648 747   10 -114
B 658 763   10 -100
B 670 772   10  -84
B 680 775   10  -71
B 690 777   10  -59
B 700 778   10  -46
pb end 
SSS v= 7891  t=  260 
SSS   59     0     0     3
%P VOLT1   = 7801
%P VOLT2   = 7891
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7891    59     0     0
B   0 789  121    3
B  11 788  121    3
B  21 789  121    3
B  31 738  121    3
B  41 677  121    3
B  51 672  121    3
B  61 670  121    3
B  71 650  121    3
B  81 616  121    8
B  91 593  121   16
B 101 591  121   25
B 111 605  121   35
B 121 627  121   45
B 131 643  121   55
B 141 649  113   65
B 151 647   94   77
B 161 642   75   89
B 171 640   53  103
B 181 660   40  116
B 191 680   40  131
B 201 715   40  144
B 211 733   40  157
B 221 745   40  171
B 231 751   40  185
B 241 754   40  197
pull out 198
B 251 757 -121  209
B 261 758 -121  221
B 271 647 -121  231
B 281 624 -121  240
B 291 638 -121  249
B 301 665 -121  259
B 311 686 -121  266
B 321 684 -121  272
B 332 640 -121  273
B 343 599 -121  273
B 354 582 -121  269
B 364 579 -121  256
B 374 593 -121  243
B 386 627 -121  224
B 397 656 -121  208
B 408 678 -121  189
B 418 690 -121  169
B 428 693 -121  151
B 439 693 -121  127
B 450 697 -121  104
B 461 703 -121   77
B 471 711 -121   53
B 481 718 -121   29
B 491 725 -121    3
push -16 -15
push out at target
