30 continous shot -- most fall short
SSS v= 7786  t=  270
B 3085 703  125   12
B 3095 712  125   17
B 3106 702  125   17
B 3117 661  125   20
B 3128 624  125   27
B 3139 602  125   35
B 3149 586  125   45
B 3159 584  125   55
B 3170 597  112   65
B 3180 615   85   76
B 3191 627   58   85
B 3201 652   31   97
B 3211 661   31  108
B 3221 703   31  119
B 3231 722   31  131
B 3241 732   31  141
B 3251 738   31  150
B 3261 741   31  161
B 3271 744   31  170
B 3281 746   31  179
B 3291 747   31  187
B 3302 748   31  196
pull out 202
B 3312 749 -125  204
B 3323 749 -125  211
B 3333 748 -125  217
B 3343 687 -125  223
B 3353 639 -125  228
B 3363 643 -125  232
B 3373 661 -125  237
B 3383 681 -125  241
B 3393 696 -125  243
B 3403 689 -125  244
B 3413 648 -125  244
B 3423 607 -125  244
B 3433 581 -125  234
B 3443 575 -125  221
B 3453 592 -125  207
B 3463 618 -125  192
B 3473 646 -125  175
B 3483 667 -125  157
B 3493 680 -125  137
B 3503 684 -125  117
B 3513 685 -125  100
B 3523 685 -125   77
B 3533 687 -125   55
B 3543 691 -125   32
B 3553 697 -125    9
push -12 -10
push out at target
B 3563 703   83  -15
B 3573 688   83  -28
B 3583 607   83  -39
B 3593 606   83  -49
B 3603 630   83  -58
B 3613 656   83  -70
B 3623 678   83  -81
B 3633 685   83  -91
B 3643 651   76  -98
B 3653 606   50  -99
B 3664 594    0  -99
B 3674 639   10  -97
B 3684 683   10  -86
B 3694 723   10  -74
B 3704 741   10  -63
B 3714 750   10  -51
B 3724 755   10  -38
B 3734 758   10  -25
B 3744 759   10  -11
B 3755 760   10    1
pb end 
B 3765 761   10   13
B 3775 762   10   23
SSS v= 7625  t=  270
SSS  337   204   297    23
%P VOLT1   = 7742
%P VOLT2   = 7625
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7625   337   204   297
B 3785 762  125   31
B 3795 763  125   36
B 3806 761  125   39
B 3816 694  125   41
B 3826 681  125   42
B 3836 688  125   42
B 3846 701  125   43
B 3857 710  125   43
B 3867 693  125   43
B 3878 645  125   44
B 3888 607  125   49
B 3898 579  125   58
B 3908 569  104   68
B 3918 573   80   78
B 3928 590   50   88
B 3938 631   31   98
B 3948 660   31  108
B 3958 701   31  119
B 3968 722   31  129
B 3978 731   31  140
B 3988 737   31  149
B 3998 740   31  159
B 4008 742   31  167
B 4018 744   31  176
B 4028 745   31  184
B 4038 746   31  193
pull out 197
B 4048 747 -125  199
B 4058 747 -125  206
B 4068 747 -125  212
B 4078 719 -125  218
B 4088 645 -125  223
B 4098 639 -125  226
B 4108 654 -125  231
B 4118 675 -125  235
B 4128 693 -125  237
B 4138 696 -125  238
B 4148 666 -125  238
B 4158 617 -125  238
B 4168 584 -125  232
B 4178 573 -125  219
B 4188 585 -125  205
B 4198 611 -125  191
B 4208 639 -125  175
B 4218 661 -125  157
B 4228 677 -125  137
B 4238 683 -125  117
B 4248 683 -125   99
B 4258 683 -125   77
B 4268 684 -125   57
B 4278 688 -125   34
B 4288 694 -125   11
B 4298 700 -125  -13
push -14 -10
push out at target
B 4308 704   83  -27
B 4318 691   83  -37
B 4328 662   83  -51
B 4338 619   83  -65
B 4348 628   83  -77
B 4358 650   83  -93
B 4368 672   83 -109
B 4378 680   83 -124
B 4388 648   83 -135
B 4398 604   83 -140
B 4408 576   33 -140
B 4418 567   10 -140
B 4428 645   10 -136
B 4438 689   10 -125
B 4448 725   10 -112
B 4458 741   10 -103
B 4468 750   10  -90
B 4478 754   10  -78
B 4488 756   10  -66
B 4498 758   10  -54
B 4508 759   10  -41
pb end 
B 4518 760   10  -30
SSS v= 7611  t=  270
SSS  344   204   297   -27
%P VOLT1   = 7742
%P VOLT2   = 7611
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7611   344   204   297
B 4529 761  126  -17
B 4539 761  126   -6
B 4549 714  126    2
B 4559 684  126    8
B 4569 686  126   14
B 4579 698  126   17
B 4589 709  126   21
B 4599 720  126   28
B 4609 723  126   28
B 4619 697  126   30
B 4629 648  126   36
B 4639 608  126   44
B 4649 580  126   53
B 4659 573  116   64
B 4669 584   88   75
B 4679 606   59   85
B 4689 627   31   95
B 4699 646   31  105
B 4709 668   31  116
B 4719 707   31  127
B 4729 724   31  139
B 4739 732   31  150
B 4749 737   31  159
B 4759 740   31  170
B 4769 742   31  180
B 4779 744   31  189
B 4789 745   31  197
pull out 205
B 4799 746 -126  205
B 4809 747 -126  213
B 4819 677 -126  220
B 4829 616 -126  223
B 4839 616 -126  228
B 4849 637 -126  233
B 4859 662 -126  236
B 4869 683 -126  238
B 4879 691 -126  239
B 4889 669 -126  239
B 4899 624 -126  239
B 4909 588 -126  234
B 4919 573 -126  221
B 4929 582 -126  208
B 4939 606 -126  193
B 4949 634 -126  177
B 4959 658 -126  160
B 4969 674 -126  141
B 4979 681 -126  121
B 4989 682 -126  103
B 4999 682 -126   81
B 5009 683 -126   60
B 5019 687 -126   37
B 5029 692 -126   13
B 5039 698 -126  -10
push -11 -10
push out at target
B 5049 704   84  -25
B 5059 694   84  -36
B 5069 644   84  -49
B 5079 614   84  -63
B 5089 630   84  -75
B 5099 653   84  -90
B 5109 674   84 -105
B 5119 677   84 -119
B 5129 640   84 -128
B 5139 597   67 -132
B 5149 572   24 -132
B 5159 611   10 -131
B 5169 686   10 -123
B 5179 722   10 -111
B 5189 739   10 -102
B 5199 748   10  -89
B 5209 753   10  -77
B 5219 755   10  -65
B 5229 757   10  -53
B 5239 758   10  -41
B 5249 759   10  -30
pb end 
B 5259 760   10  -19
B 5269 760   10   -9
SSS v= 7611  t=  270
SSS  348   204   294    -9
%P VOLT1   = 7742
%P VOLT2   = 7615
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7611   348   204   294
B 5279 761  126   -1
B 5290 704  126    5
B 5301 687  126    9
B 5311 693  126   13
B 5321 704  126   15
B 5331 715  126   22
B 5341 719  126   23
B 5351 696  126   24
B 5361 653  126   27
B 5371 614  126   35
B 5381 586  126   44
B 5391 572  126   55
B 5401 578  116   65
B 5411 597   88   74
B 5421 618   61   84
B 5431 655   37   93
B 5441 679   31  104
B 5451 705   31  114
B 5461 723   31  125
B 5471 731   31  135
B 5481 736   31  143
B 5491 739   31  153
B 5501 741   31  161
B 5511 743   31  170
B 5521 744   31  177
B 5531 745   31  186
B 5541 746   31  193
pull out 195
B 5551 746 -126  200
B 5561 746 -126  205
B 5571 734 -126  212
B 5581 648 -126  217
B 5591 637 -126  220
B 5601 652 -126  225
B 5611 672 -126  229
B 5621 690 -126  231
B 5631 695 -126  232
B 5641 670 -126  232
B 5651 621 -126  232
B 5661 587 -126  227
B 5671 572 -126  215
B 5681 581 -126  201
B 5691 605 -126  187
B 5701 634 -126  171
B 5711 658 -126  154
B 5721 674 -126  133
B 5731 681 -126  116
B 5741 682 -126   99
B 5751 681 -126   77
B 5761 681 -126   56
B 5771 684 -126   33
B 5781 690 -126    9
push -11 -10
push out at target
B 5791 697   84  -14
B 5801 701   84  -27
B 5811 622   84  -38
B 5821 600   84  -49
B 5831 619   84  -59
B 5841 645   84  -71
B 5851 669   84  -83
B 5861 682   84  -94
B 5871 655   84 -103
B 5881 612   67 -106
B 5891 581   15 -106
B 5901 649   10 -106
B 5911 701   10  -99
B 5921 729   10  -88
B 5931 743   10  -79
B 5941 750   10  -67
B 5951 753   10  -55
B 5961 756   10  -43
B 5971 757   10  -31
B 5981 758   10  -20
pb end 
B 5991 759   10   -8
B 6001 760   10    3
SSS v= 7608  t=  270
SSS  351   204   294     7
%P VOLT1   = 7742
%P VOLT2   = 7604
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7608   351   204   294
B 6012 760  126   12
B 6023 761  126   19
B 6033 761  126   23
B 6043 716  126   25
B 6053 684  126   27
B 6063 684  126   27
B 6073 695  126   27
B 6083 706  126   29
B 6093 704  126   29
B 6103 669  126   29
B 6113 629  126   32
B 6123 597  126   39
B 6133 574  126   48
B 6143 567  126   59
B 6153 577  105   69
B 6163 597   80   79
B 6173 616   56   88
B 6183 637   31   97
B 6193 674   31  108
B 6203 695   31  118
B 6213 718   31  129
B 6223 728   31  140
B 6233 734   31  149
B 6243 737   31  159
B 6253 740   31  168
B 6263 741   31  177
B 6273 743   31  185
B 6283 745   31  193
pull out 199
B 6293 745 -126  201
B 6303 745 -126  207
B 6313 672 -126  213
B 6323 625 -126  217
B 6333 629 -126  221
B 6343 650 -126  226
B 6353 670 -126  229
B 6363 689 -126  231
B 6373 693 -126  232
B 6383 662 -126  232
B 6393 614 -126  232
B 6403 583 -126  225
B 6413 572 -126  213
B 6423 585 -126  199
B 6433 611 -126  184
B 6443 636 -126  169
B 6453 661 -126  150
B 6463 675 -126  129
B 6473 681 -126  113
B 6483 681 -126   95
B 6493 680 -126   74
B 6503 681 -126   52
B 6513 684 -126   29
B 6523 690 -126    6
push -11 -10
push out at target
B 6533 697   84  -17
B 6543 683   84  -29
B 6553 600   84  -39
B 6563 600   84  -50
B 6573 623   84  -58
B 6583 651   84  -70
B 6593 674   84  -81
B 6603 680   84  -91
B 6613 646   76  -97
B 6623 603   41  -99
B 6633 586    6  -99
B 6643 644   10  -98
B 6653 686   10  -87
B 6663 722   10  -75
B 6673 739   10  -65
B 6683 748   10  -52
B 6693 752   10  -39
B 6703 754   10  -27
B 6713 757   10  -13
B 6723 757   10    0
pb end 
B 6733 758   10   11
B 6743 759   10   21
SSS v= 7601  t=  270
SSS  354   204   294    24
%P VOLT1   = 7801
%P VOLT2   = 7601
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7601   354   204   294
B 6754 759  126   29
B 6764 760  126   36
B 6774 760  126   40
B 6784 697  126   41
B 6794 677  126   43
B 6804 682  126   43
B 6814 694  126   43
B 6824 706  126   45
B 6834 700  126   45
B 6844 661  126   45
B 6854 622  126   48
B 6864 589  126   56
B 6874 570  113   65
B 6884 567   86   76
B 6894 580   59   86
B 6904 609   31   96
B 6914 654   31  105
B 6924 687   31  116
B 6934 715   31  126
B 6944 727   31  137
B 6954 733   31  147
B 6964 737   31  156
B 6974 739   31  165
B 6984 740   31  173
B 6994 742   31  181
B 7004 743   31  189
pull out 196
B 7014 744 -126  196
B 7024 744 -126  203
B 7034 743 -126  209
B 7044 743 -126  215
B 7054 659 -126  221
B 7064 634 -126  224
B 7074 644 -126  229
B 7084 663 -126  233
B 7094 682 -126  235
B 7104 695 -126  237
B 7114 680 -126  237
B 7124 636 -126  237
B 7134 594 -126  235
B 7144 572 -126  223
B 7154 576 -126  209
B 7164 597 -126  195
B 7174 625 -126  180
B 7184 651 -126  163
B 7194 669 -126  144
B 7204 679 -126  124
B 7214 681 -126  108
B 7224 680 -126   87
B 7234 680 -126   65
B 7244 683 -126   42
B 7254 688 -126   19
B 7264 694 -126   -4
push -14 -10
push out at target
B 7274 701   84  -23
B 7284 695   84  -33
B 7294 673   84  -45
B 7304 622   84  -59
B 7314 615   84  -74
B 7324 634   84  -87
B 7334 657   84 -103
B 7344 675   84 -118
B 7354 659   84 -131
B 7364 616   84 -139
B 7374 577   58 -140
B 7384 560    0 -140
B 7394 590   10 -139
B 7404 621   10 -128
B 7414 686   10 -116
B 7424 721   10 -104
B 7434 738   10  -93
B 7445 747   10  -80
B 7455 751   10  -67
B 7465 754   10  -55
B 7475 755   10  -43
pb end 
B 7485 756   10  -30
B 7495 757   10  -18
SSS v= 7583  t=  270
SSS  360   204   297    -7
%P VOLT1   = 7742
%P VOLT2   = 7583
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7583   360   204   297
B 7506 759  126   -5
B 7516 736  126    4
B 7526 684  126   10
B 7536 682  126   16
B 7546 691  126   20
B 7556 703  126   23
B 7566 714  126   27
B 7576 721  126   31
B 7586 705  126   32
B 7596 652  126   37
B 7606 616  126   44
B 7616 583  126   53
B 7626 569  118   64
B 7636 574   91   73
B 7646 594   64   84
B 7656 616   37   93
B 7666 646   31  103
B 7676 660   31  113
B 7686 702   31  124
B 7696 719   31  136
B 7706 729   31  147
B 7716 733   31  155
B 7726 737   31  165
B 7736 739   31  175
B 7746 740   31  184
B 7756 741   31  192
B 7766 743   31  199
pull out 200
B 7778 744 -126  209
B 7788 681 -126  215
B 7798 617 -126  219
B 7808 616 -126  223
B 7818 637 -126  227
B 7828 660 -126  230
B 7838 681 -126  232
B 7848 691 -126  233
B 7858 672 -126  233
B 7868 627 -126  233
B 7878 585 -126  229
B 7888 570 -126  216
B 7898 578 -126  203
B 7908 602 -126  189
B 7918 629 -126  173
B 7928 654 -126  156
B 7938 670 -126  136
B 7948 678 -126  118
B 7958 680 -126  101
B 7968 679 -126   80
B 7978 679 -126   58
B 7988 682 -126   36
B 7998 688 -126   13
B 8008 694 -126  -11
push -11 -10
push out at target
B 8018 698   84  -26
B 8028 689   84  -37
B 8038 651   84  -49
B 8048 612   84  -63
B 8058 624   84  -75
B 8068 647   84  -91
B 8078 669   84 -106
B 8088 674   84 -120
B 8098 639   84 -130
B 8108 600   77 -134
B 8118 572   24 -134
B 8128 588   10 -134
B 8138 675   10 -127
B 8148 716   10 -115
B 8158 734   10 -105
B 8168 745   10  -93
B 8178 750   10  -81
B 8188 753   10  -69
B 8198 754   10  -57
B 8208 756   10  -46
pb end 
B 8218 756   10  -34
B 8228 757   10  -23
SSS v= 7583  t=  270
SSS  364   204   291   -19
%P VOLT1   = 7742
%P VOLT2   = 7583
%P S2_SC   =  1.05
%P L_ANG_MAX = 270
S 7583   364   204   291
B 8239 758  126  -11
B 8249 759  126   -3
B 8259 705  126    3
B 8269 684  126    8
B 8279 689  126   12
B 8289 699  126   14
B 8299 710  126   18
B 8309 717  126   25
B 8319 706  126   25
B 8329 665  126   26
B 8339 622  126   33
B 8349 591  126   43
B 8359 573  126   53
B 8369 577  116   64
B 8379 593   91   73
B 8389 613   61   84
B 8399 644   37   93
B 8409 677   31  104
B 8419 701   31  115
B 8429 719   31  125
B 8439 729   31  136
B 8449 733   31  145
B 8459 737   31  155
B 8469 739   31  164
B 8479 740   31  173
B 8489 741   31  181
B 8499 743   31  189
B 8509 744   31  197
pull out 197
B 8519 744 -126  203
B 8529 658 -126  209
B 8539 623 -126  213
B 8549 631 -126  217
B 8559 652 -126  221
B 8569 673 -126  225
B 8579 690 -126  227
B 8589 686 -126  227
B 8599 647 -126  227
B 8609 603 -126  227
B 8619 576 -126  217
B 8629 571 -126  205
B 8639 588 -126  191
B 8649 614 -126  175
B 8659 641 -126  160
B 8669 662 -126  140
B 8679 674 -126  122
B 8689 679 -126  105
B 8699 678 -126   85
B 8709 677 -126   64
B 8719 679 -126   43
B 8729 683 -126   20
B 8739 689 -126   -3
push -10 -10
push out at target
B 8749 696   84  -22
B 8759 691   84  -32
B 8769 670   84  -43
B 8779 622   84  -57
B 8789 612   84  -71
B 8799 631   84  -85
B 8809 654   84 -100
B 8819 673   84 -115
B 8829 661   84 -129
B 8839 619   84 -136
B 8850 580   50 -138
B 8860 560    5 -138
B 8870 634   10 -137
B 8880 697   10 -127
B 8890 725   10 -115
B 8900 739   10 -107
B 8910 746   10  -95
B 8920 750   10  -83
B 8930 753   10  -73
B 8940 753   10  -62
B 8950 755   10  -51
B 8960 756   10  -41
pb end 
B 8970 755   10  -31
B 8980 758   10  -23
SSS v= 7580  t=  270
SSS  366   204   291   -23
%P VOLT1   = 7801
%P VOLT2   = 7580
%P S2_SC   =  1.06
%P L_ANG_MAX = 270
S 7580   366   204   291
B 8990 759  126  -16
B 9000 759  126  -11
B 9010 739  126   -7
B 9021 688  126   -2
B 9031 685  126    1
B 9041 694  126    4
B 9051 705  126   12
B 9062 709  126   13
B 9072 683  126   16
B 9083 641  126   21
B 9093 612  126   28
B 9103 590  126   37
B 9113 577  126   47
B 9123 582  126   57
B 9133 598  113   66
B 9143 615   88   75
B 9153 624   59   85
B 9163 624   31   95
B 9173 641   31  105
B 9183 676   31  117
B 9193 701   31  129
B 9203 719   31  141
B 9213 729   31  149
B 9223 734   31  160
B 9233 737   31  170
B 9243 739   31  179
B 9253 741   31  188
B 9263 742   31  197
pull out 202
B 9273 743 -126  205
B 9283 743 -126  212
B 9293 743 -126  219
B 9303 658 -126  225
B 9313 625 -126  229
B 9323 635 -126  235
B 9333 654 -126  239
B 9343 675 -126  243
B 9353 690 -126  245
B 9363 680 -126  246
B 9373 636 -126  246
B 9383 597 -126  246
B 9393 571 -126  236
B 9403 570 -126  223
B 9413 588 -126  209
B 9423 616 -126  194
B 9433 642 -126  177
B 9443 662 -126  160
B 9453 674 -126  140
B 9463 679 -126  120
B 9473 678 -126  102
B 9483 678 -126   81
B 9493 680 -126   59
B 9503 686 -126   36
B 9513 690 -126   13
B 9523 697 -126  -11
push -11 -10
push out at target
B 9533 702   84  -26
B 9543 690   84  -37
B 9553 633   84  -49
B 9563 613   84  -63
B 9573 629   84  -75
B 9583 652   84  -90
B 9593 672   84 -105
B 9603 670   84 -119
B 9613 632   84 -127
B 9623 591   59 -130
B 9633 567   15 -130
B 9643 586   10 -130
B 9653 616   10 -119
B 9663 676   10 -107
B 9673 716   10  -95
B 9683 735   10  -83
B 9693 744   10  -70
B 9703 750   10  -57
B 9713 752   10  -43
B 9723 753   10  -30
pb end 
B 9733 755   10  -17
B 9743 756   10   -4
SSS v= 7566  t=  270
SSS  372   204   294     3
%P VOLT1   = 7742
%P VOLT2   = 7566
%P S2_SC   =  1.06
%P L_ANG_MAX = 270
S 7566   372   204   294
B 9754 756  126    7
B 9764 753  126   15
B 9774 689  126   21
B 9784 681  126   25
B 9794 688  126   29
B 9804 700  126   30
B 9814 711  126   36
B 9824 715  126   36
B 9835 693  126   37
B 9845 641  126   40
B 9855 600  126   48
B 9866 574  126   57
B 9876 567  107   69
B 9886 576   80   77
B 9896 594   53   87
B 9906 613   31   97
B 9916 654   31  107
B 9926 673   31  117
B 9936 706   31  128
B 9946 721   31  139
B 9956 728   31  149
B 9966 733   31  158
B 9976 735   31  167
B 9986 738   31  177
B 9996 739   31  185
B 10006 740   31  193
pull out 200
B 10016 741 -126  201
B 10026 742 -126  208
B 10036 704 -126  214
B 10046 626 -126  219
B 10056 621 -126  222
B 10066 639 -126  227
B 10076 661 -126  231
B 10086 681 -126  233
B 10096 690 -126  234
B 10106 670 -126  234
B 10116 623 -126  234
B 10126 586 -126  231
B 10136 570 -126  219
B 10146 576 -126  205
B 10156 600 -126  191
B 10166 627 -126  176
B 10176 650 -126  158
B 10186 667 -126  139
B 10196 676 -126  120
B 10206 677 -126  103
B 10216 677 -126   83
B 10226 677 -126   61
B 10236 680 -126   39
B 10246 686 -126   17
B 10256 691 -126   -7
push -13 -10
push out at target
B 10266 698   84  -24
B 10276 690   84  -34
B 10286 666   84  -45
B 10296 612   84  -59
B 10306 621   84  -71
B 10316 643   84  -85
B 10326 665   84 -100
B 10336 678   84 -114
B 10346 648   84 -125
B 10356 604   84 -131
B 10366 573   41 -131
B 10376 562   10 -131
B 10386 662   10 -125
B 10396 708   10 -114
B 10406 730   10 -103
B 10416 742   10  -92
B 10426 748   10  -80
B 10436 751   10  -68
B 10446 753   10  -55
B 10456 754   10  -44
pb end 
B 10466 756   10  -32
B 10476 755   10  -21
SSS v= 7569  t=  270
SSS  377   204   294   -15
%P VOLT1   = 7742
%P VOLT2   = 7566
%P S2_SC   =  1.06
%P L_ANG_MAX = 270
S 7566   377   204   294
B 10487 756  126  -10
B 10497 757  126   -1
B 10508 706  126    5
B 10518 682  126    9
B 10528 685  126   13
B 10538 696  126   16
B 10548 706  126   19
B 10558 714  126   24
B 10568 704  126   24
B 10578 664  126   27
B 10588 621  126   33
B 10598 590  126   42
B 10608 570  126   53
B 10618 569  121   62
B 10628 586   91   73
B 10638 606   69   81
