messed up
SSS v= 8395  t=  220
B 1190 745   77 -101
B 1200 748   77 -115
B 1211 709   77 -126
B 1222 660   70 -130
B 1232 636   19 -130
B 1242 634    9 -130
B 1252 646    9 -122
B 1262 717    9 -110
B 1272 773    9  -98
B 1282 801    9  -89
B 1292 812    9  -76
B 1302 819    9  -64
B 1312 823    9  -52
B 1322 825    9  -39
pb end 
B 1332 825   10  -27
B 1342 826   10  -16
SSS v= 8272  t=  226
SSS  -22   -67    -6    -5
%P VOLT1   = 8274
%P VOLT2   = 8272
%P S2_SC   =  0.97
%P L_ANG_MAX = 226
S 8276   -22   -67    -6
B 1353 827  116   -3
B 1363 827  116    7
B 1373 746  116   15
B 1383 734  116   21
B 1393 744  116   27
B 1403 759  116   31
B 1413 774  116   34
B 1423 784  116   40
B 1433 774  116   43
B 1443 735  116   49
B 1453 682  116   57
B 1463 641   96   68
B 1473 620   61   79
B 1483 624   29   92
B 1493 672   29  104
B 1503 732   29  115
B 1513 767   29  127
B 1523 790   29  138
B 1533 800   29  149
B 1543 805   29  159
B 1553 808   29  170
pull out 173
B 1563 809 -116  180
B 1573 810 -116  190
B 1583 752 -116  199
B 1593 673 -116  204
B 1603 670 -116  211
B 1613 692 -116  218
B 1623 719 -116  223
B 1633 737 -116  227
B 1643 723 -116  229
B 1653 677 -116  229
B 1663 635 -116  229
B 1673 613 -116  220
B 1683 612 -116  207
B 1693 632 -116  192
B 1703 663 -116  177
B 1713 693 -116  159
B 1723 716 -116  142
B 1733 729 -116  123
B 1743 732 -116  103
B 1753 730 -116   81
B 1763 731 -116   59
B 1773 734 -116   36
B 1783 741 -116   11
push -13 -10
push out at target
B 1794 750   77  -13
B 1804 751   77  -23
B 1814 729   77  -36
B 1824 677   77  -49
B 1834 689   77  -61
B 1844 714   77  -76
B 1854 737   77  -90
B 1864 751   77 -105
B 1874 729   77 -117
B 1884 680   77 -122
B 1894 648   30 -123
B 1905 652    0 -123
B 1915 747    9 -117
B 1925 786    9 -106
B 1935 804    9  -97
B 1945 814    9  -85
B 1955 818    9  -74
B 1965 822    9  -62
B 1975 824    9  -51
B 1985 825    9  -41
B 1995 825    9  -30
pb end 
B 2005 826   10  -21
B 2015 827   10  -12
SSS v= 8279  t=  226
SSS  -26   -38   -28   -12
%P VOLT1   = 8274
%P VOLT2   = 8279
%P S2_SC   =  0.97
%P L_ANG_MAX = 226
S 8276   -26   -38   -28
B 2026 827  115   -4
B 2036 827  115    2
B 2047 827  115    7
B 2057 756  115   11
B 2067 741  115   15
B 2077 749  115   17
B 2087 762  115   23
B 2097 765  115   25
B 2107 737  115   28
B 2117 699  115   34
B 2128 669  115   42
B 2138 644  115   52
B 2148 630  110   63
B 2158 632   78   74
B 2168 648   46   85
B 2178 696   28   96
B 2188 739   28  107
B 2198 771   28  119
B 2208 790   28  130
B 2218 799   28  141
B 2228 803   28  151
B 2238 806   28  160
B 2248 808   28  170
pull out 173
B 2258 810 -115  179
B 2268 737 -115  188
B 2278 667 -115  195
B 2288 667 -115  202
B 2298 690 -115  208
B 2308 717 -115  213
B 2318 733 -115  216
B 2328 715 -115  217
B 2338 669 -115  218
B 2348 630 -115  217
B 2358 611 -115  207
B 2368 613 -115  193
B 2378 634 -115  179
B 2388 665 -115  163
B 2398 694 -115  147
B 2408 715 -115  129
B 2418 726 -115  111
B 2428 728 -115   91
B 2438 726 -115   69
B 2448 727 -115   47
B 2458 732 -115   22
B 2468 739 -115   -2
push -11 -10
push out at target
B 2478 746   77  -17
B 2488 740   77  -29
B 2498 714   77  -41
B 2508 673   77  -55
B 2518 688   77  -69
B 2528 712   77  -83
B 2538 737   77  -98
B 2548 747   77 -113
B 2558 713   77 -125
B 2568 670   77 -130
B 2578 638   30 -131
B 2588 637    0 -130
B 2598 712    9 -126
B 2608 757    9 -115
B 2618 791    9 -104
B 2628 807    9  -94
B 2638 815    9  -83
B 2648 819    9  -71
B 2658 822    9  -61
B 2668 822    9  -49
B 2678 823    9  -37
B 2688 825    9  -27
pb end 
B 2698 824   10  -16
B 2708 825   10   -6
SSS v= 8251  t=  231
SSS   66    99  -105    -6
%P VOLT1   = 8274
%P VOLT2   = 8251
%P S2_SC   =  0.97
%P L_ANG_MAX = 231
S 8251    66    99  -105
B 2718 825  116    3
B 2728 825  116    9
B 2739 763  116   14
B 2749 738  116   18
B 2759 744  116   21
B 2770 758  116   23
B 2782 773  116   29
B 2792 766  116   31
B 2802 724  116   35
B 2812 683  116   41
B 2822 648  116   51
B 2832 624  111   62
B 2842 623   79   74
B 2852 638   44   85
B 2862 661   29   96
B 2872 681   29  108
B 2882 733   29  120
B 2892 771   29  132
B 2902 789   29  145
B 2912 796   29  157
B 2922 801   29  167
pull out 171
B 2932 804    8  179
B 2942 806    8  190
B 2952 812    8  199
B 2962 819    8  209
B 2972 822    8  218
B 2982 824    8  226
B 2992 825    8  232
B 3002 825    8  239
B 3012 826    8  245
B 3023 826    8  251
B 3033 827    8  257
B 3043 827    8  261
B 3053 827    8  265
B 3063 827    8  268
B 3073 827    8  271
B 3083 827    8  273
B 3093 827 -116  275
B 3103 827 -116  275
B 3113 772 -116  276
B 3123 708 -116  276
B 3133 704 -116  276
B 3144 721 -116  276
B 3154 743 -116  276
B 3164 758 -116  277
B 3174 753 -116  276
B 3184 716 -116  272
B 3194 669 -116  261
B 3204 641 -116  247
B 3214 636 -116  233
B 3224 654 -116  217
B 3234 680 -116  201
B 3244 707 -116  181
B 3254 727 -116  162
B 3264 736 -116  143
B 3274 738 -116  120
B 3284 738 -116   97
B 3294 739 -116   75
B 3304 743 -116   48
B 3314 749 -116   22
B 3324 756 -116   -3
push -10 -10
push out at target
B 3334 762   77  -19
B 3344 746   77  -31
B 3354 676   77  -45
B 3364 682   77  -57
B 3374 707   77  -70
B 3384 731   77  -85
B 3394 749   77  -99
B 3404 734   77 -111
B 3414 689   77 -119
B 3424 649   54 -120
B 3434 637    0 -120
B 3444 740    9 -117
B 3454 783    9 -107
B 3464 801    9  -98
B 3474 811    9  -87
B 3484 817    9  -77
B 3494 820    9  -66
B 3504 822    9  -55
B 3514 823    9  -46
B 3524 824    9  -36
pb end 
B 3534 824   10  -26
B 3544 825   10  -17
SSS v= 8255  t=  226
SSS   62    99  -105   -11
%P VOLT1   = 8274
%P VOLT2   = 8255
%P S2_SC   =  0.97
%P L_ANG_MAX = 226
S 8251    62    99  -105
B 3555 825  116   -9
B 3565 825  116   -3
B 3575 825  116    2
B 3586 758  116    7
B 3596 736  116   11
B 3607 744  116   14
B 3617 758  116   21
B 3628 767  116   23
B 3638 750  116   26
B 3648 710  116   31
B 3659 674  116   39
B 3669 659  116   49
B 3679 636  116   60
B 3689 634   85   71
B 3699 648   50   83
B 3709 691   29   94
B 3719 727   29  106
B 3729 764   29  118
B 3739 785   29  129
B 3749 795   29  141
B 3759 800   29  151
B 3769 803   29  161
pull out 171
B 3779 805 -116  171
B 3789 806 -116  181
B 3799 725 -116  191
B 3809 663 -116  198
B 3819 665 -116  206
B 3829 688 -116  213
B 3839 715 -116  217
B 3849 729 -116  221
B 3859 704 -116  223
B 3869 660 -116  223
B 3879 625 -116  222
B 3889 607 -116  211
B 3899 609 -116  198
B 3909 631 -116  183
B 3919 663 -116  168
B 3929 693 -116  151
B 3939 715 -116  134
B 3949 725 -116  115
B 3959 727 -116   96
B 3969 726 -116   74
B 3979 726 -116   51
B 3989 730 -116   27
B 3999 737 -116    3
push -11 -10
push out at target
B 4009 745   77  -16
B 4019 743   77  -26
B 4029 714   77  -39
B 4039 673   77  -53
B 4049 689   77  -65
B 4059 713   77  -79
B 4069 736   77  -94
B 4079 747   77 -109
B 4089 718   77 -120
B 4099 674   77 -125
B 4109 642   30 -126
B 4119 643    0 -125
B 4129 718    9 -120
B 4139 760    9 -108
B 4149 791    9  -96
B 4159 806    9  -85
B 4169 813    9  -73
B 4179 817    9  -61
B 4189 819    9  -49
B 4199 820    9  -36
B 4209 822    9  -23
pb end 
B 4219 822   10  -12
B 4229 823   10   -1
SSS v= 8241  t=  231
SSS   57    99  -105     8
%P VOLT1   = 8274
%P VOLT2   = 8241
%P S2_SC   =  0.97
%P L_ANG_MAX = 231
S 8237    57    99  -105
B 4240 823  116   10
B 4250 824  116   17
B 4260 824  116   22
B 4270 759  116   26
B 4280 739  116   29
B 4290 745  116   31
B 4300 759  116   35
B 4310 769  116   37
B 4320 755  116   38
B 4330 710  116   42
B 4340 673  116   49
B 4350 642  116   58
B 4360 618   90   69
B 4370 615   58   80
B 4380 632   29   91
B 4390 670   29  103
B 4400 724   29  113
B 4410 758   29  125
B 4420 782   29  136
B 4430 793   29  147
B 4440 798   29  158
B 4450 801   29  168
pull out 175
B 4460 803 -116  178
B 4470 805 -116  187
B 4480 761 -116  197
B 4490 670 -116  203
B 4500 660 -116  210
B 4510 680 -116  217
B 4520 706 -116  222
B 4530 727 -116  226
B 4540 721 -116  227
B 4550 679 -116  227
B 4560 638 -116  227
B 4570 610 -116  219
B 4580 606 -116  207
B 4590 622 -116  194
B 4600 651 -116  179
B 4610 683 -116  161
B 4620 706 -116  145
B 4630 722 -116  126
B 4640 727 -116  107
B 4650 726 -116   87
B 4660 725 -116   63
B 4670 728 -116   41
B 4680 733 -116   15
B 4690 743 -116  -10
push -10 -10
push out at target
B 4700 750   77  -26
B 4710 744   77  -37
B 4720 675   77  -49
B 4730 677   77  -61
B 4740 700   77  -74
B 4750 725   77  -89
B 4760 744   77 -101
B 4770 739   77 -114
B 4780 697   77 -123
B 4790 655   62 -125
B 4801 632    6 -125
B 4811 730    9 -123
B 4822 780    9 -111
B 4832 798    9 -103
B 4842 809    9  -93
B 4852 814    9  -81
B 4862 817    9  -70
B 4872 819    9  -59
B 4882 820    9  -49
B 4892 821    9  -39
pb end 
B 4902 822   10  -29
B 4912 822   10  -19
SSS v= 8227  t=  236
SSS   41    64   -89   -13
%P VOLT1   = 8274
%P VOLT2   = 8227
%P S2_SC   =  0.97
%P L_ANG_MAX = 236
S 8227    41    64   -89
B 4922 823  116  -12
B 4932 823  116   -5
B 4942 823  116    0
B 4952 765  116    5
B 4962 737  116    9
B 4972 741  116   11
B 4982 754  116   14
B 4992 767  116   20
B 5002 762  116   23
B 5012 728  116   26
B 5022 686  116   33
B 5032 654  116   42
B 5042 630  116   52
B 5052 622  105   64
B 5062 633   73   75
B 5072 655   38   87
B 5082 690   29   98
B 5092 720   29  109
B 5102 764   29  121
B 5112 784   29  133
B 5122 793   29  145
B 5132 797   29  155
B 5142 801   29  166
B 5152 803   29  176
pull out 177
B 5162 804    8  186
B 5172 805    8  195
B 5182 809    8  203
B 5192 816    8  213
B 5202 820    8  220
B 5212 822    8  227
B 5222 823    8  233
B 5232 823    8  239
B 5242 823    8  243
B 5252 824    8  247
B 5262 824    8  251
B 5272 825    8  255
B 5282 824    8  258
B 5292 824    8  259
B 5302 825    8  262
B 5312 825    8  263
B 5322 825 -116  263
B 5332 726 -116  263
B 5342 696 -116  263
B 5352 703 -116  263
B 5362 724 -116  263
B 5372 744 -116  263
B 5382 752 -116  263
B 5392 731 -116  259
B 5402 688 -116  250
B 5412 650 -116  237
B 5422 636 -116  223
B 5432 647 -116  207
B 5442 672 -116  189
B 5452 697 -116  171
B 5462 719 -116  152
B 5472 733 -116  132
B 5482 738 -116  111
B 5492 738 -116   87
B 5502 738 -116   65
B 5512 740 -116   41
B 5522 744 -116   14
B 5532 751 -116  -10
push -11 -10
push out at target
B 5542 756   77  -23
B 5552 740   77  -36
B 5562 690   77  -50
B 5572 674   77  -65
B 5582 694   77  -79
B 5592 718   77  -95
B 5602 739   77 -111
B 5612 733   77 -126
B 5622 692   77 -135
B 5632 649   62 -139
B 5642 627   22 -138
B 5652 637    9 -138
B 5662 660    9 -132
B 5672 725    9 -121
B 5682 774    9 -108
B 5692 797    9  -98
B 5702 808    9  -86
B 5712 813    9  -73
B 5722 817    9  -61
B 5732 818    9  -50
pb end 
B 5742 819   10  -38
B 5752 820   10  -26
SSS v= 8213  t=  231
SSS   -2     9   -67   -16
%P VOLT1   = 8274
%P VOLT2   = 8216
%P S2_SC   =  0.97
B 5762 822   10  -14
%P L_ANG_MAX = 231
S 8227    -2     9   -67
B 5772 821  116   -5
B 5782 741  116    4
B 5792 725  116   11
B 5802 734  116   18
B 5812 750  116   23
B 5822 766  116   28
B 5832 776  116   35
B 5842 777  116   39
B 5852 751  116   43
B 5862 696  116   51
B 5872 653  116   62
B 5882 623   76   74
B 5892 617   41   86
B 5902 645   29   98
B 5912 695   29  110
B 5922 739   29  121
B 5932 774   29  133
B 5942 789   29  145
B 5952 796   29  156
B 5962 800   29  167
pull out 175
B 5972 802 -116  178
B 5982 803 -116  187
B 5992 766 -116  197
B 6002 670 -116  204
B 6012 660 -116  212
B 6022 679 -116  219
B 6032 705 -116  225
B 6042 726 -116  230
B 6052 717 -116  232
B 6062 669 -116  232
B 6072 629 -116  232
B 6082 606 -116  225
B 6092 601 -116  213
B 6102 618 -116  199
B 6112 650 -116  183
B 6122 680 -116  167
B 6132 705 -116  151
B 6142 720 -116  132
B 6152 725 -116  113
B 6162 723 -116   91
B 6172 722 -116   69
B 6182 725 -116   47
B 6192 731 -116   23
B 6202 740 -116   -2
push -11 -10
push out at target
B 6212 747   77  -18
B 6222 741   77  -29
B 6232 672   77  -42
B 6242 673   77  -54
B 6252 697   77  -66
B 6262 723   77  -81
B 6272 743   77  -94
B 6282 739   77 -107
B 6292 695   77 -115
B 6302 654   54 -117
B 6312 631    6 -117
B 6322 719    9 -117
B 6332 771    9 -108
B 6342 794    9  -98
B 6352 805    9  -89
B 6362 812    9  -78
B 6372 815    9  -69
B 6382 817    9  -58
B 6392 818    9  -48
B 6402 819    9  -38
B 6412 820    9  -29
pb end 
B 6422 820   10  -19
SSS v= 8209  t=  236
SSS   -2     9   -73   -11
%P VOLT1   = 8274
%P VOLT2   = 8209
%P S2_SC   =  0.97
%P L_ANG_MAX = 236
S 8213    -2     9   -73
B 6433 820  116   -9
B 6443 821  116   -2
B 6453 822  116    3
B 6463 767  116    7
B 6473 732  116   11
B 6483 734  116   15
B 6493 747  116   17
B 6503 761  116   23
B 6513 764  116   24
B 6523 736  116   27
B 6533 693  116   33
B 6543 658  116   41
B 6553 629  116   51
B 6563 616  108   63
B 6573 626   76   74
B 6583 647   44   85
B 6593 697   29   96
B 6603 726   29  107
B 6613 767   29  119
B 6623 784   29  130
B 6633 792   29  141
B 6643 797   29  151
B 6653 799   29  161
B 6663 801   29  171
B 6673 803   29  181
pull out 181
B 6683 803 -116  190
B 6693 782 -116  199
B 6703 670 -116  205
B 6713 652 -116  211
B 6723 670 -116  217
B 6733 697 -116  222
B 6743 722 -116  225
B 6753 730 -116  227
B 6763 698 -116  227
B 6773 650 -116  227
B 6783 617 -116  222
B 6793 604 -116  211
B 6803 614 -116  197
B 6813 641 -116  182
B 6823 673 -116  166
B 6833 699 -116  149
B 6843 716 -116  131
B 6853 724 -116  112
B 6863 724 -116   91
B 6873 722 -116   69
B 6883 723 -116   46
B 6893 729 -116   22
B 6903 737 -116   -2
push -11 -10
push out at target
B 6913 743   77  -17
B 6923 736   77  -29
B 6933 709   77  -42
B 6943 679   77  -57
B 6953 653   77  -73
B 6963 670   77  -87
B 6973 696   77 -105
B 6983 722   77 -122
B 6993 728   77 -137
B 7003 691   77 -149
B 7013 650   77 -155
B 7023 626   38 -155
B 7033 617    9 -154
B 7043 721    9 -150
B 7053 769    9 -139
B 7063 793    9 -129
B 7073 805    9 -118
B 7083 811    9 -106
B 7093 815    9  -95
B 7103 816    9  -83
B 7113 817    9  -73
pb end 
B 7123 818   10  -62
B 7133 818   10  -53
SSS v= 8195  t=  241
SSS   -4     9   -83   -45
%P VOLT1   = 8274
%P VOLT2   = 8195
%P S2_SC   =  0.98
%P L_ANG_MAX = 241
S 8195    -4     9   -83
B 7143 819  117  -42
B 7153 819  117  -35
B 7163 779  117  -29
B 7173 730  117  -22
B 7183 729  117  -15
B 7193 740  117   -9
B 7203 755  117   -3
B 7214 769  117    7
B 7224 774  117   12
B 7234 756  117   19
B 7244 712  117   28
B 7254 671  117   39
B 7264 642  117   51
B 7274 634  109   64
B 7284 645   68   78
B 7294 663   29   90
B 7304 686   29  103
B 7314 750   29  116
B 7324 777   29  129
B 7334 789   29  142
B 7344 795   29  155
B 7354 798   29  165
B 7364 800   29  177
pull out 179
B 7374 802 -117  188
B 7384 803 -117  198
B 7394 790 -117  207
B 7404 669 -117  217
B 7414 649 -117  224
B 7424 666 -117  231
B 7434 694 -117  239
B 7444 717 -117  243
B 7454 714 -117  246
B 7464 672 -117  247
B 7474 631 -117  246
B 7484 605 -117  243
B 7494 598 -117  230
B 7504 611 -117  218
B 7514 638 -117  203
B 7524 668 -117  187
B 7534 695 -117  171
B 7544 711 -117  153
B 7554 719 -117  134
B 7564 719 -117  114
B 7574 718 -117   91
B 7584 722 -117   68
B 7595 728 -117   43
B 7605 736 -117   19
B 7615 746 -117   -7
push -11 -10
push out at target
B 7625 751   78  -19
B 7635 738   78  -31
B 7645 706   78  -45
B 7655 664   78  -58
B 7665 676   78  -73
B 7675 701   78  -90
B 7685 725   78 -106
B 7695 734   78 -121
B 7706 698   78 -134
B 7717 650   78 -139
B 7727 623   26 -140
B 7737 613    0 -139
B 7747 613    9 -134
B 7757 661    9 -123
B 7767 743    9 -110
B 7777 781    9 -100
B 7787 798    9  -87
B 7797 807    9  -75
B 7807 811    9  -62
B 7817 814    9  -50
B 7827 815    9  -38
B 7837 816    9  -27
pb end 
B 7847 817   10  -15
SSS v= 8185  t=  241
SSS  -22   -48   -57    -7
%P VOLT1   = 8274
%P VOLT2   = 8185
%P S2_SC   =  0.98
%P L_ANG_MAX = 241
S 8185   -22   -48   -57
B 7858 818  117   -3
B 7868 818  117    6
B 7878 819  117   12
B 7888 752  117   17
B 7898 733  117   21
B 7908 741  117   24
B 7918 753  117   26
B 7928 765  117   31
B 7938 764  117   32
B 7948 731  117   35
B 7958 682  117   42
B 7968 646  117   51
B 7978 618  115   61
B 7988 610   85   72
B 7998 625   44   85
B 8008 666   29   95
B 8018 733   29  106
B 8028 765   29  117
B 8038 782   29  127
B 8048 791   29  138
B 8058 795   29  147
B 8068 798   29  157
B 8078 799   29  166
B 8088 800   29  175
B 8098 801   29  183
pull out 186
B 8108 802 -117  191
B 8118 733 -117  198
B 8128 666 -117  203
B 8138 666 -117  209
B 8148 687 -117  214
B 8158 712 -117  218
B 8168 734 -117  221
B 8178 725 -117  222
B 8188 681 -117  222
B 8198 636 -117  222
B 8208 608 -117  213
B 8218 603 -117  199
B 8228 622 -117  185
B 8238 650 -117  170
B 8248 681 -117  153
B 8258 705 -117  135
B 8268 718 -117  119
B 8278 723 -117   99
B 8288 720 -117   76
B 8298 719 -117   55
B 8308 722 -117   31
B 8318 729 -117    6
push -11 -10
push out at target
B 8328 738   78  -14
B 8338 739   78  -25
B 8348 712   78  -38
B 8358 663   78  -50
B 8368 674   78  -62
B 8378 698   78  -77
B 8388 723   78  -91
B 8398 738   78 -105
B 8408 714   78 -117
B 8418 669   78 -124
B 8428 636   46 -125
B 8438 625    0 -125
B 8448 680    9 -121
B 8458 724    9 -109
B 8468 772    9  -97
B 8478 794    9  -86
B 8488 805    9  -74
B 8498 810    9  -61
B 8508 813    9  -49
B 8518 815    9  -37
B 8528 816    9  -25
pb end 
B 8538 816   10  -13
B 8548 817   10   -1
SSS v= 8181  t=  246
SSS  -60   -67   -32     9
%P VOLT1   = 8274
%P VOLT2   = 8181
%P S2_SC   =  0.98
%P L_ANG_MAX = 246
S 8181   -60   -67   -32
B 8559 818  117   11
B 8569 818  117   19
B 8579 818  117   24
B 8589 751  117   28
B 8599 731  117   31
B 8610 737  117   34
B 8620 750  117   35
B 8630 762  117   39
B 8640 754  117   40
B 8650 714  117   43
B 8660 668  117   50
B 8671 632  117   59
B 8681 606   91   70
B 8693 607   56   83
B 8703 627   29   93
B 8713 679   29  104
B 8723 719   29  115
B 8733 759   29  126
B 8743 779   29  137
B 8753 788   29  147
B 8763 793   29  157
B 8773 796   29  167
B 8783 797   29  176
B 8793 800   29  185
pull out 190
B 8803 800 -117  194
B 8813 801 -117  202
B 8823 802 -117  210
B 8833 797 -117  217
B 8843 682 -117  223
B 8853 662 -117  226
B 8863 677 -117  231
B 8873 702 -117  236
B 8883 725 -117  239
B 8893 737 -117  241
B 8903 710 -117  241
B 8913 657 -117  241
B 8923 618 -117  239
B 8934 600 -117  225
B 8944 609 -117  211
B 8954 635 -117  197
B 8964 665 -117  182
B 8974 693 -117  164
B 8984 711 -117  147
B 8994 720 -117  128
B 9004 722 -117  107
B 9014 718 -117   85
B 9024 720 -117   63
B 9034 725 -117   39
B 9044 733 -117   12
B 9054 741 -117  -11
push -11 -10
push out at target
B 9064 745   78  -22
B 9074 729   78  -34
B 9084 694   78  -47
B 9094 659   78  -61
B 9104 671   78  -76
B 9114 696   78  -93
B 9124 720   78 -109
B 9134 730   78 -125
B 9145 697   78 -137
B 9155 652   78 -142
B 9165 622   30 -143
B 9175 611    0 -142
B 9185 716    9 -139
B 9195 769    9 -129
B 9205 791    9 -120
B 9215 802    9 -108
B 9225 808    9  -97
B 9235 812    9  -85
B 9245 813    9  -74
B 9255 815    9  -65
B 9265 816    9  -54
pb end 
B 9275 816   10  -45
B 9285 817   10  -37
SSS v= 8174  t=  241
SSS  -91  -115    54   -30
%P VOLT1   = 8214
%P VOLT2   = 8174
%P S2_SC   =  0.98
%P L_ANG_MAX = 241
S 8174   -91  -115    54
B 9296 817  117  -29
B 9307 817  117  -23
B 9317 818  117  -17
B 9327 750  117  -12
B 9337 726  117   -7
B 9347 731  117   -1
B 9357 744  117    5
B 9367 758  117   11
B 9377 756  117   15
B 9387 725  117   22
B 9397 687  117   30
B 9407 661  117   39
B 9417 642  117   50
B 9427 633  115   61
B 9437 637   82   73
B 9447 649   44   85
B 9457 662   29   96
B 9467 700   29  108
B 9477 752   29  121
B 9487 775   29  133
B 9497 786   29  145
B 9507 792   29  155
B 9517 795   29  167
B 9527 797   29  178
pull out 183
B 9537 799 -117  187
B 9547 800 -117  197
B 9557 744 -117  206
B 9567 655 -117  214
B 9577 646 -117  221
B 9587 667 -117  227
B 9597 694 -117  233
B 9607 716 -117  236
B 9617 707 -117  238
B 9627 662 -117  238
B 9637 624 -117  238
B 9647 599 -117  231
B 9657 594 -117  219
B 9667 611 -117  205
B 9677 641 -117  190
B 9687 672 -117  174
B 9697 696 -117  157
B 9707 712 -117  139
B 9717 717 -117  120
B 9727 714 -117   99
B 9737 713 -117   77
B 9747 717 -117   54
B 9757 724 -117   30
B 9767 734 -117    4
push -11 -10
push out at target
B 9777 742   78  -15
B 9787 740   78  -26
B 9797 717   78  -38
B 9807 681   78  -53
B 9817 655   78  -67
B 9827 673   78  -81
B 9837 697   78  -98
B 9847 722   78 -114
B 9857 723   78 -129
B 9867 685   78 -139
B 9877 641   71 -144
B 9887 616   30 -144
B 9897 629    9 -143
B 9907 727    9 -138
B 9917 770    9 -127
B 9927 792    9 -118
B 9937 803    9 -106
B 9947 808    9  -94
B 9957 811    9  -82
B 9967 813    9  -71
B 9977 814    9  -61
pb end 
B 9987 815   10  -50
B 9997 816   10  -40
SSS v= 8164  t=  241
SSS  -83   -48     0   -33
%P VOLT1   = 8274
%P VOLT2   = 8164
%P S2_SC   =  0.98
%P L_ANG_MAX = 241
S 8164   -83   -48     0
B 10008 816  117  -29
B 10018 816  117  -21
B 10028 751  117  -14
B 10038 722  117   -8
B 10048 727  117   -1
B 10058 741  117    4
B 10068 755  117    9
B 10078 767  117   18
B 10088 767  117   22
B 10098 737  117   27
B 10108 687  117   37
B 10118 649  117   47
B 10128 623  117   59
B 10138 618   85   71
B 10148 632   50   83
B 10158 652   29   95
B 10168 693   29  107
B 10178 749   29  119
B 10188 774   29  131
B 10198 784   29  143
B 10208 790   29  155
B 10218 794   29  165
B 10228 796   29  176
pull out 183
B 10238 798 -117  187
B 10248 799 -117  196
B 10258 758 -117  205
B 10268 655 -117  213
B 10278 642 -117  220
B 10288 662 -117  227
B 10298 689 -117  233
B 10308 713 -117  237
B 10318 710 -117  239
B 10328 667 -117  239
B 10338 625 -117  239
B 10348 598 -117  234
B 10358 592 -117  222
B 10368 605 -117  209
B 10378 633 -117  194
B 10388 664 -117  178
B 10398 689 -117  161
B 10408 706 -117  143
B 10418 713 -117  125
B 10428 712 -117  105
B 10438 711 -117   82
B 10448 713 -117   60
B 10458 720 -117   37
B 10468 729 -117   11
push -11 -10
push out at target
B 10478 738   78  -13
B 10488 741   78  -23
B 10498 723   78  -35
B 10508 691   78  -49
B 10518 653   78  -63
B 10528 668   78  -78
B 10538 694   78  -95
B 10548 718   78 -110
