SSS v= 7919  t=  160 
B 506 699   73 -129
B 516 686   39 -129
B 526 682   10 -129
B 537 722   10 -122
B 547 745   10 -109
B 559 765   10  -93
B 569 774   10  -81
B 580 778   10  -66
B 590 780   10  -52
B 601 782   10  -37
B 611 783   10  -23
pb end 
%Initializing ... 
%  batt 7.68v 7.92v 
% * pre-auton 
%    pre-initializer 
%P L_ANGM = 160
%P L_ANG1 = 40
%P L_ANG2 = 70
%P S_V    = 80
%P S_ANG1 = 40
%P S_ANG2 = 80
%P M_V    = 80
%P M_ANG1 = 50
%P M_ANG2 = 90
in loop, waiting for press
L: in lcd_mode_selection
L: t_push=    91
L: in lcd_bat_adj
L: t_push=    52
%Initializing ...
% batt1   = 7.68v
% batt2   = 7.92v
% mode    = 0   
% time    = 5253   
% Wheel_L =    0   
% Wheel_R =    0   
% Bat     =    0   
% Intaker =    0   
% Gryo    =    0   
%Initializing ...
% batt1   = 7.68v
% batt2   = 7.92v
% mode    = 0   
% time    = 5254   
% Wheel_L =    0   
% Wheel_R =    0   
% Bat     =    0   
% Intaker =    0   
% Gryo    =    0   
%    startTask somnus_monitor
%    startTask somnus_bat
%    startTask somnus_feeder
%    startTask somnus_remote
% * usercontrol 
%    startTask somnus_monitor
%    startTask somnus_bat
%    startTask somnus_feeder
%    startTask somnus_remote
SSS v= 7919  t=  160 
SSS    0     0     0     0
%P VOLT1   = 7683
%P VOLT2   = 7916
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7916     0     0     0
B   0 791   90    0
B  10 791   90    0
B  21 791   90    0
B  31 791   90    0
B  41 749   90    0
B  51 733   90    0
B  61 739   90    0
B  71 744   90    0
B  81 728   90    1
B  91 698   90    9
B 103 681   90   21
B 113 683   90   33
B 123 696   80   44
B 133 710   50   56
B 143 720   20   68
B 153 744   15   81
B 163 755   15   94
B 173 770   15  108
B 183 777   15  119
B 193 781   15  130
pull out 132
B 203 782 -121  141
B 213 784 -121  152
B 223 733 -121  162
B 233 723 -121  172
B 243 732 -121  180
B 253 735 -121  187
B 263 709 -121  191
B 273 686 -121  191
B 283 674 -121  190
B 293 670 -121  183
B 304 671 -121  168
B 314 686 -121  153
B 325 707 -121  136
B 336 724 -121  118
B 346 733 -121   99
B 358 736 -121   76
B 368 736 -121   55
B 378 738 -121   32
B 388 740 -121    9
push -10 -10
push out at target
B 399 745   80  -14
B 410 745   80  -25
B 420 715   80  -37
B 430 718   80  -51
B 441 732   80  -63
B 451 746   80  -76
B 461 751   80  -89
B 472 731   80 -100
B 482 702   73 -104
B 494 695   23 -104
B 504 701   10 -104
B 514 740   10  -97
B 525 761   10  -84
B 536 772   10  -73
B 546 778   10  -60
B 556 780   10  -48
B 566 782   10  -34
B 576 783   10  -21
B 587 784   10   -7
pb end 
SSS v= 7912  t=  160 
SSS   -2     0     3    -2
%P VOLT1   = 7683
%P VOLT2   = 7909
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7909    -2     0     3
B   0 790   91   -2
B  10 790   91   -2
B  20 790   91   -2
B  30 755   91   -2
B  40 734   91   -2
B  50 738   91   -2
B  60 748   91   -2
B  70 752   91   -2
B  80 733   91    5
B  91 702   91   15
B 101 684   91   27
B 111 685   91   39
B 122 700   66   52
B 133 717   28   66
B 143 731   15   79
B 153 740   15   92
B 163 762   15  106
B 173 773   15  120
B 183 778   15  130
pull out 136
B 193 781 -121  144
B 203 782 -121  156
B 213 736 -121  168
B 223 724 -121  180
B 233 730 -121  188
B 243 731 -121  197
B 254 701 -121  202
B 265 680 -121  202
B 275 672 -121  201
B 285 669 -121  191
B 295 674 -121  177
B 305 689 -121  161
B 315 707 -121  145
B 325 724 -121  126
B 335 734 -121  108
B 346 738 -121   86
B 356 739 -121   63
B 366 739 -121   42
B 376 741 -121   16
B 386 746 -121   -7
push -12 -10
push out at target
B 396 750   80  -21
B 407 743   80  -34
B 418 724   80  -52
B 429 706   80  -69
B 439 715   80  -84
B 450 731   80 -104
B 461 744   80 -122
B 471 734   80 -138
B 482 706   80 -149
B 493 690   73 -152
B 503 683   12 -152
B 513 697   10 -150
B 523 740   10 -137
B 533 760   10 -123
B 544 771   10 -109
B 554 776   10  -94
B 564 779   10  -80
B 574 781   10  -64
B 585 782   10  -50
B 595 783   10  -36
pb end 
SSS v= 7902  t=  160 
SSS   -7     0     0     1
%P VOLT1   = 7623
%P VOLT2   = 7898
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7898    -7     0     0
B   0 790   91    1
B  10 790   91    1
B  21 789   91    1
B  31 740   91    1
B  41 732   91    1
B  51 735   91    1
B  61 724   91    1
B  71 702   91    6
B  82 683   91   16
B  92 679   91   27
B 102 689   91   38
B 112 705   69   50
B 123 716   38   62
B 133 727   15   75
B 145 739   15   90
B 156 758   15  105
B 166 771   15  119
B 176 776   15  129
pull out 134
B 186 780 -121  142
B 197 781 -121  155
B 207 744 -121  167
B 218 722 -121  179
B 228 728 -121  188
B 239 732 -121  196
B 251 704 -121  200
B 261 682 -121  200
B 271 673 -121  200
B 281 669 -121  192
B 292 674 -121  176
B 302 690 -121  160
B 313 709 -121  144
B 323 726 -121  124
B 333 733 -121  107
B 343 737 -121   86
B 353 736 -121   66
B 363 738 -121   42
B 374 740 -121   18
B 385 745 -121   -9
push -12 -10
push out at target
B 396 748   81  -22
B 406 738   81  -36
B 417 719   81  -50
B 428 705   81  -68
B 438 717   81  -83
B 448 731   81 -100
B 460 744   81 -118
B 470 728   81 -133
B 480 700   81 -142
B 490 683   65 -145
B 500 677   14 -144
B 511 696   10 -144
B 521 740   10 -132
B 532 762   10 -117
B 542 771   10 -106
B 553 776   10  -92
B 563 779   10  -77
B 573 780   10  -65
B 583 781   10  -52
B 593 782   10  -40
pb end 
SSS v= 7898  t=  160 
SSS  -10     0     3     4
%P VOLT1   = 7623
%P VOLT2   = 7898
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7898   -10     0     3
B   0 789   91    4
B  10 789   91    4
B  20 789   91    4
B  31 746   91    4
B  41 730   91    4
B  51 732   91    4
B  63 726   91    4
B  73 709   91    6
B  83 689   91   16
B  93 683   91   26
B 103 689   91   38
B 113 702   69   49
B 123 712   43   60
B 133 719   15   73
B 143 746   15   86
B 154 761   15  100
B 164 772   15  114
B 174 777   15  124
pull out 135
B 184 779 -121  136
B 194 782 -121  148
B 205 773 -121  160
B 216 723 -121  171
B 226 722 -121  180
B 237 732 -121  188
B 247 724 -121  195
B 258 692 -121  196
B 268 678 -121  196
B 278 671 -121  193
B 288 671 -121  180
B 298 679 -121  166
B 308 697 -121  150
B 318 714 -121  133
B 328 727 -121  115
B 338 734 -121   96
B 348 736 -121   76
B 358 737 -121   55
B 368 738 -121   33
B 378 741 -121    8
push -11 -10
push out at target
B 388 745   81  -13
B 398 746   81  -24
B 408 718   81  -36
B 418 713   81  -49
B 428 726   81  -60
B 438 740   81  -74
B 449 750   81  -88
B 460 734   81  -99
B 470 705   73 -105
B 480 688   40 -106
B 491 681    0 -105
B 501 733   10 -101
B 511 757   10  -89
B 521 768   10  -81
B 531 774   10  -68
B 541 777   10  -54
B 552 780   10  -41
B 562 781   10  -28
B 574 782   10  -14
B 584 783   10   -2
pb end 
SSS v= 7895  t=  160 
SSS  -13     0     3     0
%P VOLT1   = 7623
%P VOLT2   = 7895
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7891   -13     0     3
B   0 789   91    0
B  10 789   91    0
B  20 789   91    0
B  30 774   91    0
B  40 734   91    0
B  50 732   91    0
B  60 743   91    0
B  70 747   91    0
B  80 730   91    5
B  90 702   91   14
B 100 684   91   25
B 110 682   91   37
B 121 696   71   49
B 131 712   41   62
B 141 737   15   74
B 152 757   15   88
B 163 770   15  102
B 174 776   15  114
B 185 779   15  125
pull out 130
B 195 781 -121  136
B 206 782 -121  148
B 217 731 -121  158
B 228 720 -121  168
B 238 730 -121  176
B 249 730 -121  183
B 259 705 -121  184
B 270 683 -121  184
B 280 673 -121  184
B 290 670 -121  174
B 301 676 -121  159
B 313 696 -121  140
B 324 715 -121  122
B 334 727 -121  104
B 345 733 -121   84
B 356 735 -121   62
B 366 735 -121   39
B 376 737 -121   17
push -10 -10
push out at target
B 388 742   81  -10
B 399 744   81  -21
B 410 732   81  -34
B 420 713   81  -48
B 431 699   81  -65
B 441 707   81  -80
B 451 722   81  -96
B 461 738   81 -113
B 471 738   81 -128
B 481 714   81 -140
B 491 691   81 -145
B 501 680   31 -145
B 512 678   10 -144
B 524 732   10 -136
B 534 756   10 -121
B 545 768   10 -109
B 555 774   10  -96
B 565 777   10  -82
B 575 779   10  -68
B 586 780   10  -54
B 596 781   10  -41
pb end 
SSS v= 7888  t=  160 
SSS  -16     0     3     4
%P VOLT1   = 7623
%P VOLT2   = 7888
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7888   -16     0     3
B   0 789   91    4
B  10 788   91    4
B  20 788   91    4
B  30 755   91    4
B  40 731   91    4
B  52 732   91    4
B  62 726   91    4
B  72 711   91    4
B  82 694   91   14
B  92 687   91   24
B 102 691   91   36
B 112 700   79   47
B 122 709   43   60
B 133 715   15   72
B 143 747   15   87
B 154 763   15  100
B 164 773   15  114
B 174 776   15  124
pull out 133
B 185 779 -121  136
B 195 781 -121  148
B 206 777 -121  160
B 217 722 -121  172
B 227 721 -121  180
B 237 731 -121  188
B 247 724 -121  193
B 257 696 -121  194
B 267 680 -121  194
B 277 672 -121  193
B 287 670 -121  181
B 297 679 -121  166
B 307 695 -121  152
B 317 711 -121  136
B 327 726 -121  118
B 337 732 -121  100
B 347 734 -121   80
B 357 733 -121   58
B 367 735 -121   36
B 377 738 -121   14
push -10 -10
push out at target
B 387 743   81  -10
B 397 746   81  -21
B 408 718   81  -34
B 418 711   81  -48
B 429 725   81  -60
B 440 739   81  -74
B 450 748   81  -86
B 460 734   81  -98
B 470 707   81 -104
B 480 690   40 -105
B 490 683    0 -105
B 502 733   10 -101
B 513 758   10  -88
B 523 769   10  -77
B 533 774   10  -65
B 543 777   10  -52
B 554 779   10  -40
B 564 781   10  -26
B 575 781   10  -14
B 585 782   10   -1
pb end 
SSS v= 7891  t=  160 
SSS  -18     0     3     0
%P VOLT1   = 7623
%P VOLT2   = 7891
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7891   -18     0     3
B   0 789   91    0
B  10 789   91    0
B  20 788   91    0
B  30 769   91    0
B  41 732   91    0
B  51 734   91    0
B  61 744   91    0
B  71 743   91    0
B  81 725   91    6
B  91 699   91   16
B 103 683   91   28
B 113 686   91   40
B 123 699   61   52
B 133 713   31   64
B 144 742   15   78
B 154 759   15   92
B 164 769   15  104
B 174 776   15  116
B 185 779   15  127
pull out 130
B 196 781 -121  140
B 206 782 -121  150
B 217 731 -121  161
B 227 722 -121  171
B 238 732 -121  180
B 249 731 -121  186
B 260 703 -121  188
B 270 682 -121  188
B 281 672 -121  188
B 291 669 -121  175
B 301 677 -121  162
B 313 696 -121  144
B 324 715 -121  126
B 334 727 -121  107
B 344 733 -121   89
B 354 734 -121   68
B 364 735 -121   47
B 375 737 -121   23
B 385 741 -121   -2
push -10 -10
push out at target
B 396 745   81  -17
B 406 740   81  -29
B 416 720   81  -45
B 426 708   81  -58
B 436 702   81  -73
B 446 720   81  -89
B 456 732   81 -105
B 467 741   81 -122
B 479 719   81 -138
B 489 694   81 -145
B 499 680   48 -145
B 509 676   10 -145
B 519 709   10 -141
B 529 747   10 -128
B 540 763   10 -114
B 551 772   10 -101
B 561 776   10  -87
B 572 779   10  -72
B 583 780   10  -57
B 594 781   10  -44
pb end 
SSS v= 7888  t=  160 
SSS  -21     0     3     4
%P VOLT1   = 7623
%P VOLT2   = 7888
%P S2_SC   =  1.01
%P L_ANG_MAX = 160
S 7888   -21     0     3
B   0 788   91    4
B  11 788   91    4
B  21 788   91    4
B  31 760   91    4
B  42 732   91    4
B  53 733   91    4
B  63 731   91    4
B  74 715   91    4
B  86 691   91   15
B  97 683   91   27
B 107 690   91   39
B 118 702   66   51
B 128 712   38   62
B 138 727   15   75
B 148 752   15   89
B 160 767   15  104
B 170 774   15  116
B 181 778   15  128
pull out 132
B 192 780 -121  140
B 202 781 -121  152
B 213 745 -121  164
B 224 719 -121  175
B 235 726 -121  183
B 245 729 -121  190
B 255 709 -121  194
B 265 686 -121  194
B 276 673 -121  193
B 287 668 -121  184
B 297 673 -121  170
B 307 687 -121  155
B 318 708 -121  137
B 328 724 -121  120
B 340 733 -121   97
B 351 735 -121   76
B 362 735 -121   52
B 372 737 -121   29
B 383 740 -121    4
push -11 -10
push out at target
B 393 745   81  -16
B 404 743   81  -26
B 415 711   81  -41
B 426 718   81  -53
B 436 733   81  -65
B 447 745   81  -78
B 457 746   81  -92
B 468 721   81 -100
B 478 695   50 -104
B 488 682   23 -104
B 498 697   10 -104
B 509 737   10  -95
B 520 759   10  -80
B 530 769   10  -71
B 540 775   10  -57
B 551 778   10  -44
B 562 779   10  -29
B 572 781   10  -16
B 582 782   10   -4
pb end 
