SSS v= 7944  t=  270 
B 111 563  122   13
B 121 561  122   13
B 131 559  122   13
B 141 558  122   13
B 151 558  122   13
pull bail out
push bail out 
B 161 557   81   13
B 171 556   81   13
B 181 555   81   13
B 191 560   81   13
B 201 570   81   13
B 211 575   81   13
B 221 576   81   13
B 231 576   81   13
pb bail out 
SSS v= 7867  t=  270 
SSS    0     0     0    13
%P VOLT1   = 7742
%P VOLT2   = 7867
%P S2_SC   =  1.02
%P L_ANG_MAX = 270
S 7867     0     0     0
B   0 786  122    8
B  10 786  122    8
B  20 786  122    8
B  30 690  122    8
B  40 670  122    8
B  50 678  122    8
B  60 695  122    8
B  70 712  122    8
B  80 715  122    8
B  90 685  122    8
B 100 642  122   11
B 110 605  122   16
B 120 584  122   16
B 130 574  122   15
B 140 568  122   16
B 150 565  122   16
B 161 564  122   16
B 172 562  122   16
B 182 561  122   16
B 192 560  122   16
B 202 560  122   16
B 212 559  122   16
B 223 559  122   16
B 234 558  122   16
B 244 558  122   16
B 254 558  122   16
B 264 557  122   16
B 274 557  122   16
B 284 557  122   16
B 294 556  122   16
B 304 556  122   16
B 314 556  122   16
B 324 556  122   16
B 334 556  122   16
B 344 556  122   16
B 354 556  122   16
B 364 555  122   16
B 374 555  122   16
B 384 555  122   16
B 394 555  122   16
B 404 554  122   16
B 414 554  122   16
B 424 555  122   16
B 434 554  122   16
B 444 554  122   16
B 454 554  122   16
B 464 554  122   16
B 474 554  122   16
B 484 554  122   16
B 494 554  122   16
pull bail out
B 504 554 -122   16
B 514 554 -122   16
B 524 553 -122   16
B 534 583 -122   16
B 544 627 -122   16
B 554 663 -122   15
B 564 690 -122   15
B 574 709 -122   15
B 584 723 -122   15
B 594 725 -122   15
B 604 698 -122   14
B 614 650 -122    7
B 624 606 -122   -3
push -10 -10
push out at target
B 634 585   81  -15
B 644 589   81  -28
B 654 597   81  -41
B 664 584   81  -53
B 674 606   81  -67
B 684 636   81  -82
B 694 664   81  -95
B 704 676   81 -109
B 714 646   81 -119
B 724 609   74 -124
B 734 586   32 -124
B 744 611   10 -124
B 754 693   10 -117
B 764 731   10 -106
B 774 750   10  -97
B 784 760   10  -85
B 794 766   10  -75
B 804 768   10  -64
B 814 770   10  -53
B 824 772   10  -43
pb end 
SSS v= 7818  t=  270 
SSS    0     0     0   -43
%P VOLT1   = 7742
%P VOLT2   = 7821
%P S2_SC   =  1.02
%P L_ANG_MAX = 270
S 7821     0     0     0
pull bail out
push bail out 
B   0 782    0   11
B  10 781   81   11
B  20 703   81   11
B  30 675   81   11
B  40 667   81   12
B  50 654   81   12
B  60 626   81   12
B  70 605   81   12
pb bail out 
%Initializing ... 
%  batt 7.74v 7.91v 
% * pre-auton 
%    pre-initializer 
%P L_ANGM = 240
%P L_ANG1 = 60
%P L_ANG2 = 100
%P S_V    = 80
%P S_ANG1 = 40
%P S_ANG2 = 80
%P M_V    = 80
%P M_ANG1 = 50
%P M_ANG2 = 90
in loop, waiting for press
L: in lcd_mode_selection
L: t_push=     6
L: in lcd_bat_adj
L: t_push=    35
%Initializing ...
% batt1   = 7.74v
% batt2   = 7.91v
% mode    = 6   
% time    = 22697   
% Wheel_L =    0   
% Wheel_R =    0   
% Bat     =    0   
% Intaker =    0   
% Gryo    =    0   
%Initializing ...
% batt1   = 7.74v
% batt2   = 7.91v
% mode    = 6   
% time    = 22697   
% Wheel_L =    0   
% Wheel_R =    0   
% Bat     =    0   
% Intaker =    0   
% Gryo    =    0   
%    startTask somnus_monitor
%    startTask somnus_bat
%    startTask somnus_feeder
%    startTask somnus_remote
% * usercontrol 
%    startTask somnus_monitor
%    startTask somnus_bat
%    startTask somnus_feeder
%    startTask somnus_remote
SSS v= 7916  t=  260 
SSS    0     0     0     0
%P VOLT1   = 7742
%P VOLT2   = 7919
%P S2_SC   =  1.01
%P L_ANG_MAX = 260
S 7919     0     0     0
B   0 791  121    0
B  10 791  121    0
B  20 791  121    0
B  31 791  121    0
B  41 700  121    0
B  52 676  121    0
B  63 686  121    0
B  73 704  121    0
B  83 721  121    3
B  93 728  121    4
B 103 705  121    7
B 113 659  121   14
B 123 621  121   25
B 133 601  121   36
B 143 601  121   47
B 153 619  121   58
B 163 640  101   69
B 173 653   78   79
B 183 656   56   89
B 193 647   33   99
B 203 695   30  109
B 213 721   30  121
B 223 742   30  132
B 233 752   30  140
B 243 758   30  149
B 253 762   30  157
B 263 765   30  165
B 273 767   30  173
B 283 768   30  182
B 293 769   30  189
B 303 770   30  196
pull out 196
B 313 770 -121  201
B 323 746 -121  208
B 333 665 -121  213
B 343 658 -121  216
B 353 674 -121  220
B 363 693 -121  224
B 373 712 -121  225
B 383 713 -121  226
B 393 683 -121  226
B 403 638 -121  226
B 413 605 -121  219
B 423 590 -121  207
B 433 602 -121  192
B 443 626 -121  177
B 453 655 -121  161
B 463 679 -121  144
B 473 693 -121  126
B 483 700 -121  107
B 493 700 -121   87
B 503 698 -121   65
B 513 700 -121   43
B 523 704 -121   20
B 533 711 -121    1
B 543 709 -121   -9
push -10 -10
push out at target
B 553 689   80  -21
B 563 660   80  -35
B 573 643   80  -51
B 583 617   80  -67
B 593 631   80  -81
B 603 658   80  -99
B 613 684   80 -115
B 623 691   80 -131
B 633 658   80 -143
B 643 618   80 -148
B 653 594   31 -148
B 663 583   10 -148
B 673 681   10 -144
B 683 730   10 -133
B 693 753   10 -124
B 703 765   10 -114
B 713 772   10 -103
B 723 775   10  -92
B 733 777   10  -82
B 743 779   10  -72
pb end 
SSS v= 7870  t=  260 
SSS    1     0     9   -11
%P VOLT1   = 7564
%P VOLT2   = 7874
%P S2_SC   =  1.02
%P L_ANG_MAX = 260
S 7874     1     0     9
B   0 787  121   26
B  10 787  121   26
B  20 787  121   26
B  30 723  121   26
B  40 669  121   26
B  50 654  121   26
B  60 639  121   26
B  70 618  121   28
B  80 597  121   34
B  90 589  121   41
B 100 594  121   49
B 110 608  121   56
B 120 620  115   63
B 130 623   99   70
B 140 621   83   78
B 150 616   62   86
B 160 613   44   95
B 170 619   30  103
B 180 688   30  112
B 190 720   30  121
B 200 739   30  129
B 210 749   30  136
B 220 755   30  143
B 230 759   30  149
B 240 761   30  155
B 250 763   30  161
B 260 763   30  166
B 270 764   30  171
pull out 174
B 280 764 -121  176
B 290 764 -121  181
B 300 705 -121  185
B 310 658 -121  188
B 320 661 -121  191
B 330 679 -121  193
B 340 698 -121  196
B 350 715 -121  196
B 360 710 -121  196
B 370 673 -121  196
B 380 629 -121  195
B 390 600 -121  183
B 400 594 -121  169
B 410 611 -121  155
B 420 638 -121  139
B 430 664 -121  123
B 440 683 -121  106
B 450 695 -121   88
B 460 698 -121   69
B 470 696 -121   48
B 480 695 -121   27
B 490 698 -121    6
B 500 698 -121   -4
push -10 -10
push out at target
B 510 684   81  -15
B 520 657   81  -29
B 530 640   81  -43
B 540 615   81  -57
B 550 633   81  -71
B 560 659   81  -87
B 570 684   81 -103
B 580 691   81 -117
B 590 654   81 -128
B 600 615   81 -133
B 610 590   32 -133
B 620 591   10 -132
B 630 687   10 -127
B 640 731   10 -116
B 650 752   10 -107
B 660 764   10  -96
B 670 770   10  -84
B 680 773   10  -73
B 690 775   10  -62
B 700 777   10  -51
pb end 
SSS v= 7853  t=  260 
SSS    1     0     9   -12
%P VOLT1   = 7564
%P VOLT2   = 7853
%P S2_SC   =  1.02
%P L_ANG_MAX = 260
S 7853     1     0     9
B   0 785  122   29
B  10 785  122   29
B  20 786  122   29
B  30 709  122   29
B  40 664  122   29
B  50 649  122   29
B  60 633  122   29
B  70 611  122   30
B  80 593  122   37
B  90 587  122   44
B 100 594  122   51
B 110 607  122   58
B 120 617  111   65
B 130 620   95   72
B 140 616   79   80
B 150 613   60   87
B 160 646   40   96
B 170 660   30  104
B 180 671   30  113
B 190 696   30  121
B 200 729   30  129
B 210 744   30  137
B 220 751   30  144
B 230 756   30  150
B 240 758   30  157
B 250 761   30  163
B 260 761   30  169
B 270 762   30  174
pull out 177
B 280 762 -122  179
B 290 763 -122  184
B 300 692 -122  189
B 310 653 -122  191
B 320 658 -122  194
B 330 678 -122  197
B 340 698 -122  200
B 350 713 -122  200
B 360 706 -122  200
B 370 669 -122  200
B 380 627 -122  199
B 390 600 -122  186
B 400 593 -122  173
B 410 610 -122  158
B 420 637 -122  143
B 430 663 -122  126
B 440 683 -122  109
B 450 694 -122   91
B 460 697 -122   71
B 470 695 -122   51
B 480 694 -122   29
B 490 697 -122    8
B 500 699 -122   -3
push -10 -10
push out at target
B 510 687   81  -15
B 520 662   81  -27
B 530 638   81  -41
B 540 619   81  -56
B 550 638   81  -71
B 560 665   81  -87
B 570 688   81 -101
B 580 689   81 -116
B 590 652   81 -125
B 600 613   65 -129
B 610 589   23 -129
B 620 605   10 -129
B 630 692   10 -123
B 640 733   10 -111
B 650 753   10 -101
B 660 764   10  -90
B 670 769   10  -78
B 680 772   10  -67
B 690 775   10  -55
B 700 776   10  -44
pb end 
SSS v= 7842  t=  260 
SSS    2     0     6   -10
%P VOLT1   = 7742
%P VOLT2   = 7842
%P S2_SC   =  1.02
%P L_ANG_MAX = 260
S 7846     2     0     6
B   0 784  122   30
B  10 784  122   30
B  20 784  122   30
B  30 730  122   30
B  40 667  122   30
B  50 649  122   30
B  60 634  122   30
B  70 612  122   31
B  80 591  122   37
B  91 583  122   44
B 101 591  122   51
B 111 605  122   57
B 123 617  111   65
B 133 618   95   72
B 143 613   79   80
B 153 608   60   87
B 163 605   42   95
B 173 624   30  104
B 183 658   30  113
B 193 694   30  121
B 203 726   30  129
B 213 741   30  137
B 223 749   30  145
B 233 754   30  152
B 243 757   30  158
B 253 759   30  165
B 263 760   30  170
B 273 762   30  176
pull out 179
B 283 762 -122  181
B 293 762 -122  186
B 303 685 -122  191
B 313 652 -122  193
B 323 655 -122  197
B 333 673 -122  200
B 343 696 -122  202
B 353 711 -122  202
B 363 701 -122  202
B 373 661 -122  201
B 383 620 -122  200
B 393 595 -122  188
B 403 592 -122  173
B 413 611 -122  159
B 423 638 -122  144
B 433 664 -122  127
B 443 683 -122  110
B 453 694 -122   92
B 463 696 -122   72
B 473 694 -122   52
B 483 693 -122   30
B 493 696 -122    8
B 503 699 -122   -3
push -10 -10
push out at target
B 513 688   81  -13
B 523 661   81  -27
B 533 633   81  -40
B 543 622   81  -55
B 553 644   81  -68
B 563 669   81  -84
B 573 691   81  -99
B 583 687   81 -113
B 593 650   81 -123
B 603 612   74 -125
B 613 591    6 -125
B 623 588   10 -125
B 633 598   10 -116
B 643 655   10 -103
B 653 715   10  -90
B 663 744   10  -79
B 673 758   10  -64
B 683 766   10  -51
B 693 770   10  -37
B 703 772   10  -24
pb end 
