L: in lcd_mode_selection
L: t_push=   115
L: in lcd_bat_adj
L: t_push=    81
%Initializing ...
% batt1   = 7.98v
% batt2   = 8.26v
% mode    = 6   
% time    = 674239   
% Wheel_L =  -96   
% Wheel_R =   12   
% Bat     =    6   
% Intaker =    0   
% Gryo    = -198   
SSS vs= 0.99  t=  178
B 410 7576  -89   19
B 420 7628  -89   -6
push -11 -10
push out at target
B 430 7644   79  -19
B 440 7617   79  -31
B 450 7563   79  -45
B 460 7500   79  -61
B 471 7585   79  -77
B 481 7502   79  -93
B 492 7546   79 -109
B 502 7216   79 -125
B 512 7457   79 -134
B 524 7451   63 -137
B 534 7426   10 -137
B 544 7357    9 -137
B 554 7165    9 -125
B 564 7297    9 -109
B 575 7280    9  -95
B 586 7572    9  -80
B 596 7590    9  -65
B 607 7953    9  -49
B 617 7957    9  -33
B 629 7995    9  -17
pb end 
SSS vs= 0.99  t=  178
%P VOLT1   = 7919
%P VOLT2   = 8251
%P S2_SC   =  0.99
%P L_ANG_MAX = 178
B   0 805   69   -5
B  10 8050   69   -5
B  22 8050   69   -5
B  32 7963   69   -5
B  42 7909   69   -5
B  52 7915   69   -5
B  62 7926   69   -5
B  72 7690   69   -5
B  82 7633   69    0
B  92 7581   69    7
B 102 7598   69   17
B 112 7540   69   26
B 123 7577   69   36
B 134 7502   69   47
B 144 7407   69   57
B 154 7410   29   67
B 164 7511   29   79
B 174 7597   29   90
B 184 7668   29  102
*** dtMore = 22 , A = 106
B 194 7700   29  114
B 204 7714   29  125
pull out 129
B 214 7723  -99  134
B 224 7908  -99  145
B 234 7726  -99  155
B 244 7675  -99  164
B 254 7713  -99  174
B 264 7174  -99  181
B 274 7200  -99  187
B 284 7188  -99  190
B 294 7387  -99  190
*** amax = 190  vhit = 94
B 304 7328  -93  189
B 314 7376  -93  181
B 324 7068  -93  166
B 334 7125  -93  151
B 344 7023  -93  133
B 354 7047  -93  117
B 364 7086  -93   98
B 374 7240  -93   78
B 384 7490  -93   57
B 394 7493  -93   33
B 404 7573  -93   10
push -10 -10
push out at target
B 414 7593   79  -12
B 424 7597   79  -23
B 434 7556   79  -35
B 444 7527   79  -50
B 454 7497   79  -66
B 464 7587   79  -79
B 474 7430   79  -97
B 484 7472   79 -112
B 494 7217   79 -127
B 504 7462   79 -137
B 514 7393   72 -141
B 524 7436   22 -141
B 534 7338    9 -141
B 544 7502    9 -129
B 554 7371    9 -114
B 564 7310    9 -102
B 574 7333    9  -87
B 584 7878    9  -73
B 594 7990    9  -57
B 604 7994    9  -42
B 614 7996    9  -29
pb end 
B 624 7998   10  -14
B 634 7999   10   -1
B 644 7998   10   10
B 654 8001   10   18
SSS vs= 0.99  t=  184
%P VOLT1   = 7860
%P VOLT2   = 8220
%P S2_SC   =  1.00
%P L_ANG_MAX = 184
B 664 8002   70   23
B 674 8002   70   27
B 684 7957   70   31
B 694 7940   70   33
B 704 7943   70   34
B 714 7767   70   38
B 724 7752   70   38
B 734 7727   70   39
B 744 7686   70   43
B 754 7634   70   48
B 764 7643   70   55
B 774 7572   30   63
B 784 7591   30   73
B 794 7558   30   83
B 804 7469   30   93
*** dtMore = 43 , A = 101
B 814 7545   30  104
B 824 7474   30  114
B 834 7632   30  124
B 844 7641   30  133
pull out 143
B 854 7896 -100  143
B 864 7899 -100  151
B 874 7888 -100  160
B 884 7694 -100  166
B 894 7669 -100  173
B 904 7718 -100  179
B 914 7779 -100  186
B 924 7320 -100  189
B 934 7271 -100  191
B 944 7313 -100  191
B 954 7415 -100  191
*** amax = 191  vhit = 97
B 964 7377  -97  182
B 974 7346  -97  168
B 984 7042  -97  153
B 994 7118  -97  135
B 1004 7079  -97  119
B 1014 7228  -97   99
B 1024 7247  -97   79
B 1034 7355  -97   58
B 1044 7529  -97   35
B 1054 7535  -97   12
B 1064 7586  -97  -11
push -11 -10
push out at target
B 1074 7590   80  -22
B 1084 7556   80  -34
B 1094 7504   80  -49
B 1104 7534   80  -64
B 1114 7590   80  -78
B 1124 7573   80  -94
B 1134 7259   80 -109
B 1144 7196   80 -123
B 1154 7339   80 -131
B 1164 7440   56 -134
B 1174 7410   14 -134
B 1184 7525   10 -134
B 1194 7288   10 -123
B 1204 7353   10 -110
B 1214 7318   10  -99
B 1224 7902   10  -86
B 1234 7909   10  -73
B 1244 7950   10  -60
B 1254 7954   10  -47
B 1264 7958   10  -34
pb end 
B 1274 7994   10  -21
B 1284 7994   10  -10
B 1294 7994   10    0
B 1304 7996   10    9
SSS vs= 1.00  t=  184
%P VOLT1   = 7860
%P VOLT2   = 8202
%P S2_SC   =  1.00
%P L_ANG_MAX = 184
B 1314 7996   70   15
B 1324 7998   70   19
B 1334 7998   70   23
B 1344 7973   70   25
B 1354 7934   70   27
B 1364 7931   70   28
B 1374 7932   70   32
B 1384 7918   70   32
B 1394 7653   70   33
B 1404 7686   70   36
B 1414 7630   70   41
B 1424 7605   70   48
B 1434 7528   70   56
B 1444 7538   30   65
B 1454 7536   30   75
B 1464 7466   30   85
B 1474 7544   30   95
*** dtMore = 44 , A = 100
B 1484 7561   30  105
B 1494 7585   30  115
B 1504 7597   30  125
B 1514 7675   30  135
pull out 143
B 1524 7891 -100  144
B 1534 7895 -100  153
B 1544 7898 -100  161
B 1554 7899 -100  170
B 1564 7720 -100  177
B 1574 7667 -100  182
B 1584 7697 -100  187
B 1594 7757 -100  194
B 1604 7738 -100  197
B 1614 7394 -100  200
B 1624 7304 -100  201
B 1634 7355 -100  201
*** amax = 201  vhit = 92
B 1644 7433  -92  198
B 1654 7412  -92  185
B 1664 7365  -92  170
B 1674 7047  -92  153
B 1684 7115  -92  135
B 1694 7102  -92  117
B 1704 7312  -92   97
B 1714 7322  -92   76
B 1724 7426  -92   54
B 1734 7532  -92   31
B 1744 7543  -92    7
push -11 -10
push out at target
B 1754 7598   80  -14
B 1764 7596   80  -25
B 1774 7555   80  -38
B 1784 7500   80  -53
B 1794 7530   80  -66
B 1804 7586   80  -81
B 1814 7565   80  -96
B 1824 7388   80 -110
B 1834 7291   80 -122
B 1844 7369   80 -127
B 1854 7465   31 -127
B 1864 7449   10 -127
B 1874 7522   10 -121
B 1884 7184   10 -108
B 1894 7251   10  -94
B 1904 7316   10  -83
B 1914 7826   10  -69
B 1924 7837   10  -55
B 1934 7949   10  -42
B 1944 7951   10  -28
pb end 
B 1954 7955   10  -14
B 1964 7954   10   -1
B 1974 7991   10   11
B 1984 7994   10   20
SSS vs= 1.00  t=  184
%P VOLT1   = 7860
%P VOLT2   = 8192
%P S2_SC   =  1.00
%P L_ANG_MAX = 184
B 1994 7994   70   27
B 2004 7994   70   32
B 2014 7948   70   36
B 2024 7925   70   39
B 2034 7928   70   41
B 2044 7934   70   43
B 2054 7868   70   45
B 2064 7775   70   46
B 2074 7713   70   47
B 2084 7682   70   51
B 2094 7658   70   56
B 2104 7639   30   64
B 2114 7566   30   74
B 2124 7542   30   83
B 2134 7611   30   93
*** dtMore = 51 , A = 98
B 2144 7575   30  103
B 2154 7803   30  111
B 2164 7814   30  118
B 2174 7891   30  127
B 2184 7892   30  135
pull out 139
B 2194 7896 -100  142
B 2204 7898 -100  148
B 2214 7722 -100  155
B 2224 7675 -100  158
B 2234 7680 -100  163
B 2244 7172 -100  169
B 2254 7213 -100  171
B 2264 7275 -100  173
*** amax = 174  vhit = 105
B 2274 7457 -105  173
B 2284 7341 -105  173
B 2294 7392 -105  169
B 2304 7346 -105  156
B 2314 7379 -105  141
B 2324 7233 -105  125
B 2334 7055 -105  107
B 2344 7109 -105   89
B 2354 7168 -105   70
B 2364 7420 -105   49
B 2374 7418 -105   27
B 2384 7491 -105    4
push -11 -10
push out at target
B 2394 7537   80  -14
B 2404 7531   80  -25
B 2414 7519   80  -38
B 2424 7457   80  -53
B 2434 7439   80  -69
B 2444 7491   80  -83
B 2454 7374   80 -101
B 2464 7413   80 -117
B 2474 7162   80 -131
B 2484 7409   80 -141
B 2494 7341   73 -145
B 2504 7378   23 -145
B 2514 7284   10 -144
B 2524 7449   10 -133
B 2534 7286   10 -118
B 2544 7261   10 -107
B 2554 7285   10  -92
B 2564 7865   10  -77
B 2574 7941   10  -63
B 2584 7946   10  -49
B 2594 7949   10  -35
pb end 
B 2604 7949   10  -21
B 2614 7951   10   -9
B 2624 7951   10    3
B 2634 7990   10   11
SSS vs= 1.00  t=  189
%P VOLT1   = 7860
%P VOLT2   = 8188
%P S2_SC   =  1.00
%P L_ANG_MAX = 189
B 2644 7990   70   19
B 2654 7991   70   23
B 2664 7943   70   27
B 2674 7929   70   31
B 2684 7929   70   32
B 2694 7757   70   37
B 2706 7749   70   38
B 2716 7694   70   39
B 2726 7703   70   43
B 2736 7672   70   48
B 2746 7643   70   55
B 2756 7565   30   63
B 2766 7511   30   73
B 2776 7546   30   83
B 2786 7508   30   94
*** dtMore = 45 , A = 100
B 2796 7438   30  104
B 2806 7468   30  115
B 2816 7590   30  124
B 2826 7845   30  134
B 2836 7850   30  143
pull out 143
B 2846 7888 -100  151
B 2856 7814 -100  160
B 2866 7635 -100  165
B 2876 7636 -100  173
B 2886 7723 -100  179
B 2896 7782 -100  184
B 2906 7279 -100  188
B 2916 7398 -100  189
B 2926 7268 -100  189
B 2936 7406 -100  189
*** amax = 189  vhit = 100
B 2946 7339 -100  178
B 2956 7346 -100  164
B 2966 7084 -100  149
B 2976 6982 -100  131
B 2986 7044 -100  115
B 2996 7189 -100   96
B 3006 7346 -100   75
B 3016 7344 -100   55
B 3026 7521 -100   32
B 3036 7527 -100    9
push -11 -10
push out at target
B 3046 7542   80  -13
B 3056 7548   80  -25
B 3066 7547   80  -37
B 3076 7453   80  -51
B 3086 7501   80  -66
B 3096 7520   80  -81
B 3106 7575   80  -95
B 3116 7249   80 -110
B 3126 7428   80 -125
B 3136 7313   80 -131
B 3146 7393   39 -133
B 3156 7406    6 -133
B 3166 7571   10 -132
B 3176 7341   10 -120
B 3186 7253   10 -109
B 3196 7278   10  -98
B 3206 7896   10  -85
B 3216 7903   10  -73
B 3226 7906   10  -61
B 3236 7946   10  -49
B 3246 7947   10  -37
pb end 
B 3256 7949   10  -26
B 3266 7950   10  -16
B 3276 7951   10   -7
B 3286 7951   10    0
SSS vs= 1.00  t=  194
%P VOLT1   = 7860
%P VOLT2   = 8181
%P S2_SC   =  1.00
%P L_ANG_MAX = 194
B 3297 7988   70    7
B 3307 7988   70   11
B 3317 7990   70   15
B 3328 7943   70   17
B 3338 7920   70   19
B 3349 7920   70   25
B 3359 7920   70   25
B 3369 7634   70   26
B 3379 7576   70   28
B 3389 7614   70   32
B 3399 7615   70   39
B 3411 7602   70   47
B 3421 7613   70   56
B 3431 7533   30   66
B 3441 7456   30   75
B 3451 7514   30   87
B 3461 7510   30   97
*** dtMore = 44 , A = 102
B 3471 7536   30  107
B 3481 7549   30  117
B 3491 7593   30  126
B 3501 7884   30  135
pull out 143
B 3511 7885 -100  143
B 3521 7889 -100  152
B 3531 7891 -100  160
B 3541 7794 -100  167
B 3551 7638 -100  173
B 3561 7680 -100  179
B 3571 7730 -100  185
B 3581 7785 -100  189
B 3591 7392 -100  192
B 3601 7343 -100  193
*** amax = 194  vhit = 100
B 3611 7393 -100  193
B 3621 7415 -100  193
B 3631 7381 -100  182
B 3641 7313 -100  167
B 3651 7016 -100  152
B 3661 7089 -100  135
B 3671 7047 -100  118
B 3681 7266 -100   99
B 3691 7281 -100   79
B 3701 7385 -100   57
B 3711 7523 -100   35
B 3721 7528 -100   11
push -11 -10
push out at target
B 3731 7543   80  -12
B 3741 7584   80  -22
B 3751 7552   80  -35
B 3761 7463   80  -49
B 3771 7516   80  -63
B 3781 7568   80  -77
B 3791 7511   80  -93
B 3801 7397   80 -107
B 3811 7319   80 -120
B 3821 7357   80 -127
B 3831 7434   48 -127
B 3841 7408   10 -128
B 3851 7439   10 -125
B 3861 7132   10 -113
B 3871 7238   10  -99
B 3881 7290   10  -89
B 3891 7706   10  -74
B 3901 7717   10  -61
B 3911 7902   10  -47
B 3921 7941   10  -33
pb end 
B 3931 7943   10  -19
B 3941 7946   10   -6
B 3951 7947   10    6
B 3961 7947   10   17
SSS vs= 1.00  t=  194
%P VOLT1   = 7801
%P VOLT2   = 8174
%P S2_SC   =  1.01
%P L_ANG_MAX = 194
B 3971 7949   70   26
B 3981 7949   70   31
B 3991 7922   70   36
B 4001 7920   70   40
B 4011 7917   70   43
B 4021 7920   70   44
B 4031 7895   70   48
B 4041 7783   70   48
B 4051 7738   70   49
B 4061 7715   70   52
B 4071 7685   70   57
B 4081 7650   30   64
B 4091 7568   30   73
B 4101 7511   30   83
B 4111 7591   30   92
*** dtMore = 61 , A = 98
B 4121 7526   30  101
B 4131 7688   30  109
B 4141 7698   30  117
B 4151 7847   30  125
B 4161 7888   30  133
B 4171 7886   30  140
pull out 145
B 4181 7888 -100  147
B 4191 7889 -100  153
B 4201 7889 -100  159
B 4211 7706 -100  166
B 4221 7647 -100  169
B 4231 7680 -100  174
B 4241 7736 -100  179
B 4251 7315 -100  182
B 4261 7325 -100  183
B 4271 7419 -100  183
B 4281 7474 -100  183
*** amax = 183  vhit = 105
B 4291 7409 -105  181
B 4301 7423 -105  167
B 4311 7164 -105  153
B 4321 7221 -105  136
B 4331 7111 -105  119
B 4341 7168 -105  101
B 4351 7199 -105   82
B 4361 7315 -105   61
B 4371 7491 -105   39
B 4381 7488 -105   16
B 4391 7535 -105   -7
push -10 -10
push out at target
B 4401 7578   80  -21
B 4411 7555   80  -33
B 4421 7500   80  -47
B 4431 7481   80  -62
B 4441 7527   80  -75
B 4451 7513   80  -92
B 4461 7237   80 -107
B 4471 7220   80 -122
B 4481 7332   80 -133
B 4491 7421   80 -137
B 4501 7389   23 -137
B 4511 7375   10 -137
B 4521 7030   10 -129
B 4531 7112   10 -116
B 4541 7199   10 -101
B 4551 7270   10  -89
B 4561 7304   10  -74
B 4571 7319   10  -60
B 4581 7898   10  -45
B 4591 7900   10  -31
pb end 
B 4601 7905   10  -17
B 4611 7941   10   -2
B 4621 7946   10   10
B 4631 7946   10   20
B 4641 7947   10   27
SSS vs= 1.01  t=  199
%P VOLT1   = 7801
%P VOLT2   = 8167
%P S2_SC   =  1.01
%P L_ANG_MAX = 199
B 4651 7947   70   33
B 4661 7949   70   37
B 4671 7947   70   40
B 4681 7895   70   42
B 4691 7885   70   43
B 4701 7922   70   47
B 4711 7916   70   47
B 4721 7658   70   47
B 4731 7706   70   49
B 4741 7645   70   52
B 4751 7613   70   58
B 4761 7524   30   66
B 4771 7530   30   75
B 4781 7530   30   84
B 4791 7467   30   94
*** dtMore = 67 , A = 97
B 4801 7517   30  103
B 4811 7539   30  112
B 4821 7834   30  120
B 4831 7843   30  128
B 4841 7845   30  136
B 4851 7882   30  144
B 4861 7885   30  151
pull out 151
B 4871 7886 -100  158
B 4881 7921 -100  164
B 4891 7824 -100  171
B 4901 7657 -100  175
B 4911 7667 -100  180
B 4921 7714 -100  185
B 4931 7762 -100  189
B 4941 7433 -100  191
B 4951 7382 -100  191
B 4961 7394 -100  191
B 4971 7456 -100  191
*** amax = 191  vhit = 104
B 4981 7423 -104  180
B 4991 7392 -104  166
B 5001 7095 -104  150
B 5011 7164 -104  133
B 5021 7082 -104  115
B 5031 7264 -104   97
B 5041 7278 -104   77
B 5051 7382 -104   55
B 5061 7523 -104   33
B 5071 7527 -104   10
push -11 -10
push out at target
B 5081 7539   80  -13
B 5091 7578   80  -23
B 5101 7542   80  -36
B 5111 7454   80  -51
B 5121 7509   80  -65
B 5131 7560   80  -79
B 5141 7504   80  -94
B 5151 7354   80 -109
B 5161 7282   80 -122
B 5171 7319   80 -129
B 5181 7440   48 -130
B 5191 7413    0 -130
B 5201 7439   10 -129
B 5211 7086   10 -117
B 5221 7197   10 -105
B 5231 7285   10  -93
B 5241 7700   10  -80
B 5251 7714   10  -66
B 5261 7899   10  -53
B 5271 7902   10  -39
B 5281 7905   10  -26
pb end 
B 5291 7943   10  -13
B 5301 7941   10   -1
B 5311 7941   10   11
B 5321 7946   10   20
B 5331 7947   10   27
SSS vs= 1.01  t=  199
%P VOLT1   = 7801
%P VOLT2   = 8167
%P S2_SC   =  1.01
%P L_ANG_MAX = 199
B 5341 7947   70   31
B 5351 7947   70   35
B 5362 7902   70   37
B 5372 7877   70   39
B 5382 7880   70   39
B 5392 7742   70   43
B 5402 7730   70   43
B 5412 7644   70   43
B 5422 7690   70   45
B 5432 7630   70   49
B 5442 7605   70   55
B 5452 7489   30   63
B 5462 7500   30   73
B 5472 7541   30   82
B 5482 7466   30   91
*** dtMore = 72 , A = 98
B 5492 7497   30  101
B 5502 7512   30  109
B 5512 7839   30  116
B 5522 7844   30  124
B 5532 7845   30  131
B 5542 7885   30  138
B 5552 7885   30  145
pull out 151
B 5562 7884 -100  151
B 5572 7884 -100  157
B 5582 7884 -100  164
B 5592 7817 -100  170
B 5602 7666 -100  175
B 5612 7670 -100  179
B 5622 7716 -100  183
B 5632 7197 -100  187
B 5642 7221 -100  189
*** amax = 190  vhit = 104
B 5652 7381 -104  189
B 5662 7503 -104  189
B 5672 7423 -104  189
B 5682 7425 -104  177
B 5692 7224 -104  162
B 5702 7278 -104  146
B 5712 7134 -104  129
B 5722 7089 -104  111
B 5732 7124 -104   92
B 5742 7278 -104   71
B 5752 7455 -104   49
B 5762 7452 -104   27
B 5772 7531 -104    4
push -12 -10
push out at target
B 5782 7543   80  -14
B 5792 7455   80  -25
B 5802 7435   80  -37
B 5812 7481   80  -46
B 5822 7537   80  -58
B 5832 7589   80  -69
B 5842 7431   80  -81
B 5852 7359   80  -89
B 5862 7363   56  -92
B 5872 7447   14  -92
B 5882 7538   10  -92
B 5892 7598   10  -85
B 5902 7273   10  -71
B 5912 7302   10  -62
B 5922 7354   10  -49
B 5932 7896   10  -36
B 5942 7900   10  -23
B 5952 7903   10   -9
B 5962 7940   10    3
pb end 
B 5972 7941   10   15
B 5982 7941   10   26
B 5992 7943   10   35
B 6002 7946   10   41
SSS vs= 1.01  t=  204
%P VOLT1   = 7801
%P VOLT2   = 8160
%P S2_SC   =  1.01
%P L_ANG_MAX = 204
B 6012 7946   70   46
B 6022 7946   70   49
B 6032 7947   70   51
B 6042 7916   70   51
B 6052 7869   70   52
B 6062 7867   70   52
B 6073 7910   70   53
B 6083 7612   70   53
B 6093 7560   70   53
B 6103 7615   70   54
B 6113 7593   70   57
B 6123 7569   30   63
B 6133 7561   30   71
B 6143 7460   30   80
B 6153 7552   30   90
*** dtMore = 74 , A = 96
B 6163 7525   30   99
B 6173 7455   30  109
B 6183 7473   30  117
B 6193 7481   30  125
B 6203 7843   30  133
B 6213 7847   30  141
B 6223 7882   30  148
B 6233 7882   30  155
pull out 155
B 6243 7884 -100  162
B 6253 7884 -100  168
B 6263 7702 -100  175
B 6273 7656 -100  178
B 6283 7686 -100  183
B 6293 7384 -100  188
B 6303 7424 -100  191
B 6313 7276 -100  193
B 6323 7464 -100  193
B 6333 7352 -100  193
*** amax = 193  vhit = 105
B 6343 7405 -105  188
B 6353 7351 -105  175
B 6363 7379 -105  160
B 6373 7271 -105  143
B 6383 7053 -105  127
B 6393 7106 -105  108
B 6403 7169 -105   89
B 6413 7388 -105   68
B 6423 7384 -105   46
B 6433 7488 -105   23
B 6443 7532 -105   -1
push -10 -10
push out at target
B 6453 7546   80  -17
B 6463 7532   80  -27
B 6473 7506   80  -41
B 6483 7456   80  -56
B 6493 7495   80  -69
B 6503 7439   80  -83
B 6513 7484   80  -98
B 6523 7193   80 -113
B 6533 7410   80 -123
B 6543 7325   73 -127
B 6553 7389   23 -128
B 6563 7355    0 -128
B 6573 7513   10 -121
B 6583 7382   10 -109
B 6593 7253   10  -97
B 6603 7277   10  -85
B 6613 7819   10  -73
B 6623 7898   10  -60
B 6633 7900   10  -47
B 6643 7902   10  -34
B 6653 7939   10  -21
B 6663 7937   10   -9
pb end 
B 6673 7941   10    3
B 6683 7943   10   12
B 6694 7944   10   20
SSS vs= 1.01  t=  209
%P VOLT1   = 7801
%P VOLT2   = 8160
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 6705 7944   70   26
B 6715 7946   70   30
B 6727 7912   70   33
B 6737 7875   70   35
B 6747 7875   70   35
B 6757 7880   70   39
B 6767 7879   70   39
B 6777 7663   70   39
B 6787 7677   70   41
B 6797 7615   70   45
B 6807 7613   70   51
B 6817 7563   70   58
B 6827 7568   30   67
B 6837 7488   30   77
B 6847 7415   30   87
B 6857 7499   30   96
*** dtMore = 76 , A = 99
B 6867 7479   30  106
B 6877 7501   30  116
B 6887 7511   30  125
B 6897 7836   30  135
B 6907 7839   30  143
B 6917 7841   30  151
B 6927 7880   30  159
pull out 166
B 6937 7882 -100  167
B 6947 7882 -100  174
B 6957 7880 -100  181
B 6967 7688 -100  187
B 6977 7663 -100  191
B 6987 7699 -100  197
B 6997 7748 -100  202
B 7007 7780 -100  204
B 7017 7369 -100  206
B 7027 7388 -100  206
B 7037 7290 -100  206
*** amax = 206  vhit = 101
B 7047 7429 -101  200
B 7057 7351 -101  186
B 7067 7395 -101  171
B 7077 7104 -101  155
B 7087 7069 -101  137
B 7097 7113 -101  119
B 7107 7277 -101   99
B 7117 7388 -101   78
B 7127 7382 -101   57
B 7137 7488 -101   33
B 7147 7535 -101    8
push -12 -10
push out at target
B 7157 7553   80  -13
B 7167 7559   80  -23
B 7177 7510   80  -37
B 7187 7463   80  -50
B 7197 7536   80  -62
B 7207 7554   80  -75
B 7217 7594   80  -89
B 7227 7343   80 -102
B 7237 7385   80 -113
B 7248 7298   80 -115
B 7258 7436    5 -115
B 7268 7507   10 -115
B 7278 7645   10 -106
B 7288 7313   10  -94
B 7298 7302   10  -85
B 7308 7318   10  -73
B 7318 7894   10  -59
B 7328 7896   10  -47
B 7338 7899   10  -35
B 7348 7939   10  -23
pb end 
B 7358 7936   10  -11
B 7368 7941   10   -1
B 7378 7941   10    7
B 7388 7941   10   14
SSS vs= 1.01  t=  209
%P VOLT1   = 7801
%P VOLT2   = 8157
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 7398 7943   70   19
B 7408 7937   70   23
B 7418 7884   70   25
B 7429 7876   70   27
B 7439 7880   70   32
B 7449 7881   70   32
B 7459 7852   70   33
B 7469 7660   70   35
B 7479 7635   70   39
B 7489 7589   70   44
B 7499 7607   70   51
B 7509 7607   70   60
B 7519 7623   30   69
B 7529 7478   30   79
B 7539 7483   30   89
B 7549 7541   30   99
*** dtMore = 68 , A = 101
B 7559 7497   30  109
B 7569 7545   30  119
B 7579 7553   30  127
B 7589 7840   30  136
B 7599 7843   30  145
B 7609 7843   30  153
pull out 160
B 7619 7881 -100  160
B 7629 7881 -100  168
B 7639 7882 -100  175
B 7649 7706 -100  182
B 7659 7653 -100  186
B 7669 7682 -100  191
B 7679 7733 -100  197
B 7689 7134 -100  200
B 7699 7134 -100  202
B 7709 7390 -100  203
B 7719 7384 -100  203
*** amax = 203  vhit = 103
B 7729 7334 -103  199
B 7739 7395 -103  186
B 7749 7282 -103  170
B 7759 7346 -103  154
B 7769 7054 -103  136
B 7779 7106 -103  118
B 7789 7130 -103   99
B 7799 7315 -103   78
B 7809 7418 -103   56
B 7819 7418 -103   33
B 7829 7534 -103    9
push -10 -10
push out at target
B 7839 7552   80  -13
B 7849 7555   80  -23
B 7859 7541   80  -35
B 7869 7464   80  -49
B 7879 7500   80  -62
B 7889 7548   80  -77
B 7899 7519   80  -90
B 7909 7525   80 -103
B 7919 7373   80 -114
B 7929 7385   80 -119
B 7939 7338   31 -119
B 7949 7472   10 -119
B 7959 7466   10 -113
B 7969 7540   10 -101
B 7979 7257   10  -90
B 7989 7347   10  -77
B 7999 7356   10  -64
B 8009 7894   10  -51
B 8019 7898   10  -37
B 8029 7902   10  -25
pb end 
B 8039 7937   10  -13
B 8049 7937   10   -1
B 8059 7940   10    9
B 8069 7940   10   17
SSS vs= 1.01  t=  209
%P VOLT1   = 7801
%P VOLT2   = 8157
%P S2_SC   =  1.01
%P L_ANG_MAX = 209
B 8080 7941   70   23
B 8091 7941   70   28
B 8101 7943   70   31
B 8111 7923   70   33
B 8121 7879   70   34
B 8131 7873   70   38
B 8141 7875   70   38
B 8151 7679   70   38
B 8161 7628   70   38
B 8171 7609   70   40
B 8181 7595   70   44
B 8191 7572   70   51
B 8201 7569   70   59
B 8211 7471   30   67
B 8221 7534   30   77
B 8231 7519   30   86
B 8241 7483   30   95
*** dtMore = 84 , A = 98
B 8251 7504   30  104
B 8261 7477   30  112
B 8271 7836   30  119
B 8281 7840   30  127
B 8291 7875   30  134
B 8301 7877   30  140
B 8311 7878   30  147
B 8321 7878   30  153
pull out 158
B 8331 7877 -100  160
