the first one is a good single,
the rests are auto-a of same target
SSS v= 7891  t=  270 
B 691 723   10 -132
B 701 749   10 -121
B 711 762   10 -112
B 721 769   10 -101
B 732 774   10  -89
B 742 776   10  -77
B 752 777   10  -67
B 763 779   10  -56
pb end 
goto reselect
L: in lcd_mode_selection
L: t_push=  1741
L: in lcd_bat_adj
L: t_push=  3451
in loop, waiting for press
L: left pushed
in loop, waiting for press
L: in lcd_mode_selection
L: t_push=   136
L: in lcd_bat_adj
L: t_push=   116
%Initializing ...
% batt1   = 7.68v
% batt2   = 7.90v
% mode    = 6   
% time    = 61688   
% Wheel_L =    0   
% Wheel_R =    3   
% Bat     =    0   
% Intaker =    0   
% Gryo    =   -2   
SSS v= 7898  t=  270 
SSS    0     0     0     0
%P VOLT1   = 7683
%P VOLT2   = 7898
%P S2_SC   =  1.01
%P L_ANG_MAX = 270
S 7898     0     0     0
B   0 790    0    0
B  10 790  121    0
B  20 719  121    1
B  30 674  121    1
B  40 672  121    1
B  50 672  121    1
B  60 653  121    1
B  70 618  121    5
B  80 593  121   14
B  90 589  121   23
B 100 602  121   32
B 110 622  121   41
B 120 636  121   49
B 130 640  121   57
B 140 634  108   67
B 150 624   85   76
B 160 619   62   86
B 170 621   37   97
B 180 655   30  107
B 190 709   30  118
B 200 735   30  129
B 210 748   30  138
B 220 755   30  146
B 230 760   30  155
B 240 762   30  164
B 250 764   30  173
B 260 766   30  181
B 270 767   30  188
B 280 767   30  195
pull out 197
B 290 767 -121  201
B 300 767 -121  207
B 310 686 -121  212
B 320 656 -121  215
B 330 666 -121  219
B 340 686 -121  223
B 350 705 -121  225
B 360 716 -121  226
B 370 698 -121  226
B 380 654 -121  225
B 390 616 -121  221
B 400 595 -121  210
B 410 596 -121  196
B 420 618 -121  181
B 430 645 -121  165
B 440 671 -121  147
B 450 689 -121  129
B 460 699 -121  110
B 470 701 -121   90
B 480 700 -121   69
B 490 701 -121   46
B 500 705 -121   23
B 510 710 -121   -1
push -11 -10
push out at target
B 520 716   81  -20
B 530 713   81  -31
B 540 669   81  -43
B 550 637   81  -56
B 560 654   81  -67
B 570 677   81  -81
B 580 699   81  -95
B 590 705   81 -108
B 600 670   81 -119
B 610 629   81 -122
B 620 598   14 -123
B 630 587    0 -122
B 640 585   10 -115
B 650 650   10 -103
B 660 715   10  -91
B 670 746   10  -80
B 680 761   10  -67
B 690 768   10  -54
B 700 773   10  -41
B 710 775   10  -28
B 720 776   10  -15
B 730 778   10   -3
pb end 
SSS v= 7853  t=  270 
SSS   -1     0     0    -3
%P VOLT1   = 7505
%P VOLT2   = 7853
%P S2_SC   =  1.02
%P L_ANG_MAX = 270
S 7856    -1     0     0
B   0 785  122   15
B  10 785  122   15
B  20 785  122   15
B  30 731  122   15
B  40 670  122   15
B  50 656  122   15
B  60 644  122   15
B  72 616  122   16
B  82 594  122   18
B  92 586  122   25
B 102 593  122   33
B 112 607  122   41
B 122 620  122   48
B 132 624  122   55
B 142 622  118   63
B 152 615   97   71
B 163 610   74   81
B 173 615   53   90
B 183 630   33   99
B 193 662   30  109
B 203 698   30  119
B 213 725   30  129
B 223 742   30  138
B 233 751   30  147
B 243 756   30  155
B 253 759   30  163
B 263 758   30  172
B 273 753   30  179
B 283 753   30  186
B 293 755   30  192
pull out 193
B 303 759 -122  198
B 313 761 -122  204
B 323 675 -122  209
B 333 650 -122  211
B 343 661 -122  215
B 353 681 -122  219
B 363 701 -122  221
B 373 713 -122  221
B 383 696 -122  221
B 393 653 -122  221
B 403 615 -122  217
B 413 594 -122  205
B 423 597 -122  191
B 433 618 -122  175
B 443 646 -122  159
B 453 671 -122  141
B 463 688 -122  124
B 473 697 -122  105
B 483 699 -122   85
B 493 698 -122   63
B 503 700 -122   41
B 513 703 -122   17
B 523 709 -122   -6
push -11 -10
push out at target
B 533 714   81  -23
B 543 708   81  -33
B 553 658   81  -47
B 563 636   81  -59
B 573 652   81  -71
B 583 675   81  -87
B 593 697   81 -100
B 603 700   81 -114
B 613 662   81 -124
B 623 622   74 -127
B 633 596   14 -127
B 643 640   10 -127
B 653 706   10 -119
B 663 739   10 -107
B 673 757   10  -97
B 683 766   10  -84
B 693 771   10  -72
B 703 773   10  -60
B 713 775   10  -48
B 723 776   10  -36
pb end 
SSS v= 7839  t=  270 
SSS   -1     0     0    -8
%P VOLT1   = 7505
%P VOLT2   = 7842
%P S2_SC   =  1.02
%P L_ANG_MAX = 270
S 7842    -1     0     0
B   0 784  122   13
B  10 784  122   13
B  20 712  122   13
B  30 665  122   13
B  40 650  122   13
B  50 635  122   14
B  60 612  122   14
B  70 591  122   18
B  80 583  122   25
B  91 591  122   33
B 101 607  122   40
B 111 618  122   47
B 121 620  122   54
B 131 616  120   61
B 142 609  102   69
B 153 606   81   79
B 163 613   60   88
B 173 623   40   97
B 183 661   30  105
B 193 690   30  115
B 203 723   30  125
B 213 739   30  133
B 223 749   30  141
B 233 754   30  149
B 243 758   30  157
B 253 760   30  165
B 263 761   30  172
B 273 762   30  178
B 283 763   30  185
pull out 187
B 293 763 -122  190
B 303 762 -122  195
B 313 761 -122  201
B 323 726 -122  205
B 333 661 -122  208
B 343 657 -122  211
B 353 674 -122  214
B 363 693 -122  216
B 373 711 -122  217
B 383 709 -122  217
B 393 678 -122  217
B 403 635 -122  216
B 413 604 -122  205
B 423 594 -122  192
B 433 608 -122  177
B 443 634 -122  161
B 453 659 -122  145
B 463 681 -122  126
B 473 694 -122  108
B 483 697 -122   89
B 493 697 -122   67
B 503 698 -122   45
B 513 699 -122   23
B 523 704 -122   -1
push -13 -10
push out at target
B 533 710   81  -19
B 543 707   81  -29
B 553 683   81  -43
B 563 635   81  -56
B 573 641   81  -67
B 583 665   81  -81
B 593 687   81  -96
B 603 702   81 -110
B 613 679   81 -123
B 623 637   81 -129
B 633 603   40 -130
B 643 587    0 -130
B 653 645   10 -127
B 663 684   10 -115
B 673 730   10 -103
B 683 752   10  -92
B 693 762   10  -79
B 703 768   10  -67
B 713 772   10  -55
B 723 774   10  -42
B 733 775   10  -29
pb end 
SSS v= 7832  t=  270 
SSS   -1     0     0   -10
%P VOLT1   = 7683
%P VOLT2   = 7832
%P S2_SC   =  1.02
%P L_ANG_MAX = 270
S 7832    -1     0     0
B   0 783  122   14
B  10 783  122   14
B  20 763  122   14
B  30 675  122   14
B  40 655  122   14
B  50 642  122   14
B  60 623  122   14
B  70 597  122   15
B  80 584  122   22
B  90 587  122   29
B 100 601  122   37
B 110 615  122   44
B 120 620  122   50
B 130 618  122   58
B 140 612  111   65
B 150 608   93   73
B 160 607   72   82
B 170 611   51   91
B 180 617   30  100
B 190 665   30  109
B 200 691   30  119
B 210 724   30  129
B 220 740   30  138
B 230 748   30  147
B 240 753   30  154
B 250 756   30  162
B 260 758   30  171
B 270 760   30  179
B 280 761   30  185
pull out 191
B 290 762 -122  192
B 300 762 -122  197
B 310 761 -122  203
B 320 760 -122  208
B 330 696 -122  213
B 340 654 -122  215
B 350 659 -122  219
B 360 677 -122  222
B 370 696 -122  224
B 380 711 -122  225
B 390 701 -122  225
B 400 661 -122  225
B 410 622 -122  221
B 420 596 -122  209
B 430 593 -122  196
B 440 613 -122  181
B 450 639 -122  165
B 460 665 -122  148
B 470 684 -122  130
B 480 694 -122  111
B 490 697 -122   91
B 500 696 -122   70
B 510 697 -122   48
B 520 700 -122   25
B 530 705 -122    1
push -12 -10
push out at target
B 540 712   81  -20
B 550 711   81  -31
B 560 682   81  -43
B 570 634   81  -57
B 580 644   81  -68
B 590 667   81  -82
B 600 689   81  -97
B 610 702   81 -111
B 620 676   81 -122
B 630 634   81 -127
B 640 601   32 -128
B 650 605    0 -128
B 660 670   10 -123
B 670 711   10 -111
B 680 743   10  -99
B 690 758   10  -87
B 700 765   10  -75
B 710 769   10  -61
B 720 772   10  -49
B 730 773   10  -36
B 740 774   10  -23
pb end 
% 79599-71038=8561 msec
